level_0	index	SITEID	DESKTOP_MANUF	OTHER_DESKTOPS	LAPTOP_MANUF	OTHER_LAPTOPS	DESKTOP_VIRTUALIZATION_MANUF	WORKSTATION_MANUF	OTHER_WORKSTATIONS	SERVER_MANUF	SERVER_SERIES	OTHER_SERVERS	OS_MANUF	OS_MODEL	OTHER_OS	SERVER_VIRTUALIZATION_MANUF	NETWORK_PRINTER_MANUF	OTHER_NETWORK_PRINTERS	HIGHVOLUME_PRINTER_MANUF	COPIER_MANUF	UPS_MANUF	DAS_MANUF	NAS_MANUF	SAN_MANUF	TAPE_LIBRARY_MANUF	STORAGE_VIRTUALIZATION_MANUF	STORAGE_MGMT_SW_MANUF	PBX_MANUF	VOIP_MANUF	VOIP_HOSTING	UNIFIED_COMM_SERVICES_MANUF	LONG_DISTANCE_CARRIER	HANDSET_SMARTPHONE_MANUF	HANDSET_SMARTPHONE_OS	CELL_SERVICES_PROVIDER	PBX_MAINT_PROVIDER	MOBILITY_CONTRACT_EXPIRE	NETWORK_LINE_CARRIER	VIDEO_CONF_SERVICES_MANUF	ROUTER_MANUF	SWITCH_MANUF	VPN_MANUF	ISP_PROVIDER	NETWORK_SERVICES_PROVIDER	HOST_REMOTE	ETHERNET_TECH	VPN_CONTRACT_EXPIRE	ASSET_MGMT_SW_MANUF	ENTERPRISE_MGMT_SW_MANUF	IDACCESS_SW_MANUF	APPLICATION_SERVER_SW_MANUF	BUSINESS_INTEL_SW_MANUF	COLLABORATIVE_SW_MANUF	CRM_SW_MANUF	DOC_MGMT_SW_MANUF	APP_CONSOLIDATION_SW_MANUF	ERP_SW_MANUF	ACCOUNTING_SW_MANUF	HUMAN_RES_SW_MANUF	SUPPLY_CHAIN_SW_MANUF	WEB_PORTAL_SW_MANUF	DBMS_MANUF	DATAWAREHOUSE_SW_MANUF	SW_AS_A_SERVICE_ERP_MANUF	SW_AS_A_SERVICE_CRM_MANUF	SW_AS_A_SERVICE_STORAGE_MANUF	SW_AS_A_SERVICE_EMAIL_MANUF	SW_AS_A_SERVICE_OTHER_MANUF	EMAIL_MESSAGING_SW_MANUF	DEVELOPMENT_SW_TOOL	ANTIVIRUS_SW_MANUF	ECOMMERCE_TYPE
297700	297700	208113570																																																																						
297707	297707	208113579											IBM	OS2																										MikroTik	Cisco																															
297715	297715	208113590											IBM	OS2	Yes	VMware																								MikroTik	Cisco													Salesforce	Amazon		Infor		Jobvite		WordPress	Ensighten			Salesforce			Microsoft		COMPILER		
297724	297724	208113603																																																																						
297725	297725	208113605											LINUX	Linux 2.6	Yes																									Cisco	Cisco																											Eloqua		Microsoft		
297726	297726	208113606											LINUX	Linux 2.6	Yes	BMC																								F5-NETWORKS												Microsoft	IBM		Amazon		EMC		WORKDAY		Microsoft	Talend						IBM	SendGrid	Akamai	Microsoft	
297727	297727	208113607																																																																						
297730	297730	208113613											LINUX	Linux 2.6	Yes																									MikroTik															Amazon																	
297731	297731	208113614																																																																						
297735	297735	208113620																																																																						
297736	297736	208113621											LINUX	Linux 2.4	Yes																									MikroTik											APACHE										WordPress									COMPILER		
297738	297738	208113623											IBM	OS2	Yes																									Cisco	Cisco																				Microsoft											
297739	297739	208113625																																																																						
297743	297743	208113634				Yes							Oracle	Java	Yes		RICOH	Yes																																					Amazon				Ulti Soft		WordPress	Google						Ulti Soft	Microsoft	OpinionLab		
297746	297746	208113637											LINUX	Linux 3.8	Yes		LEXMARK																							ASUS											APACHE										WordPress							Microsoft	POSTFIX	COMPILER		
297750	297750	208113641																																																																						
297754	297754	208113646																																																																						
297757	297757	208113650											LINUX	Linux 2.4	Yes		LEXMARK																	Google						ASUS																						Oracle						Microsoft	Dovecot			
297759	297759	208113652																																																																						
297760	297760	208113653											LINUX	Linux 2.4	Yes		HP	Yes			APC						F5-NETWORKS													F5-NETWORKS	Cisco										APACHE	SAP	Cisco		Dropbox				Kronos		Microsoft	Oracle						Dropbox	Microsoft	COMPILER	Microsoft	
297766	297766	208113660											Oracle	J2EE	Yes	VMware							Tegile				EMC													Cisco	Cisco										APACHE	TableauSoft	GitHub	Gigya	Microsoft		Sage	WORKDAY	Avature	IBM	Microsoft	Neo4j			Salesforce			Dropbox	Microsoft	VMware	Microsoft	
297775	297775	208113670											Cisco	Cisco IOS	Yes																									Cisco	Cisco										APACHE																					
297786	297786	208113683											IBM	OS2																										MikroTik	Cisco																															
297787	297787	208113684											LINUX	Linux 2.6	Yes												F5-NETWORKS													F5-NETWORKS	Cisco																				Microsoft	Cloudera										
297798	297798	208113698											Microsoft	ASP.NET	Yes		HP																							Slingbox															Amazon							Google								CrazyEgg	BARRACUDA	
297803	297803	208113706																																																																						
297813	297813	208113719											Microsoft	ASP.NET																																															Microsoft											
297816	297816	208113723											IBM	OS2	Yes																									Cisco	Cisco																				Microsoft											
297824	297824	208113732																																																																						
297834	297834	208113748											LINUX	Linux 2.4	Yes																									MikroTik																																
297835	297835	208113750											Microsoft	ASP.NET	Yes																									Cisco	Cisco																				Microsoft											
297838	297838	208113753											LINUX	Linux	Yes		HP						Synology																	Slingbox											APACHE										WordPress	Oracle							EXIM	COMPILER		
297847	297847	208113765											LINUX	Linux 2.6	Yes												F5-NETWORKS													F5-NETWORKS	Cisco																				Microsoft	Cloudera										
297849	297849	208113768											LINUX	Linux 2.4	Yes																									MikroTik																																
297851	297851	208113770																																																																						
297853	297853	208113772											OpenSource	CentOS	Yes																									MikroTik	Cisco										APACHE																					
297857	297857	208113779											LINUX	Linux	Yes								Synology																												APACHE										WordPress								Dovecot	COMPILER		
297858	297858	208113780																																																																						
297866	297866	208113790											LINUX	Linux 2.4	Yes																									MikroTik																																
297875	297875	208113800											LINUX	Linux 3	Yes		LEXMARK																							ASUS											APACHE																					
297882	297882	208113811											Microsoft	Xbox	Yes		HP																							Cisco											Varnish Sof				Amazon															COMPILER		
297885	297885	208113814											Microsoft	ASP.NET	Yes	VMware																								Cisco	Cisco											Microsoft		Salesforce			Kyriba				Microsoft	Google			Salesforce			Microsoft				
297887	297887	208113817											IBM	OS2	Yes																									MikroTik	Cisco																											Eloqua		WebCollage	ThreatMetrx	
297890	297890	208113821																																																																						
297893	297893	208113826																																																																						
297899	297899	208113835																																																																						
297900	297900	208113837																																																																						
297903	297903	208113841											Microsoft	Xbox	Yes		HP																							Slingbox																																
298128	298128	208114142																																																																						
297908	297908	208113847											IBM	OS2																										Cisco	Cisco																					Google										
297920	297920	208113861																																																																						
297921	297921	208113862											Microsoft	ASP.NET	Yes																									Cisco	Cisco																				Microsoft											
297930	297930	208113875											LINUX	Linux 2.4	Yes		LEXMARK																							ASUS											APACHE										WordPress											
297931	297931	208113876											LINUX	Linux 3	Yes																																				APACHE																		EXIM		OpenSSL	
297939	297939	208113887																																																																						
297942	297942	208113891											Cisco	Cisco IOS			HP																							Cisco	Cisco										APACHE											Oracle							Dovecot			
297947	297947	208113897											IBM	OS2	Yes		HP																																												WordPress											
297949	297949	208113899											OpenBSD	OS	Yes		HP																							SMC											APACHE			Salesforce							WordPress	Google			Salesforce			Microsoft	Salesforce			
297952	297952	208113904																																																																						
297953	297953	208113905											LINUX	Linux 2.6	Yes								Synology																												APACHE																ConstntCont		Dovecot			
297972	297972	208113933																																																																						
297983	297983	208113950																																																																						
297984	297984	208113952											LINUX	Linux 2.4	Yes		HP						HP				Veeam													SMC											APACHE								WORKDAY		WordPress	Oracle						WORKDAY	Microsoft			
298001	298001	208113971																																																																						
298007	298007	208113980											IBM	OS2	Yes		HP																							SMC											APACHE																					
298013	298013	208113991											IBM	OS2	Yes																									Cisco	Cisco										APACHE																	Microsoft				
298017	298017	208113996											Microsoft	ASP.NET																										MikroTik																														Akamai		
298018	298018	208113999				Yes							Oracle	Java	Yes	VMware	LEXMARK										F5-NETWORKS													F5-NETWORKS	Cisco										APACHE	Microsoft	IBM	SAP			SAP		SAP	SAP	Microsoft	Sybase						ExactTarget	NetWin	VMware	Microsoft	
298023	298023	208114005											Microsoft	ASP.NET	Yes																									Cisco	Cisco																				Microsoft											
298024	298024	208114006											Microsoft	ASP.NET	Yes																									Cisco	Cisco																				Microsoft											
298027	298027	208114009											Microsoft	ASP.NET																																															Microsoft											
298043	298043	208114032							Yes				LINUX	Linux 2.6	Yes		HP																							HP											APACHE										WordPress							Microsoft				
298045	298045	208114036																																																																						
298049	298049	208114040																																																																						
298050	298050	208114043											LINUX	Linux 2.6	Yes																																															Oracle							Dovecot		Microsoft	
298062	298062	208114056											LINUX	Linux 2.6	Yes																									MikroTik	Cisco																													Liferay		
298063	298063	208114059											Microsoft	Xbox			HP																							Slingbox											APACHE										WordPress	Oracle							EXIM	COMPILER		
298068	298068	208114065											Microsoft	Xbox	Yes		HP																							SMC											APACHE																					
298077	298077	208114075																																																																						
298078	298078	208114077											LINUX	Linux 2.6	Yes																									MikroTik											Varnish Sof											Google								COMPILER		
298079	298079	208114078											Oracle	Java	Yes	Nintex	KONICA	Yes					NETGEAR						Aastra	Aastra										MikroTik	Cisco										APACHE	Oracle	IBM	Salesforce			Microsoft		iCIMS		Microsoft	Sybase			Salesforce			Oracle	Microsoft	RED-HAT	Akamai	
298080	298080	208114079				Yes							Microsoft	ASP.NET																										MikroTik												Microsoft					Sage		CERIDIAN		WordPress	Google						Microsoft	Microsoft	Akamai		
298083	298083	208114082																																																																						
298085	298085	208114089											Cisco	Cisco IOS	Yes																									Cisco	Cisco										APACHE																					
298086	298086	208114090											RED-HAT	ENTLinuxSrvr	Yes																									Cisco	Cisco										APACHE		Cisco						Avature			Microsoft						Brightcove	Microsoft	CrazyEgg	Proofpoint	
298091	298091	208114096											LINUX	Linux	Yes								Synology																												APACHE										WordPress								Dovecot			
298096	298096	208114104											Cisco	Cisco IOS			HP																							Cisco	Cisco										APACHE											Oracle							EXIM	COMPILER		
298109	298109	208114118																																																																						
298119	298119	208114132																																						MikroTik																						Google						Microsoft				
298120	298120	208114133											LINUX	Linux 2.6	Yes		HP																																		APACHE																		EXIM			
298122	298122	208114135																																																																						
298131	298131	208114145										Yes	IBM	OS2	Yes	VMware	LEXMARK						IBM																AXIS	IBM	Cisco							Oracle			APACHE	Crimson Hex	Apigee	PegaSys	Microsoft		IBM	INTUIT	SAP	JDA-SFTWR	Microsoft	Microsoft			Salesforce			Hootsuite	EXPERIAN	Clicktale	WEBSENSE	
298138	298138	208114154											LINUX	Linux 2.6	Yes		HP																							SMC											Varnish Sof	TableauSoft										Apache-Soft						Atlassian		Jenkins	Microsoft	
298140	298140	208114157											LINUX	Linux	Yes								Synology																												APACHE											Oracle							EXIM			
298144	298144	208114162											OpenBSD	OS			HP																																		Varnish Sof				Amazon																	
298145	298145	208114163																																																																						
298148	298148	208114169																																																																						
298149	298149	208114170											LINUX	Linux	Yes								Synology																												APACHE											Oracle							EXIM			
298158	298158	208114180											LINUX	Linux 2.6	Yes		LEXMARK																							Cisco	Cisco										APACHE											Oracle						Microsoft	Microsoft			
298159	298159	208114181											LINUX	Linux 3.5	Yes																								AXIS	ASUS											APACHE																	Microsoft	Microsoft		OpenSSL	
298167	298167	208114194											LINUX	Linux 2.6	Yes																									MikroTik	Cisco										APACHE			Salesforce	Amazon							Google			Salesforce				Microsoft	CrazyEgg		
298177	298177	208114213											LINUX	Linux 2.4	Yes																									MikroTik											APACHE																					
298182	298182	208114219																																																																						
298184	298184	208114221																																																																						
298186	298186	208114223											LINUX	Linux 3	Yes								Synology																												APACHE																		Dovecot	COMPILER		
298194	298194	208114233											Microsoft	Xbox			HP												Avaya	Avaya										Slingbox		JUNIPER									APACHE										WordPress	Oracle							Dovecot			
298195	298195	208114235																																																																						
298196	298196	208114236											Cisco	Cisco IOS																										Cisco	Cisco										APACHE										WordPress								1and1	COMPILER		
298204	298204	208114251											LINUX	Linux 3.0	Yes		HP							HP					Avaya	Avaya										Slingbox	Cisco	JUNIPER									APACHE											Oracle							Dovecot			
298206	298206	208114253											LINUX	Linux 3.10	Yes								Synology																												APACHE																		Dovecot			
298212	298212	208114262																																																																						
298216	298216	208114268											LINUX	Linux 2.4	Yes									HP																MikroTik																						PostgreSQL										
298225	298225	208114279															HP																																		APACHE											Oracle							EXIM			
298229	298229	208114283											LINUX	Linux 2.6	Yes		LEXMARK																							ASUS											APACHE										WordPress	Oracle							Dovecot			
298232	298232	208114286																																																																						
298248	298248	208114307																																																																						
298253	298253	208114314											Cisco	Cisco IOS		Adobe																								Cisco	Cisco																					Google										
298292	298292	208114364				Yes							LINUX	Linux 3	Yes		LEXMARK	Yes						HP																Cisco	Cisco										APACHE										WordPress	Oracle							EXIM			
298294	298294	208114368											Microsoft	ASP.NET	Yes																																																						GODADDY			
298295	298295	208114369																																																																						
298314	298314	208114399											Microsoft	Xbox			HP												Avaya	Avaya										Slingbox		JUNIPER									APACHE																		Dovecot			
298322	298322	208114411											Microsoft	Xbox			HP																																		APACHE											Oracle										
298323	298323	208114412																																																																						
298324	298324	208114413																																																																						
298328	298328	208114419																																																																						
298336	298336	208114430											Microsoft	ASP.NET	Yes		HP																							SMC											APACHE																					
298342	298342	208114437																																																																						
298351	298351	208114456																																																																						
298352	298352	208114457																																																																						
298353	298353	208114458																																																																						
298356	298356	208114465																																																																						
298361	298361	208114473																																																																						
298367	298367	208114482																																																																						
298386	298386	208114513																																																																						
298387	298387	208114514																																																																						
298391	298391	208114519																																																																						
298395	298395	208114525																																																																						
298399	298399	208114531											LINUX	Linux 3.5	Yes									HP																											APACHE	Microsoft					Microsoft		Jobvite		WordPress	Microsoft						Microsoft	EXIM		Microsoft	
298411	298411	208114548																																																																						
298412	298412	208114550											LINUX	Linux 2.6	Yes		LEXMARK																							ASUS											APACHE				Amazon						WordPress	Oracle						Microsoft	SendGrid	Formstack		
298417	298417	208114555											IBM	OS2																										Cisco	Cisco																															
298418	298418	208114556																																																																						
298430	298430	208114573																																																																						
298437	298437	208114584											LINUX	Linux 2.4	Yes		LEXMARK	Yes																						ASUS											APACHE				EllisLab						WordPress	Oracle						Microsoft	NetWin	Formstack		
298439	298439	208114586																																																																						
298446	298446	208114593																																																																						
298455	298455	208114603											IBM	OS2																										MikroTik	Cisco													Salesforce								Google			Salesforce					Amazon		
298464	298464	208114619											Microsoft	ASP.NET	Yes																									Cisco	Cisco																				Microsoft											
298480	298480	208114639											LINUX	Linux 3.18	Yes																																														WordPress	Google							Dovecot			
298484	298484	208114643																																																																						
298492	298492	208114653																																																																						
298503	298503	208114668											Microsoft	ASP.NET	Yes		LEXMARK	Yes					Oracle				F5-NETWORKS													F5-NETWORKS								Infor				Oracle	IBM				IBM		Meta4	AspenTech	Microsoft	Oracle						IBM		COMPUWARE		
298511	298511	208114680											Oracle	Java	Yes	VMware	HP	Yes									HP													F5-NETWORKS	Cisco																SAP		Kronos	SAP		Microsoft						Webtrends		Microsoft		
298514	298514	208114685											LINUX	Linux 2.6	Yes												F5-NETWORKS													F5-NETWORKS	Cisco																				Microsoft	Cloudera										
298517	298517	208114691																																																																						
298518	298518	208114692											Microsoft	Xbox			HP																																													Oracle							EXIM	IBM		
298520	298520	208114694																																																																						
298521	298521	208114695																																																																						
298524	298524	208114698											Microsoft	Xbox	Yes		HP																							MikroTik											APACHE											Google						ExactTarget		CrazyEgg		
298525	298525	208114700											LINUX	Linux 3.8	Yes									HP																											APACHE										WordPress	Oracle							GODADDY	COMPILER		
298526	298526	208114701																																																																						
298527	298527	208114703																																																																						
298529	298529	208114705											LINUX	Linux 2.4	Yes																									MikroTik											APACHE																			Amazon		
298530	298530	208114707											LINUX	Linux 2.6	Yes																									F5-NETWORKS																																
298532	298532	208114709											IBM	OS2																										Cisco	Cisco										APACHE				Amazon		Sage	INTUIT	CERIDIAN			Google						ExactTarget			Microsoft	
298536	298536	208114718											LINUX	Linux	Yes																									ASUS																					WordPress								EXIM			
298537	298537	208114719											LINUX	Linux 4.5	Yes		LEXMARK																							ASUS											APACHE																					
298538	298538	208114720																																																																						
298541	298541	208114724																																																																						
298542	298542	208114728																																																																						
298548	298548	208114735																																																																						
298557	298557	208114751											LINUX	Linux 3.10	Yes									HP																											APACHE											Oracle										
298566	298566	208114763											LINUX	Linux 2.4	Yes		LEXMARK																							MikroTik											APACHE											Google										
298574	298574	208114775											Microsoft	WINDOWS7	Yes	VMware																								Cisco	Cisco											MICRO-STRAT										Informatica						Atlassian	Microsoft	Atlassian		
298575	298575	208114776											Microsoft	W2008-SERVER	Yes	VMware																								Cisco	Cisco											MICRO-STRAT										Google						Atlassian	Microsoft	Offerpop		
298587	298587	208114790																																																																						
298588	298588	208114791																																																																						
298594	298594	208114800																																																																						
298596	298596	208114802																																																	APACHE								SAP		WordPress	Google						Marketo				
298598	298598	208114804																																																																						
298599	298599	208114806				Yes							Canonical	Ubuntu																																					APACHE										WordPress								COMMTOUCH			
298601	298601	208114808											Cisco	Cisco IOS																										Cisco	Cisco										APACHE										WordPress									Angular		
298603	298603	208114819											LINUX	Linux 2.4	Yes		LEXMARK																							ASUS											APACHE											Oracle							EXIM			
298607	298607	208114826											LINUX	Linux 4.1	Yes																								AXIS	ASUS											APACHE			Salesforce							WordPress				Salesforce			Microsoft				
298608	298608	208114827																																																																						
298613	298613	208114834																																																	APACHE										WordPress											
298615	298615	208114836																																																																						
298620	298620	208114845																																																																						
298627	298627	208114853											LINUX	Linux 2.6	Yes																									F5-NETWORKS	Cisco																													Liferay		
298630	298630	208114856											Cisco	Cisco IOS	Yes																									Cisco	Cisco										APACHE						Oracle		WORKDAY			Google						WORKDAY				
298633	298633	208114862											LINUX	Linux 2.4	Yes																									Cisco	Cisco										APACHE						AdptvInsght				WordPress							Microsoft	Microsoft	COMPILER		
298639	298639	208114871																																																																						
298647	298647	208114879											LINUX	Linux 4	Yes		LEXMARK																							ASUS											APACHE																					
298658	298658	208114891																																																	APACHE										WordPress							Microsoft				
298663	298663	208114897											SAMSUNG	AllShare																																																						Microsoft				
298664	298664	208114898																																																																						
298666	298666	208114901										Yes	Oracle	PLSQL	Yes	NetApp	HP						Hitachi				NetApp		Avaya	Avaya				Google						F5-NETWORKS											APACHE	SAS	Apigee		HP		TIBCO		Oracle		Microsoft	SAS						Oracle	TIBCO	TIBCO	IBM	
298668	298668	208114903											LINUX	Linux 2.6	Yes		LEXMARK																							ASUS											APACHE		IBM						Ulti Soft		Microsoft	Microsoft						Ulti Soft	Microsoft		Microsoft	
298670	298670	208114905								IBM	MAINFRAME		IBM	OS2	Yes		LEXMARK	Yes																					AXIS	ASUS												Microsoft	Mulesoft						WORKDAY		Microsoft	IBM						WORKDAY	Microsoft	COMPUWARE		
298671	298671	208114907																																																																						
298678	298678	208114919											Oracle	Solaris	Yes																																				APACHE								LINKEDIN		WordPress	Oracle								COMPILER	OpenSSL	
298679	298679	208114920											LINUX	Linux 2.6	Yes		LEXMARK																							MikroTik											APACHE	SAS		Salesforce								Google			Salesforce			Microsoft		Angular		
298680	298680	208114921																																																																						
298684	298684	208114925											Oracle	PLSQL	Yes	VMware																								Cisco	Cisco	Cisco									APACHE	Oracle	IBM		Google			Trintech	Oracle	Oracle	Microsoft	Cloudera						Oracle	Microsoft	Informatica	Accertify	
298687	298687	208114928											Microsoft	Xbox	Yes		HP																							SMC											APACHE																		EXIM	COMPILER		
298688	298688	208114929											IBM	OS2	Yes		HP																							SMC											APACHE																		Dovecot	COMPILER		
298689	298689	208114930											IBM	OS2	Yes		HP																							SMC											APACHE																		Dovecot	COMPILER		
298691	298691	208114932																																																																						
298693	298693	208114934											LINUX	Linux 2.4	Yes																									MikroTik											APACHE																					
298710	298710	208114957											Cisco	Cisco IOS	Yes	VMware																								Cisco	Cisco											Microsoft		Salesforce			Oracle				Microsoft	Google			Salesforce			Microsoft				
298731	298731	208114986																																																																						
298735	298735	208114990																																																																						
298736	298736	208114991											IBM	OS2													F5-NETWORKS													F5-NETWORKS	Cisco																				Microsoft							Marketo	Microsoft		Proofpoint	
298739	298739	208114997											Microsoft	Xbox	Yes		HP																							NETGEAR												Oracle					Oracle		Kronos		Microsoft	Google						Brightcove			Proofpoint	
298740	298740	208114998											IBM	OS2	Yes		HP																							SMC																														Wufoo		
298741	298741	208115000																																																																						
298746	298746	208115007											LINUX	Linux 2.4	Yes																									MikroTik															Amazon							Google										
298752	298752	208115015											LINUX	Linux 3.10	Yes								Synology																												APACHE																		Dovecot		OpenSSL	
298755	298755	208115018											IBM	OS2																										Cisco	Cisco																					Google						Microsoft	SendGrid			
298759	298759	208115023																																																																						
298761	298761	208115025																																																																						
298767	298767	208115032											Microsoft	Xbox			HP																							Slingbox											APACHE																		Dovecot			
298770	298770	208115036																																																																						
298772	298772	208115039											IBM	OS2																										Cisco	Cisco																					Google						Microsoft	SendGrid			
298774	298774	208115041											LINUX	Linux	Yes								Synology																												APACHE																	Microsoft	Microsoft			
298779	298779	208115047											Python	OS	Yes	VMware											COMMVAULT													Cisco	Cisco											Jaspersoft	Mulesoft	Salesforce	Kofax				iCIMS		Microsoft	MongoDB			Salesforce			Oracle	Microsoft	Microsoft	HP	
298783	298783	208115052											LINUX	Linux 2.6	Yes																									MikroTik											APACHE																					
298787	298787	208115056											LINUX	Linux 2.4	Yes		LEXMARK																							ASUS											APACHE											Oracle							Dovecot			
298793	298793	208115063																																																																						
298797	298797	208115071											LINUX	Linux 2.6	Yes																									MikroTik											APACHE			Salesforce	Amazon							Google			Salesforce					CrazyEgg		
298799	298799	208115073											Microsoft	ASP.NET	Yes																									Cisco	Cisco																				Microsoft											
298800	298800	208115074											Microsoft	Xbox	Yes		HP																							Cisco	Cisco																												Qmail	Wufoo		
298803	298803	208115078											ARGUS	ARGUS	Yes																									Cisco	Cisco										APACHE						Oracle		Jobvite		Microsoft	Google						Microsoft	Microsoft			
298806	298806	208115082																																																																						
298818	298818	208115096											Python	OS	Yes	VMware																																				Microsoft	IBM	Salesforce			SAP		SAP	AspenTech	Microsoft	Microsoft			Salesforce			Atlassian		SAP		
298819	298819	208115098																																																																						
298821	298821	208115100											IBM	AIX	Yes		BROTHER	Yes									EMC													Cisco	Cisco											SAS	Microsoft								Microsoft	SAS							Microsoft	Axure		
298826	298826	208115105																																																																						
298828	298828	208115107											LINUX	Linux 4.5	Yes		LEXMARK																							ASUS											APACHE																					
298830	298830	208115109																																																																						
298841	298841	208115123											LINUX	Linux 2.6	Yes																									MikroTik											APACHE		IBM	Salesforce	Amazon		SAP		ADP			Sybase			Salesforce			Salesforce		COMPILER	THAWTE	
298842	298842	208115124																																																	APACHE										WordPress							Microsoft		COMPILER		
298846	298846	208115128											LINUX	Linux 2.6	Yes		LEXMARK																							ASUS											APACHE										WordPress	Google						Microsoft	EXIM	COMPILER		
298859	298859	208115144																																																																						
298889	298889	208115192																																																																						
298897	298897	208115202											IBM	OS2	Yes																									Cisco	Cisco													Swiftpage								Microsoft						Microsoft	Microsoft			
298907	298907	208115212											Microsoft	Xbox	Yes																									Cisco	Cisco										APACHE																					
298911	298911	208115216											LINUX	Linux 2.4	Yes																									MikroTik																																
298914	298914	208115219											LINUX	Linux 2.6	Yes																									F5-NETWORKS	Cisco										APACHE	Microsoft	Mulesoft	Salesforce	Amazon		Kofax		Kronos			Google			Salesforce			Salesforce	Microsoft	COMPUWARE		
298926	298926	208115237											Microsoft	ASP.NET	Yes																									Cisco	Cisco																				Microsoft											
298928	298928	208115239				Yes							Microsoft	ASP.NET	Yes																																				APACHE										WordPress	Google						Microsoft		COMPILER	THAWTE	
298932	298932	208115244																																																																						
298934	298934	208115248											LINUX	Linux 2.6	Yes																									Cisco	Cisco																Microsoft															
298935	298935	208115249											LINUX	Linux 2.6	Yes																									MikroTik	Cisco																Microsoft															
298936	298936	208115250											LINUX	Linux 2.6	Yes																									MikroTik	Cisco																Microsoft															
298939	298939	208115255																																																																						
298940	298940	208115257											Cisco	Cisco IOS																										Cisco	Cisco										APACHE		SoundCloud								WordPress								SendGrid			
298948	298948	208115267											Oracle	Java	Yes	VMware																								Cisco	Cisco																														Microsoft	
298951	298951	208115270																																																																						
298960	298960	208115279																																																																						
298969	298969	208115292																																																																						
298970	298970	208115293																																																																						
298976	298976	208115299											LINUX	Linux	Yes								Synology																												APACHE										WordPress	Oracle							Dovecot			
298978	298978	208115303																																																																						
298985	298985	208115313											LINUX	Linux 3	Yes									HP																											APACHE											Oracle										
298992	298992	208115320											Microsoft	Xbox			HP																																		APACHE																		EXIM			
299009	299009	208115341											LINUX	Linux 2.4	Yes	Nintex											F5-NETWORKS													F5-NETWORKS													Cisco								Microsoft	Ensighten						Brightcove		Jenkins	Proofpoint	
299012	299012	208115344											Microsoft	ASP.NET	Yes																									MikroTik																												Microsoft				
299025	299025	208115360																																																												Google						Microsoft				
299026	299026	208115361											Oracle	Java	Yes																									Cisco	Cisco	Cisco									APACHE	TableauSoft	Apigee	Salesforce	Microsoft		Sage		Oracle		Microsoft	Microsoft			Salesforce			Hootsuite	Microsoft	Docker	Microsoft	
299031	299031	208115369											Microsoft	ASP.NET	Yes																									Cisco	Cisco																				WordPress							Microsoft	Microsoft	COMPILER		
299032	299032	208115370											Microsoft	Xbox	Yes		HP																							MikroTik																					WordPress											
299034	299034	208115372											Microsoft	ASP.NET																																																Google								CrazyEgg		
299035	299035	208115373											Microsoft	Windows 10	Yes	VMware																								Cisco	Cisco											Microsoft	GitHub				Anaplan		CORNERSTONE	SAP	Microsoft	Apache-Soft						ServiceNow		Docker		
299036	299036	208115374											LINUX	Linux 2.4	Yes		HP	Yes			APC																			ASUS	Cisco										APACHE																			COMPILER		
299038	299038	208115376											Cisco	Cisco IOS			HP																							Cisco	Cisco										APACHE										WordPress	Oracle							Dovecot			
299039	299039	208115377											LINUX	Linux 2.6	Yes																									MikroTik											APACHE										WordPress	Google						Microsoft	Qmail	COMPILER		
299042	299042	208115380											Microsoft	Xbox			HP																																		APACHE										WordPress								EXIM			
299044	299044	208115382																																																																						
299045	299045	208115383																																																																						
299051	299051	208115393											IBM	OS2	Yes		HP																							SMC																												Microsoft				
299054	299054	208115396											Oracle	Java	Yes	VMware											F5-NETWORKS													MikroTik											HAProxy	Oracle	IBM	Salesforce	Amazon		Sage			Zycus	Microsoft	Oracle			Salesforce			IBM		VMware	Microsoft	
299055	299055	208115397															HP																							Cisco	Cisco										APACHE										WordPress	Google						Microsoft	Dovecot			
299057	299057	208115399																																																																						
299060	299060	208115403											OpenBSD	OS			HP																																		APACHE											Google										
299063	299063	208115407																																																																						
299082	299082	208115429											LINUX	Linux 2.6	Yes																									Cisco	Cisco										APACHE	TableauSoft	GitHub				SAP					Apache-Soft						IBM		Jenkins		
299086	299086	208115435											IBM	OS2	Yes		HP																							SMC															Amazon																	
299087	299087	208115437											IBM	OS2	Yes																									Cisco											APACHE								Kronos		WordPress							Microsoft		COMPILER		
299088	299088	208115438											IBM	OS2																										Cisco	Cisco																												1and1			
299089	299089	208115439											LINUX	Linux 2.6	Yes		HP						HP				Veeam													SMC											APACHE								WORKDAY		WordPress	Oracle						WORKDAY	POSTFIX			
299090	299090	208115440																																																																						
299091	299091	208115442				Yes							IBM	OS2	Yes		HP	Yes																						Slingbox											APACHE								CERIDIAN		WordPress									COMPILER		
299098	299098	208115449																																																																						
299100	299100	208115451											LINUX	Linux 3.12	Yes																																				APACHE																			COMPILER		
299102	299102	208115453											Microsoft	Xbox	Yes																									MikroTik																												Microsoft				
299131	299131	208115486																																																																						
299143	299143	208115503																																																																						
299152	299152	208115512																																																																						
299156	299156	208115516											Microsoft	Xbox	Yes																									MikroTik	Cisco										APACHE																			COMPILER		
299172	299172	208115536																																																																						
299174	299174	208115538																																																																						
299184	299184	208115551											LINUX	Linux 2.4	Yes		HP						HP				Veeam													SMC											APACHE								WORKDAY		WordPress	Oracle						WORKDAY	POSTFIX			
