level_0	index	SITEID	IT_BUDGET	HARDWARE_BUDGET	PC_BUDGET	SERVER_BUDGET	TERMINAL_BUDGET	PRINTER_BUDGET	OTHER_HARDWARE_BUDGET	STORAGE_BUDGET	COMM_BUDGET	SOFTWARE_BUDGET	SERVICES_BUDGET
278581	278581	208133472	68967	4126	1956	1159	0	362	0	223	2421	11462	18132
278582	278582	208133474	20235	1757	1242	0	210	199	409	105	1031	4880	7720
278589	278589	208133608	57472	4990	3290	0	0	608	0	376	2928	13861	21928
278595	278595	208133719	46603	3679	2208	0	0	383	0	527	2872	14676	16221
278604	278604	208133902	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
278608	278608	208133958	68967	4126	1956	1159	0	362	0	223	2421	11462	18132
278626	278626	208385391	31617	1794	698	613	186	154	340	143	1405	8454	7601
278636	278636	208390808	68967	4126	1956	1159	0	362	0	223	2421	11462	18132
278644	278644	208395891	41658	2492	1182	700	257	219	476	135	1463	6923	10953
278666	278666	208122250	79114	6881	3829	432	1209	1123	2332	288	6166	25128	21504
278667	278667	208122252	68967	4126	1956	1159	0	362	0	223	2421	11462	18132
278669	278669	208122261	36862	3206	1967	105	457	432	889	246	2873	11708	10020
278670	278670	208122274	258742	15480	7339	4348	1597	1357	2954	838	9084	43001	68027
278692	278692	208122559	32429	1840	716	629	191	158	349	146	1441	8671	7796
278694	278694	208122583	131415	7862	3727	2208	0	689	0	426	4614	21840	34551
278695	278695	208122584	144844	9724	5285	330	1880	1728	3608	501	4420	19212	70397
278699	278699	208122672	49141	3299	1793	112	638	586	1224	170	1499	6518	23883
278707	278707	208122895	43397	2062	1202	306	201	201	402	152	1380	6977	22128
278714	278714	208122998	7820	617	449	0	67	61	128	41	482	2462	2722
278724	278724	208409220	24282	2108	1491	0	252	239	491	126	1237	5856	9264
278738	278738	208414162	35820	3110	2199	0	0	352	0	186	1825	8639	13667
278831	278831	208108757	36386	2872	2091	0	310	282	592	190	2242	11458	12665
278836	278836	208108816	29402	2553	1683	0	366	311	677	192	1498	7091	11218
278837	278837	208108880	87034	7570	5423	319	0	789	0	212	6783	27643	23657
278841	278841	208108919	24263	1177	788	45	140	137	277	66	889	1473	13501
278849	278849	208109056	73156	4377	618	2811	0	195	0	436	2568	12158	19234
278852	278852	208109078	60391	5243	3708	0	628	594	1222	314	3077	14565	23042
278855	278855	208109111	120778	8600	6387	443	759	759	1518	253	9856	22261	49584
278858	278858	208109144	25567	1451	565	496	0	125	0	115	1136	6836	6147
278877	278877	208109392	28324	2725	1964	0	0	291	0	157	2442	9952	8517
278899	278899	208410619	68967	4126	1956	1159	0	362	0	223	2421	11462	18132
278901	278901	208411481	36108	3020	2471	0	209	199	408	141	4480	12524	9527
278904	278904	208413331	157433	8623	5895	363	0	1003	0	292	4964	40689	48899
278947	278947	208123255	49254	2947	2000	118	0	320	0	169	1729	8186	12950
278956	278956	208123494	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
278959	278959	208123523	33532	2006	1362	80	231	218	449	115	1177	5573	8816
278961	278961	208123543	21888	2106	1517	0	242	225	467	122	1887	7690	6581
278962	278962	208123563	12421066	743125	352308	208729	76686	65150	141836	40252	436071	2064310	3265703
278969	278969	208123660	43785892	2339774	1433072	508716	0	123568	0	123568	1826695	9334626	10317772
278977	278977	208123737	150978	9033	6132	361	1038	982	2020	519	5300	25092	39695
278978	278978	208123748	28814	2502	1649	0	359	305	664	188	1468	6949	10994
278979	278979	208123752	32938	3169	2277	0	378	363	741	152	2840	11573	9904
278982	278982	208123791	30357	2640	1620	87	376	356	732	202	2366	9642	8251
278988	278988	208123853	199799	15771	9465	0	2402	1644	4046	2260	12312	62918	69545
278992	278992	208109435	30001221	1702365	662497	581781	176631	146231	322862	135225	1333374	8022065	7212642
278993	278993	208109442	23522	2042	1346	0	293	249	542	154	1198	5673	8975
278996	278996	208109527	22346	1940	1279	0	278	237	515	146	1138	5389	8526
279006	279006	208109738	147083	8346	3248	2852	0	717	0	663	6537	39329	35360
279007	279007	208109748	74349	4991	2713	170	965	887	1852	257	2269	9861	36135
279008	279008	208109756	83569	8041	6083	0	812	875	1687	271	7205	29362	25128
279009	279009	208109763	126129	10970	7450	600	1237	1186	2423	497	9830	40060	34283
279010	279010	208109769	38382	2577	1400	88	0	458	0	133	1171	5091	18655
279011	279011	208109805	48122	3405	2578	0	350	318	668	159	966	21489	12292
279017	279017	208109884	44491	2987	1623	101	578	531	1109	154	1358	5901	21623
279018	279018	208109894	25998	1745	949	59	337	310	647	90	793	3448	12635
279019	279019	208109896	49521	2963	2011	118	341	322	663	170	1739	8230	13020
279023	279023	208109963	46543	2474	1398	0	403	376	779	296	6113	6458	14581
279024	279024	208109965	69910	4693	2551	159	908	834	1742	242	2133	9273	33977
279027	279027	208110017	45500	3957	2222	139	764	660	1424	174	3546	14451	12367
279035	279035	208110090	78509	6816	4820	0	816	772	1588	408	4000	18935	29954
279036	279036	208110101	90072	5389	2555	1514	556	472	1028	292	3162	14969	23681
279043	279043	208110191	30962	2688	1772	0	386	328	714	202	1577	7467	11813
279064	279064	208446976	35256	1763	1081	58	251	238	489	135	1144	3779	4913
279070	279070	208447091	21201	2133	1353	0	0	297	0	169	1384	4572	5943
279071	279071	208447095	27357	1368	875	42	180	170	350	101	888	2933	3812
279087	279087	208447505	35074	1754	1076	58	250	236	486	134	1138	3760	4887
279088	279088	208447560	29813	1491	915	49	212	201	413	114	968	3196	4154
279089	279089	208447574	22502	1125	840	37	113	108	221	28	730	2412	3135
279092	279092	208447676	23478	1369	985	74	129	129	258	52	724	4486	8011
279097	279097	208447803	20582	1787	1178	0	256	218	474	135	1049	4964	7853
279101	279101	208447894	29813	1491	915	49	212	201	413	114	968	3196	4154
279103	279103	208447938	21228	1205	469	412	125	103	228	96	943	5676	5104
279111	279111	208448183	26359	1278	856	48	153	149	302	72	965	1600	14667
279123	279123	208448406	22412	2255	1740	0	234	224	458	57	1463	4833	6283
279137	279137	208448671	22313	1498	814	51	0	266	0	77	681	2960	10845
279140	279140	208448692	20276	983	659	37	117	115	232	55	743	1231	11282
279142	279142	208448712	23302	1839	1104	0	0	192	0	264	1436	7338	8111
279153	279153	208448821	29813	1491	915	49	212	201	413	114	968	3196	4154
279154	279154	208448823	23378	1675	942	0	0	308	0	89	761	3309	12124
279155	279155	208448829	20161	1373	980	0	0	167	0	49	791	6481	7789
279158	279158	208448928	23302	1839	1104	0	0	192	0	264	1436	7338	8111
279160	279160	208448944	23302	1839	1104	0	0	192	0	264	1436	7338	8111
279166	279166	208448988	19291	965	592	32	137	130	267	74	626	2068	2688
279168	279168	208449014	20582	1787	1178	0	256	218	474	135	1049	4964	7853
279169	279169	208449018	19703	1711	1128	0	245	209	454	129	1004	4752	7518
279176	279176	208449265	36828	1842	1130	61	262	248	510	141	1195	3948	5132
279179	279179	208449337	21392	1857	1224	0	267	226	493	140	1090	5159	8162
279201	279201	208449775	24994	1200	938	0	0	98	0	60	870	4616	9598
279202	279202	208449796	23640	1146	768	43	0	134	0	64	866	1435	13154
279203	279203	208449815	24842	1410	549	482	146	121	267	112	1104	6642	5972
279217	279217	208450026	45118	2256	1384	74	0	304	0	173	1464	4837	6287
279222	279222	208450198	23302	1839	1104	0	0	192	0	264	1436	7338	8111
279235	279235	208450671	26462	1583	751	445	163	139	302	86	929	4398	6957
279247	279247	208450903	39069	1954	1458	64	0	188	0	48	1268	4188	5444
279251	279251	208450983	24828	1485	994	71	0	171	0	66	872	4126	6528
279255	279255	208451065	48808	4238	2794	0	608	517	1125	319	2487	11771	18622
279261	279261	208123932	26459	2297	1514	0	330	280	610	173	1348	6381	10095
279264	279264	208123979	32682	2194	1192	75	0	390	0	113	997	4335	15884
279274	279274	208124110	36822	2472	1343	84	478	439	917	127	1124	4884	17896
279275	279275	208124130	94088	5629	2669	1581	581	494	1075	305	3303	15637	24737
279281	279281	208124245	45293	2710	1840	108	311	295	606	156	1590	7528	11908
279284	279284	208124278	150315	8993	6105	360	1034	978	2012	517	5277	24982	39520
279286	279286	208124304	52917	3166	1501	889	327	278	605	171	1858	8795	13913
279296	279296	208124549	94985	9139	6914	0	923	994	1917	308	8189	33373	28560
279299	279299	208124667	28324	2725	1964	0	0	291	0	157	2442	9952	8517
279312	279312	208124866	53616	3042	1184	1040	316	261	577	242	2383	14336	12890
279344	279344	208125488	91687	6155	3345	209	1190	1094	2284	317	2798	12161	44562
279346	279346	208125498	23190	1830	1099	0	279	191	470	262	1429	7303	8072
279349	279349	208125533	728536	43587	20664	12243	4498	3821	8319	2361	25577	121078	191544
279353	279353	208125675	31511	1311	978	60	109	102	211	62	951	5044	10488
279366	279366	208125816	32456	2179	1184	74	421	387	808	112	990	4305	15774
279369	279369	208125900	31167	1865	884	524	192	163	355	101	1094	5180	8194
279388	279388	208126282	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
279392	279392	208126353	28526	2477	1740	0	322	300	622	115	1453	6880	10884
279393	279393	208126374	30357	2640	1620	87	376	356	732	202	2366	9642	8251
279394	279394	208126388	53107	3781	2315	77	502	733	1235	154	4334	9788	21803
279403	279403	208126610	57472	4990	3290	0	0	608	0	376	2928	13861	21928
279407	279407	208126695	28199	1893	1029	64	366	336	702	97	860	3740	13705
279408	279408	208126717	75505	4517	3067	181	519	491	1010	260	2651	12549	19852
279418	279418	208126871	65075	6261	4683	0	0	681	0	183	5611	22864	19567
279419	279419	208126890	63366	4254	2312	145	823	756	1579	219	1933	8405	30797
279421	279421	208126980	332905	22349	12146	759	4322	3972	8294	1151	10158	44155	161797
279425	279425	208127021	44689	2674	1815	107	307	291	598	154	1569	7427	11750
279428	279428	208127079	121559	8161	4435	277	1578	1450	3028	420	3709	16123	59080
279433	279433	208127118	274194	14652	4142	7750	0	719	0	989	11439	58455	64612
279435	279435	208127155	109920	7379	4010	251	1427	1311	2738	380	3354	14579	53423
279437	279437	208127186	28412	2467	1626	0	0	301	0	186	1448	6852	10840
279442	279442	208127319	7820	617	449	0	67	61	128	41	482	2462	2722
279443	279443	208127328	114862773	5530112	3857903	434038	0	476667	0	238334	1569321	34898881	19963103
279453	279453	208127542	26197	1486	578	508	154	128	282	118	1164	7005	6298
279460	279460	208127609	210527	10529	7857	346	0	1012	0	257	6833	22568	29336
279461	279461	208127630	176569	9435	5924	1297	878	799	1677	538	7366	37642	41607
279463	279463	208127727	34036	3275	2352	0	391	375	766	157	2935	11959	10234
279471	279471	208127979	135251	8092	3836	2273	835	709	1544	438	4748	22478	35560
279491	279491	208128356	132743	7093	2005	3752	0	348	0	479	5538	28299	31280
279492	279492	208128364	24846	1769	1314	91	156	156	312	52	2027	4579	10200
279515	279515	208128596	116370	7812	4246	265	1511	1388	2899	402	3551	15435	56558
279517	279517	208128623	205944	11686	4548	3994	0	1004	0	928	9153	55068	49511
279518	279518	208128632	28147	1890	1027	64	0	336	0	97	859	3733	13680
279520	279520	208128655	182295	10906	5171	3063	1125	956	2081	591	6400	30296	47928
279528	279528	208128824	30196	2622	1854	0	314	297	611	157	1538	7283	11521
279529	279529	208128840	68967	4126	1956	1159	0	362	0	223	2421	11462	18132
279530	279530	208128876	36235	2168	1472	87	249	236	485	125	1272	6022	9527
279534	279534	208128932	189421	16475	10105	541	0	2220	0	1263	14763	60162	51486
279535	279535	208128940	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
279541	279541	208129054	63635	6123	4398	0	0	700	0	294	5487	22358	19134
279542	279542	208129060	33878	1922	748	657	0	165	0	153	1506	9059	8145
279545	279545	208129128	103101	6922	3762	235	1338	1230	2568	356	3146	13675	50109
279549	279549	208129183	25253	2430	1745	0	290	278	568	117	2177	8873	7593
279556	279556	208129365	48233	3807	2980	0	314	257	571	257	2972	15189	16789
279561	279561	208129416	27638	2400	1582	0	344	293	637	181	1408	6666	10545
279568	279568	208129510	35820	3110	2199	0	0	352	0	186	1825	8639	13667
279579	279579	208129656	345746	33267	23896	0	0	3805	0	1596	29810	121478	103960
279580	279580	208129661	50323	3378	1836	115	653	600	1253	174	1536	6675	24458
279582	279582	208129679	23302	1839	1104	0	0	192	0	264	1436	7338	8111
279589	279589	208129824	28359	2020	1194	0	0	264	0	244	1582	9517	8557
279596	279596	208129989	120782	7226	4906	289	831	786	1617	415	4240	20073	31756
279600	279600	208130035	46603	3679	2208	0	0	383	0	527	2872	14676	16221
279602	279602	208130074	37910	2545	1383	86	492	452	944	131	1157	5028	18425
279607	279607	208130154	34694	3018	1851	99	430	407	837	231	2704	11019	9430
279614	279614	208130327	171620	9738	3790	3328	0	837	0	774	7627	45890	41259
279617	279617	208130382	305785	18294	8673	5139	1888	1604	3492	991	10735	50820	80396
279620	279620	208130425	26958	2345	1695	104	226	244	470	75	2101	8562	7327
279633	279633	208130755	35820	3110	2199	0	0	352	0	186	1825	8639	13667
279635	279635	208130770	208698	14011	7614	476	0	2490	0	721	6368	27681	101431
279640	279640	208130844	28359	2020	1194	0	0	264	0	244	1582	9517	8557
279642	279642	208130865	147588	7381	5508	243	741	709	1450	180	4790	15821	20566
279653	279653	208131053	28359	2020	1194	0	0	264	0	244	1582	9517	8557
279657	279657	208131114	133549	7787	5945	355	0	614	0	194	4116	25521	45568
279659	279659	208131177	404321	35167	23881	1922	0	3803	0	1595	31512	128417	109898
279660	279660	208131201	22518	1955	1289	0	281	238	519	147	1147	5431	8592
279662	279662	208131212	27750	2409	1704	0	288	273	561	144	1414	6693	10588
279667	279667	208131300	382232	22868	10842	6423	2360	2005	4365	1239	13419	63525	100495
279678	279678	208131563	51160	3061	1451	860	316	268	584	166	1796	8503	13451
279692	279692	208131776	516041	25025	16765	949	0	2917	0	1406	18899	31334	287137
279694	279694	208131812	889333	42817	29870	3361	0	3691	0	1845	12151	270207	154566
279695	279695	208131813	188176	11258	5337	3162	1162	987	2149	610	6606	31274	49474
279722	279722	208132255	29808	2001	1088	68	0	356	0	103	910	3954	14487
279724	279724	208132287	632420	45032	33774	1930	0	3860	0	1287	51606	116565	259635
279730	279730	208132368	93309	6264	3404	213	1211	1113	2324	322	2847	12376	45350
279732	279732	208132372	41174	2463	348	1582	0	110	0	245	1446	6843	10825
279733	279733	208132386	115018	10004	5616	351	0	1667	0	439	8964	36531	31263
279734	279734	208132433	108682	5165	3011	767	503	503	1006	381	3456	17473	55416
279735	279735	208132436	51251	2550	1597	89	0	349	0	148	1296	5483	22083
279760	279760	208133003	146954	9866	5361	335	1908	1753	3661	508	4484	19491	71422
279764	279764	208133043	249678	16762	9109	570	3241	2979	6220	863	7618	33117	121348
279770	279770	208133190	106029	7118	3868	242	0	1265	0	366	3235	14063	51532
279773	279773	208133209	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
279775	279775	208133276	43383	4174	3122	0	0	454	0	122	3740	15243	13045
279787	279787	208133442	24157	2097	1483	0	251	237	488	126	1231	5826	9217
279789	279789	208133446	70565	4737	2575	161	916	842	1758	244	2153	9360	34296
279793	279793	208133500	33448	2640	1922	0	285	259	544	174	2061	10533	11642
279796	279796	208133549	22200	1752	1052	0	267	183	450	251	1368	6991	7727
279799	279799	208133597	123490	7388	3503	2075	762	648	1410	400	4335	20523	32468
279811	279811	208133730	32128	2794	1730	97	448	387	835	133	2504	10204	8733
279814	279814	208133743	43872	2128	1425	81	254	248	502	120	1607	2664	24411
279816	279816	208133784	30196	2622	1854	0	314	297	611	157	1538	7283	11521
279817	279817	208133789	0	0	0	0	0	0	0	0	0	0	0
279821	279821	208133836	28412	2467	1626	0	0	301	0	186	1448	6852	10840
279834	279834	208134087	40462	3513	2484	0	421	398	819	210	2061	9759	15438
279835	279835	208134127	28148	2444	1611	0	351	298	649	184	1434	6789	10739
279850	279850	208134436	29428	2323	1691	0	251	228	479	153	1813	9267	10243
279851	279851	208134437	36620	2458	1336	84	475	437	912	127	1117	4857	17798
279857	279857	208134565	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
279858	279858	208134581	68967	4126	1956	1159	0	362	0	223	2421	11462	18132
279863	279863	208134683	69105	3921	1526	1340	407	337	744	311	3071	18478	16614
279870	279870	208134810	1111413	66493	31524	18677	6862	5829	12691	3602	39019	184710	292209
279877	279877	208134894	21959	2113	1518	0	252	242	494	101	1893	7715	6603
279882	279882	208134999	46603	3679	2208	0	0	383	0	527	2872	14676	16221
279883	279883	208135005	65624	3827	2659	195	0	389	0	130	2022	12540	22391
279890	279890	208135056	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
279893	279893	208135104	23522	2042	1346	0	293	249	542	154	1198	5673	8975
279895	279895	208135170	25364	2202	1557	0	264	249	513	132	1292	6117	9678
279902	279902	208135224	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
279904	279904	208135251	42782	2560	1738	102	294	278	572	147	1502	7110	11248
279905	279905	208135256	36822	2472	1343	84	478	439	917	127	1124	4884	17896
279908	279908	208135290	41161	1976	1424	0	0	211	0	114	1433	7602	15807
279918	279918	208135444	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
279921	279921	208135492	73323	6377	4569	268	697	665	1362	179	5715	23288	19930
279922	279922	208135512	45178	2703	1808	129	334	312	646	120	1586	7508	11878
279931	279931	208135670	86390	4320	2763	134	569	536	1105	318	2804	9261	12038
279947	279947	208136023	67864	4556	2476	155	0	810	0	235	2071	9001	32983
279955	279955	208136235	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
279963	279963	208136405	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
279966	279966	208136440	95326	4577	3579	0	0	372	0	228	3320	17607	36608
279974	279974	208136530	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
279979	279979	208136574	30137	2023	1100	69	0	360	0	104	920	3997	14647
279981	279981	208136590	43397	2062	1202	306	201	201	402	152	1380	6977	22128
279997	279997	208136853	86948	3618	2699	167	300	280	580	172	2624	13918	28939
280003	280003	208137140	26434	1581	1058	76	196	182	378	70	928	4393	6950
280008	280008	208138858	22194	1590	894	0	318	292	610	85	723	3141	11510
280054	280054	208165012	20256	1762	1081	58	0	237	0	135	1579	6434	5506
280060	280060	208167304	37392	2916	2283	0	0	271	0	90	3342	7548	16813
280070	280070	208168668	26958	2345	1695	104	226	244	470	75	2101	8562	7327
280183	280183	208110355	8888	702	511	0	76	69	145	46	548	2799	3094
280184	280184	208110357	38304	1839	1325	0	211	197	408	106	1334	7075	14710
280187	280187	208110393	912543	43935	30650	3448	4156	3787	7943	1893	12468	277259	158600
280199	280199	208110587	51228	3065	1453	861	316	269	585	166	1798	8514	13469
280200	280200	208110601	88207	5277	2502	1482	545	463	1008	286	3097	14660	23191
280206	280206	208110680	49158	2360	1700	0	271	252	523	136	1712	9079	18878
280210	280210	208110739	28907	2510	1775	0	301	284	585	150	1473	6972	11029
280215	280215	208110811	120782	7226	4906	289	831	786	1617	415	4240	20073	31756
280216	280216	208110845	923237	55235	26186	15514	5700	4842	10542	2992	32412	153437	242734
280225	280225	208110974	22346	1940	1279	0	278	237	515	146	1138	5389	8526
280226	280226	208110978	21392	1857	1224	0	267	226	493	140	1090	5159	8162
280227	280227	208110986	34810	3028	1685	190	532	494	1026	127	2713	11056	9462
280228	280228	208110990	146332	11877	8767	578	1111	1066	2177	355	8408	24080	55095
280230	280230	208111046	217408	13007	8830	520	1495	1414	2909	748	7633	36132	57160
280289	280289	208134039	30196	2622	1854	0	314	297	611	157	1538	7283	11521
280300	280300	208134178	56334	4447	3237	0	480	437	917	294	3472	17740	19608
280301	280301	208134184	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
280302	280302	208134192	24760	2150	1520	0	257	243	500	129	1261	5972	9447
280311	280311	208134395	27157	1823	991	62	353	324	677	94	829	3602	13199
280313	280313	208134428	112590	6736	3193	1892	695	591	1286	365	3953	18712	29602
280317	280317	208134477	103983	6221	4161	297	770	718	1488	275	3651	17281	27339
280325	280325	208134597	31974	1751	1197	74	217	204	421	59	1008	8264	9931
280330	280330	208134636	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
280331	280331	208134646	161537	8079	6028	266	811	777	1588	198	5243	17317	22509
280346	280346	208172740	273684	13687	10213	450	0	1316	0	335	8883	29339	38137
280348	280348	208173078	49155	3500	2574	154	0	309	0	103	4011	9060	20180
280353	280353	208174293	29040	1354	813	246	123	98	221	74	3347	3535	7982
280360	280360	208176617	26735	2321	1530	0	333	283	616	175	1362	6448	10201
280394	280394	208111088	34312	2979	1175	0	0	371	0	830	1748	8275	13091
280401	280401	208111162	46175	3645	2853	0	300	246	546	246	2845	14541	16072
280404	280404	208111218	29723	1427	1028	0	164	153	317	82	1035	5490	11415
280407	280407	208111323	26344	1795	1281	0	232	218	450	63	1033	8469	10178
280409	280409	208111339	69736	6065	4186	255	667	621	1288	336	5435	22149	18955
280411	280411	208111387	277378	24126	14675	950	3704	3514	7218	1282	21619	88098	75394
280413	280413	208111398	132251	11503	8581	530	953	892	1845	547	10308	42005	35947
280414	280414	208111399	22346	1940	1279	0	278	237	515	146	1138	5389	8526
280415	280415	208111413	26459	2297	1514	0	330	280	610	173	1348	6381	10095
280424	280424	208111531	63366	4254	2312	145	823	756	1579	219	1933	8405	30797
280425	280425	208111533	121656	5900	3952	224	704	688	1392	331	4455	7387	67692
280427	280427	208111559	105780	6168	4387	284	671	619	1290	206	3260	20214	36093
280430	280430	208111640	235220	14073	6672	3953	1452	1234	2686	762	8258	39092	61843
280431	280431	208111652	61924	3705	1756	1041	382	325	707	201	2174	10291	16281
280439	280439	208111784	28359	2020	1194	0	0	264	0	244	1582	9517	8557
280442	280442	208111801	70566	4222	2002	1186	436	370	806	229	2477	11728	18553
280445	280445	208111880	109794	9550	6485	522	1077	1033	2110	433	8557	34872	29843
280556	280556	208134808	38735	3363	2378	0	403	381	784	201	1973	9342	14779
280558	280558	208134838	78509	6816	4820	0	816	772	1588	408	4000	18935	29954
280572	280572	208135121	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
280580	280580	208135327	217408	13007	8830	520	1495	1414	2909	748	7633	36132	57160
280583	280583	208135373	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
280585	280585	208135387	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
280586	280586	208135389	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
280591	280591	208135462	50267	3557	2693	0	365	333	698	166	1009	22447	12840
280593	280593	208135471	60391	5243	3708	0	628	594	1222	314	3077	14565	23042
280595	280595	208135519	205209	13777	7487	468	0	2448	0	709	6262	27218	99735
280598	280598	208135549	43910	3812	2513	0	547	465	1012	287	2237	10590	16753
280600	280600	208135589	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
280609	280609	208135706	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
280616	280616	208111981	23101	2223	1320	0	417	387	804	99	1992	8117	6946
280622	280622	208112069	22346	1940	1279	0	278	237	515	146	1138	5389	8526
280623	280623	208112085	40198	2281	888	780	237	196	433	181	1787	10749	9664
280625	280625	208112091	115406	6729	4841	365	0	635	0	254	3557	22054	39378
280630	280630	208112157	854426	69348	51189	3372	6485	6226	12711	2075	49092	140603	321699
280632	280632	208112183	60590	5270	2933	331	926	860	1786	221	4722	19244	16469
280633	280633	208112226	35871	3114	2053	0	447	380	827	235	1828	8651	13686
280634	280634	208112260	126121	9955	7246	0	1074	977	2051	658	7772	39716	43899
280637	280637	208112317	266640	23192	14357	803	3715	3213	6928	1104	20782	84688	72475
280640	280640	208112366	229339	13721	6505	3854	1416	1203	2619	743	8051	38115	60297
280642	280642	208112372	4258308	202383	117989	30054	19712	19712	39424	14916	135413	684635	2171299
280643	280643	208112413	51603	4965	3567	0	592	568	1160	238	4449	18131	15516
280644	280644	208112422	28455	1366	984	0	157	146	303	79	991	5256	10928
280647	280647	208112474	99459	4138	2856	174	455	424	879	229	3002	15921	33103
280654	280654	208112576	35871	3114	2053	0	447	380	827	235	1828	8651	13686
280737	280737	208135984	63635	6123	4398	0	0	700	0	294	5487	22358	19134
280745	280745	208136130	40462	3513	2484	0	421	398	819	210	2061	9759	15438
280749	280749	208136177	311666	18646	8840	5237	1924	1635	3559	1010	10942	51797	81942
280756	280756	208136303	22200	1752	1052	0	267	183	450	251	1368	6991	7727
280757	280757	208136312	68967	4126	1956	1159	0	362	0	223	2421	11462	18132
280759	280759	208136378	68967	4126	1956	1159	0	362	0	223	2421	11462	18132
280763	280763	208136421	56624	3801	2066	129	735	676	1411	196	1728	7510	27520
280764	280764	208136423	109324	5467	4080	180	549	526	1075	134	3548	11719	15234
280766	280766	208136436	141372	9491	5158	322	0	1687	0	489	4314	18751	68709
280770	280770	208136521	33392	1662	1040	58	239	227	466	97	845	3573	14388
280772	280772	208112701	69905	5518	3312	0	0	575	0	791	4308	22014	24332
280774	280774	208112721	60756	5846	3471	0	0	1018	0	261	5238	21347	18268
280776	280776	208112740	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
280782	280782	208112822	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
280783	280783	208112845	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
280796	280796	208113173	194056	11610	5504	3261	1198	1018	2216	629	6813	32251	51021
280798	280798	208113242	120253	11570	6870	0	2169	2014	4183	517	10368	42251	36158
280799	280799	208113267	52554	5057	3632	0	603	578	1181	243	4531	18465	15802
280802	280802	208113293	52041	4526	2776	149	645	610	1255	347	4056	16529	14145
280803	280803	208113314	38735	3363	2378	0	403	381	784	201	1973	9342	14779
280810	280810	208113462	32343	2808	1851	0	403	342	745	212	1648	7800	12340
280814	280814	208113551	148202	7044	4106	1046	686	686	1372	519	4713	23827	75568
280815	280815	208113558	197603	9391	5475	1395	915	915	1830	692	6284	31770	100757
280816	280816	208113579	1472239	69970	40793	10391	6815	6815	13630	5157	46817	236701	750690
280819	280819	208113621	33532	2006	1362	80	231	218	449	115	1177	5573	8816
280823	280823	208113660	174514	10441	4950	2933	1077	915	1992	566	6127	29003	45883
280825	280825	208113723	43115	2049	1195	304	200	200	400	151	1371	6932	21984
280835	280835	208447139	26303	1309	798	44	199	193	392	75	665	2814	11333
280836	280836	208447155	24994	1200	938	0	0	98	0	60	870	4616	9598
280837	280837	208447173	24994	1200	938	0	0	98	0	60	870	4616	9598
280840	280840	208447259	45118	2256	1384	74	0	304	0	173	1464	4837	6287
280842	280842	208447354	23302	1839	1104	0	0	192	0	264	1436	7338	8111
280843	280843	208447355	28059	1403	861	46	200	189	389	108	911	3008	3910
280848	280848	208447466	22209	1295	932	70	122	122	244	49	684	4244	7578
280852	280852	208447596	22132	1256	489	429	0	108	0	100	984	5918	5321
280853	280853	208447607	24994	1200	938	0	0	98	0	60	870	4616	9598
280855	280855	208447673	53276	2664	1988	88	0	256	0	65	1729	5711	7424
280859	280859	208447754	24552	1228	753	40	175	165	340	94	797	2632	3421
280861	280861	208447802	28971	1449	1081	48	145	139	284	35	940	3106	4037
280863	280863	208447852	22442	1507	819	51	0	268	0	78	685	2977	10907
280870	280870	208448018	23859	1391	970	42	0	169	0	42	735	4559	8141
280879	280879	208448299	20651	2078	1318	0	0	289	0	165	1348	4453	5789
280884	280884	208136656	93207	7357	4415	0	0	767	0	1054	5744	29351	32443
280893	280893	208136822	63680	6127	4401	0	731	701	1432	294	5490	22374	19148
280901	280901	208137342	23473	2042	1351	81	264	254	518	91	1829	7455	6380
280903	280903	208137729	21525	2071	1427	0	0	268	0	97	1856	7563	6472
280904	280904	208137849	30330	2107	1505	93	208	232	440	69	3126	8738	6647
280909	280909	208138774	24221	1163	909	0	101	94	195	58	844	4474	9302
280917	280917	208141012	66838	3999	1896	1123	413	351	764	217	2347	11108	17573
280929	280929	208142511	119868	5771	4026	453	546	497	1043	249	1638	36420	20833
280992	280992	208448371	35061	1753	1308	58	176	169	345	43	1138	3758	4886
