level_0	index	SITEID	IT_BUDGET	HARDWARE_BUDGET	PC_BUDGET	SERVER_BUDGET	TERMINAL_BUDGET	PRINTER_BUDGET	OTHER_HARDWARE_BUDGET	STORAGE_BUDGET	COMM_BUDGET	SOFTWARE_BUDGET	SERVICES_BUDGET
180319	180319	208081211	243603	11728	8182	921	1110	1011	2121	505	3328	74014	42338
180323	180323	208081339	65942	3075	1468	947	0	223	0	181	7599	8028	18126
180326	180326	208081484	54721	5265	3793	0	0	563	0	304	4718	19226	16454
180351	180351	208082421	320788	14959	7143	4607	1242	1087	2329	880	36969	39051	88176
180359	180359	208082727	54134	2606	1818	205	247	225	472	112	740	16448	9408
180389	180389	208084300	34027	1638	1143	129	155	141	296	71	465	10338	5914
180392	180392	208084383	25286	2195	1447	0	315	268	583	165	1288	6098	9648
180415	180415	208085217	67613	3613	2268	497	336	306	642	206	2821	14414	15932
180428	180428	208085802	120782	7226	4906	289	831	786	1617	415	4240	20073	31756
180430	180430	208085917	5680	493	325	0	71	60	131	37	289	1370	2167
180438	180438	208086194	111729	6685	3169	1878	690	586	1276	362	3923	18569	29375
180449	180449	208086698	342743	18315	5178	9688	0	899	0	1236	14299	73069	80764
182485	182485	208087953	35871	3114	2053	0	447	380	827	235	1828	8651	13686
182499	182499	208088461	25286	2195	1447	0	315	268	583	165	1288	6098	9648
182577	182577	208089146	597525	31930	9027	16890	0	1568	0	2156	24928	127385	140802
182578	182578	208089160	27159	2362	1326	83	456	394	850	104	2117	8626	7382
182583	182583	208089298	129272	6465	3965	212	921	871	1792	496	4196	13858	18014
182605	182605	208090092	30196	2622	1854	0	314	297	611	157	1538	7283	11521
182613	182613	208090498	333873	19468	14864	889	0	1535	0	485	10289	63802	113921
182614	182614	208090547	88207	5277	2502	1482	545	463	1008	286	3097	14660	23191
182624	182624	208090927	978266	47099	32857	3697	0	4060	0	2030	13366	297228	170022
182625	182625	208090977	289363	14471	8876	476	2061	1950	4011	1110	9392	31019	40322
182686	182686	208091411	235220	14073	6672	3953	1452	1234	2686	762	8258	39092	61843
182699	182699	208092440	63560	5528	3658	220	0	688	0	248	4954	20188	17276
182701	182701	208092468	25333	1516	719	426	156	133	289	82	889	4210	6660
182706	182706	208092904	57629	5003	3299	0	718	610	1328	377	2936	13899	21988
182716	182716	208093374	57463	3438	2334	137	0	374	0	198	2017	9550	15108
182725	182725	208093758	105263	5264	3928	173	0	506	0	129	3416	11284	14668
182726	182726	208093779	132082152	7058036	4431104	970342	656733	597701	1254434	402157	5510309	28158327	31124034
182727	182727	208093796	58217	3483	1651	978	359	305	664	189	2044	9675	15306
182731	182731	208093829	99369	4135	3084	190	343	320	663	197	2999	15907	33074
182844	182844	208093965	22375	2153	1629	0	218	234	452	73	1929	7861	6728
182845	182845	208093976	158773	9499	4503	2668	980	833	1813	515	5574	26387	41744
182847	182847	208093988	42928	2568	1218	721	265	225	490	139	1507	7134	11286
182857	182857	208094350	34036	3275	2352	0	391	375	766	157	2935	11959	10234
182861	182861	208094599	306900	15348	9414	504	2185	2068	4253	1177	9961	32899	42765
182872	182872	208094890	188345	10687	4159	3652	1109	918	2027	849	8371	50362	45280
182874	182874	208094964	41051	3240	2359	0	350	318	668	214	2530	12927	14289
182881	182881	208095269	61924	3705	1756	1041	382	325	707	201	2174	10291	16281
182882	182882	208095342	46956	2738	1903	139	325	278	603	93	1447	8973	16022
182886	182886	208095424	197603	9391	5475	1395	915	915	1830	692	6284	31770	100757
182889	182889	208095482	33777	2021	958	568	209	177	386	109	1186	5614	8881
182893	182893	208095615	51603	4488	3048	245	506	485	991	204	4022	16390	14026
182894	182894	208095617	395206	18783	10950	2789	1829	1829	3658	1384	12567	63540	201515
182897	182897	208095672	883343	41982	24476	6234	4089	4089	8178	3094	28090	142021	450414
183009	183009	208095780	25463	1222	956	0	106	99	205	61	887	4703	9779
183010	183010	208095864	62070	3713	2484	178	0	428	0	164	2179	10316	16319
183014	183014	208095980	382232	22868	10842	6423	2360	2005	4365	1239	13419	63525	100495
183015	183015	208096038	88728791	4741375	2976681	651846	441173	401517	842690	270157	3701659	18915911	20908184
183017	183017	208096071	54767	4764	2949	165	763	660	1423	227	4268	17395	14886
183018	183018	208096085	159678	9553	6390	457	1182	1102	2284	423	5606	26538	41982
183019	183019	208096108	588896	27988	16317	4156	2726	2726	5452	2063	18727	94680	300276
183022	183022	208096197	1227230	73422	34809	20623	7577	6437	14014	3977	43085	203959	322659
183030	183030	208096314	140348	7500	1667	2778	1389	1389	2778	278	5852	29921	33073
183047	183047	208096770	56909	2368	1634	100	260	243	503	131	1718	9110	18941
183115	183115	208097438	185317	12441	6761	423	2406	2211	4617	641	5655	24580	90067
183117	183117	208097509	35283	2111	1001	593	218	185	403	114	1239	5864	9276
183124	183124	208097838	45868	3982	2625	0	571	485	1056	300	2337	11062	17500
183134	183134	208098118	44086	2638	1791	105	303	287	590	152	1548	7327	11591
183136	183136	208098227	286812	16275	6333	5562	0	1398	0	1293	12747	76691	68953
183138	183138	208098267	28226	2451	1616	0	352	299	651	185	1438	6808	10769
183144	183144	208098562	23522	2042	1346	0	293	249	542	154	1198	5673	8975
183149	183149	208098673	517483	44928	29620	0	6447	5477	11924	3384	26364	124806	197440
183150	183150	208098708	70332	3386	2362	266	320	292	612	146	961	21369	12224
183152	183152	208098790	94817	7484	4492	0	0	780	0	1073	5843	29858	33003
183155	183155	208099142	3051186	182546	86543	51273	18838	16004	34842	9888	107119	507090	802207
183159	183159	208099312	64685	3870	1835	1087	399	339	738	210	2271	10750	17007
183161	183161	208099372	68131	3866	1504	1321	401	332	733	307	3028	18218	16380
183387	183387	208100159	54134	2606	1818	205	247	225	472	112	740	16448	9408
183398	183398	208100586	96590	5161	3240	710	480	437	917	294	4030	20592	22761
183406	183406	208100727	111729	6685	3169	1878	690	586	1276	362	3923	18569	29375
183412	183412	208100842	94088	5629	2669	1581	581	494	1075	305	3303	15637	24737
183413	183413	208100845	80276	4290	2693	590	399	363	762	244	3349	17114	18916
183414	183414	208100862	10699415	743247	574567	41116	48496	46387	94883	32682	1102735	3082591	2344855
183417	183417	208100924	99968	5981	2835	1680	617	524	1141	324	3510	16614	26283
183422	183422	208101099	529244	31664	15011	8894	3267	2776	6043	1715	18580	87957	139147
183423	183423	208101164	561638	33602	22812	1344	3863	3653	7516	1931	19718	93341	147664
183436	183436	208101511	51823	2495	1741	196	236	215	451	108	708	15746	9007
183716	183716	208101775	41163	2463	1168	692	254	216	470	133	1445	6841	10823
183719	183719	208101874	186650	16234	11024	887	1831	1756	3587	736	14547	59282	50733
183723	183723	208101986	64685	3870	1835	1087	399	339	738	210	2271	10750	17007
183726	183726	208102106	480535	27267	10611	9318	0	2342	0	2166	21357	128491	115526
183740	183740	208102437	126822	7587	5151	303	872	825	1697	436	4452	21077	33343
183753	183753	208102767	37266	2115	823	723	0	182	0	168	1656	9965	8959
183980	183980	208103206	96689	6491	3528	221	0	1154	0	334	2950	12824	46992
183995	183995	208103462	7486	591	430	0	64	58	122	39	461	2357	2606
183998	183998	208103565	305779	14259	8556	2593	1296	1037	2333	778	35239	37224	84051
184001	184001	208103654	436495	23325	14644	3207	2170	1975	4145	1329	18210	93055	102856
184003	184003	208103729	4624431	247114	155141	33973	22993	20927	43920	14080	192926	985873	1089708
184004	184004	208103733	37902	2992	2178	0	323	294	617	198	2336	11936	13193
184010	184010	208103891	327914	25883	18840	0	2792	2541	5333	1710	20207	103262	114138
184019	184019	208104020	648237	34640	9793	18323	2485	1701	4186	2339	27044	138196	152751
184021	184021	208104139	9668	763	555	0	82	75	157	50	596	3045	3365
184025	184025	208104200	227018	17919	13043	0	1933	1759	3692	1184	13990	71489	79019
184028	184028	208104240	11468588	612844	384749	84254	57024	51898	108922	34919	478456	2444965	2702475
184030	184030	208104248	2232	160	90	0	32	29	61	9	73	316	1158
184031	184031	208104265	3522414	210738	99909	59192	21747	18475	40222	11415	123663	585405	926101
184364	184364	208104389	7358097	417522	162484	142688	43320	35865	79185	33165	327023	1967491	1768972
184365	184365	208104391	22684	1523	828	52	294	271	565	78	692	3009	11025
184369	184369	208104497	44695	3202	1801	0	641	589	1230	171	1455	6326	23180
184370	184370	208104564	207818	19996	12681	0	2944	2785	5729	1585	17918	73017	62487
184389	184389	208104860	64685	3870	1835	1087	399	339	738	210	2271	10750	17007
184394	184394	208104926	445627	23813	14950	3274	2216	2017	4233	1357	18591	95002	105008
184398	184398	208104971	47368	3393	1909	0	679	624	1303	181	1542	6704	24566
184399	184399	208104981	299299	23625	17196	0	2549	2320	4869	1561	18444	94252	104178
184405	184405	208105153	369835	35584	26521	0	4028	3805	7833	1231	31886	129942	111203
184406	184406	208105194	74271	5862	4267	0	632	576	1208	387	4577	23388	25852
184589	184589	207069043	641582	34284	9692	18135	2459	1683	4142	2315	26766	136778	151183
184613	184613	207070202	71363	4049	1576	1384	420	348	768	322	3172	19082	17157
186678	186678	208105287	56334	4447	3237	0	480	437	917	294	3472	17740	19608
186688	186688	208105455	27420	1498	1043	0	186	181	367	87	1131	1875	17185
186691	186691	208105487	1464950	115633	84167	0	12474	11353	23827	7639	90276	461323	509911
186696	186696	208105624	18158	1433	1043	0	155	141	296	95	1119	5718	6320
186700	186700	208105688	56713	3393	2269	162	420	391	811	150	1991	9425	14911
186703	186703	208105783	5094	490	311	0	72	68	140	39	439	1790	1532
186705	186705	208105812	210429	11940	4647	4081	1239	1026	2265	948	9352	56267	50589
186711	186711	208105891	90041	6450	3629	0	1291	1187	2478	344	2932	12744	46697
186716	186716	208105986	8647	832	651	0	72	68	140	42	746	3038	2600
186728	186728	208106230	188619	18977	12525	0	2581	2429	5010	1442	12316	40677	52876
187161	187161	208000798	5703873	285256	212860	9380	28622	27419	56041	6975	185125	611450	794811
187711	187711	208001312	5981	340	233	0	39	39	78	29	228	1151	3652
187720	187720	208003259	80930	5763	4158	295	0	557	0	196	6604	14917	33225
187728	187728	208004412	8311957	400182	279174	31409	0	34494	0	17247	113563	2525431	1444615
192566	192566	208005391	107096	5356	3285	176	0	722	0	411	3476	11481	14923
192573	192573	208005561	8518362	410120	286107	32189	38799	35350	74149	17675	116383	2588143	1480488
192593	192593	208006182	179974	15654	9601	514	2229	2109	4338	1200	14027	57162	48919
192594	192594	208006239	906192	45094	28237	1582	0	6172	0	2623	22921	96954	390464
192598	192598	208006547	336862	20154	9555	5661	0	1767	0	1092	11826	55985	88567
192601	192601	208006612	187631	9337	5846	327	1342	1278	2620	543	4746	20075	80847
192961	192961	207244262	486984	26023	7357	13765	1867	1278	3145	1757	20316	103819	114754
193005	193005	208008473	4504537	240708	147429	52335	0	12712	0	12712	187924	960313	1061456
193007	193007	208008555	154347	8248	5052	1793	532	436	968	436	6439	32905	36371
193010	193010	208009033	48018	4016	3286	0	0	265	0	187	5958	16655	12669
193040	193040	208010861	6868690	341797	198929	8439	56966	54555	111521	22907	173739	734882	2959608
193041	193041	208010885	14577394	872133	413469	244965	89999	76460	166459	47240	511774	2422679	3832637
193042	193042	208010895	1390112	120909	90195	5568	10022	9372	19394	5753	108344	441516	377846
193043	193043	208010909	263057	13156	8069	432	1873	1772	3645	1009	8538	28199	36656
193044	193044	208010916	640973	38348	18180	10771	3957	3362	7319	2077	22503	106526	168522
193045	193045	208010931	157626	9430	4471	2649	973	827	1800	511	5534	26197	41442
193046	193046	208010966	7855563	469981	222813	132008	0	41203	0	25457	275788	1305550	2065357
193047	193047	208010975	11940	1037	733	0	0	117	0	62	608	2880	4556
193048	193048	208011066	167767	9520	3705	3253	988	818	1806	756	7456	44859	40333
193111	193111	208011266	60193	3510	2446	106	425	425	850	106	1855	11503	20538
193112	193112	208011337	365917	21892	10379	6149	2259	1919	4178	1186	12846	60813	96206
193114	193114	208011458	1177791	55976	32634	8312	5452	5452	10904	4125	37453	189361	600552
193115	193115	208011568	142245	6633	3126	1984	496	473	969	554	16393	17316	39099
193116	193116	208011571	195382	11393	8104	524	1239	1144	2383	381	6021	37337	66666
193117	193117	208011627	143987	8396	5852	254	1018	1018	2036	254	4437	27515	49130
193119	193119	208011769	2912768	121197	90409	5581	10045	9394	19439	5767	87915	466266	969469
193121	193121	208011864	228495	12210	3452	6459	0	599	0	824	9533	48712	53843
193124	193124	208011980	138543	13939	8840	0	2052	1942	3994	1105	9046	29878	38838
193125	193125	208012000	917356	54883	26020	15416	5664	4812	10476	2973	32206	152459	241188
193126	193126	208012024	533600	25690	17922	2016	0	2214	0	1107	7290	162124	92739
193127	193127	208012032	29183	2538	1571	88	407	352	759	121	2274	9269	7932
193147	193147	208012542	323701	18875	13116	960	0	1919	0	640	9976	61858	110450
193148	193148	208012573	8878539	474440	134124	250960	0	23294	0	32030	370402	1892798	2092152
193157	193157	208012743	155265	6460	4819	297	535	501	1036	307	4686	24854	51677
193266	193266	208012762	84913	4818	1875	1647	500	414	914	383	3774	22705	20414
193267	193267	208012812	61924	3705	1756	1041	382	325	707	201	2174	10291	16281
193268	193268	208012820	946759	56642	26854	15910	5845	4966	10811	3068	33238	157346	248919
193271	193271	208013276	942233	44781	26107	6650	4362	4362	8724	3300	29963	151489	480442
193282	193282	208017063	480535	27267	10611	9318	0	2342	0	2166	21357	128491	115526
193283	193283	208017087	1472239	69970	40793	10391	6815	6815	13630	5157	46817	236701	750690
193288	193288	208017387	336936	19647	14133	1066	1853	1853	3706	741	10384	64387	114965
193291	193291	208017512	307827	17467	6798	5969	1812	1500	3312	1387	13681	82310	74005
193293	193293	208017644	1716859	102716	48697	28851	0	9005	0	5564	60274	285332	451391
193302	193302	208018410	2066440	179735	100020	11280	0	29329	0	7520	161056	656326	561678
193315	193315	208019437	5652131	272124	189838	21358	0	23456	0	11728	77223	1717293	982338
193317	193317	208019544	800675	42785	26205	9302	2758	2260	5018	2260	33403	170694	188672
193438	193438	208021649	478020	25544	7221	13512	0	1254	0	1724	19942	101908	112641
193441	193441	208021685	46603	3679	2208	0	0	383	0	527	2872	14676	16221
193446	193446	208021779	288144	17239	8173	4842	1779	1511	3290	934	10116	47888	75758
193461	193461	208022485	7820	617	449	0	67	61	128	41	482	2462	2722
193463	193463	208022539	404309	20220	12402	664	2879	2724	5603	1550	13122	43342	56339
193467	193467	208022662	94817	7484	4492	0	0	780	0	1073	5843	29858	33003
193470	193470	208022727	52611	2631	1614	86	375	354	729	202	1708	5640	7331
193473	193473	208022894	231579	11581	8642	381	0	1113	0	283	7516	24825	32270
193474	193474	208022895	32862	2858	1605	100	0	476	0	125	2561	10437	8932
193475	193475	208022910	34027	1638	1143	129	155	141	296	71	465	10338	5914
193478	193478	208023019	236439	14146	6706	3973	1460	1240	2700	766	8301	39295	62164
193590	193590	208023072	182295	10906	5171	3063	1125	956	2081	591	6400	30296	47928
193591	193591	208023097	147369	7370	5500	242	0	708	0	180	4783	15798	20535
193603	193603	208023617	263068	15739	10685	629	0	1711	0	905	9236	43720	69165
193611	193611	208023910	17296	981	382	335	102	84	186	78	769	4625	4158
193617	193617	208024051	157626	9430	4471	2649	973	827	1800	511	5534	26197	41442
193631	193631	208024709	53512	3202	1518	899	330	281	611	173	1879	8893	14069
193637	193637	208024777	2293391	137209	65049	38539	14159	12029	26188	7432	80515	381148	602970
193638	193638	208024849	24031	1669	1192	73	165	183	348	55	2477	6924	5267
193753	193753	208024971	183854	10432	4060	3565	0	896	0	829	8171	49161	44201
193755	193755	208025008	75949	6606	3676	415	1161	1078	2239	276	5919	24122	20644
193760	193760	208025182	46966	2810	1332	789	290	246	536	152	1649	7805	12348
193761	193761	208025203	78509	4697	3189	188	540	511	1051	270	2756	13048	20641
193762	193762	208025223	56119	2807	1721	92	400	378	778	215	1821	6016	7820
193764	193764	208025273	92159	4586	2872	161	659	628	1287	267	2331	9860	39710
193767	193767	208025441	34469	1672	1120	63	200	195	395	94	1262	2093	19179
193768	193768	208025452	55277	3307	1568	929	341	290	631	179	1941	9187	14533
193769	193769	208025479	118219	7073	3353	1987	730	620	1350	383	4150	19647	31082
193774	193774	208025569	64685	3870	1835	1087	399	339	738	210	2271	10750	17007
193775	193775	208025579	123490	7388	3503	2075	762	648	1410	400	4335	20523	32468
193789	193789	208026113	70566	4222	2002	1186	436	370	806	229	2477	11728	18553
193791	193791	208026244	47350	2368	1452	78	337	319	656	182	1537	5076	6598
193792	193792	208026344	34340	2981	1966	0	428	363	791	225	1750	8282	13102
193797	193797	208026492	32343	2808	1851	0	403	342	745	212	1648	7800	12340
193815	193815	208026982	15975	1261	918	0	136	124	260	83	984	5031	5561
193816	193816	208026983	64030	5054	3679	0	545	496	1041	334	3946	20163	22287
193833	193833	208027618	28226	2451	1616	0	352	299	651	185	1438	6808	10769
193841	193841	208027880	34340	2981	1966	0	428	363	791	225	1750	8282	13102
193847	193847	208028151	33202	2229	1211	76	431	396	827	115	1013	4404	16137
193849	193849	208028220	28852	1937	1053	66	375	344	719	100	880	3827	14022
193853	193853	208028293	53915	4689	3389	209	453	488	941	151	4202	17124	14655
193858	193858	208028418	23473	2042	1351	81	264	254	518	91	1829	7455	6380
193861	193861	208028505	26359	1278	856	48	153	149	302	72	965	1600	14667
193865	193865	208028819	26648	1512	588	517	157	130	287	120	1184	7126	6407
193867	193867	208028865	94648	8232	5447	328	1065	1024	2089	369	7377	30061	25726
193872	193872	208029051	79442	6271	4908	0	0	423	0	423	4896	25017	27652
193874	193874	208029060	30807	2194	1547	79	0	237	0	79	2514	5678	12648
