level_0	index	SITEID	IT_STAFF	WIRELESS_USERS	INTERNET_USERS	DEVELOPERS	PCS	DESKTOPS	LAPTOPS	SERVERS	PRINTERS	COLOR_PRINTERS	MULTIFUNC_PRINTERS	STORAGE	EXTENSIONS	CALLCENTER_CALLERS	NETWORK_LINES	ROUTERS
169418	169418	208057216	0	2	5 to 9	0	11	8	3	1	3	0	0	1 to 10 TB	0	0	2	0
169423	169423	208057339	1 to 4	4	5 to 9	0	38	28	10	6	9	0	0	10 to 25 TB	0	0	2	0
169424	169424	208057466	0	1	5 to 9	0	9	7	2	0	2	0	0	25 to 50 TB	0	0	2	0
169425	169425	208057475	0	2	1 to 4	0	7	4	3	0	2	0	0	100 to 500 TB	0	0	2	0
169428	169428	208057619	1 to 4	1	1 to 4	0	19	17	2	3	3	0	0	100 to 500 TB	0	0	2	0
169429	169429	208057640	1 to 4	10	25 to 49	0	39	35	4	4	7	0	0	100 to 500 TB	0	0	4	0
169431	169431	208057648	0	4	5 to 9	0	10	7	3	1	3	0	0	50 to 100 TB	0	0	2	0
169436	169436	208058004	0	7	10 to 24	0	7	5	2	1	3	0	0	10 to 25 TB	0	0	3	0
169681	169681	208059657	0	3	5 to 9	0	8	4	4	0	2	0	0	100 to 500 TB	0	0	3	0
169683	169683	208059813	0	2	1 to 4	0	7	4	3	0	2	0	0	100 to 500 TB	0	0	2	0
169697	169697	208060458	0	5	5 to 9	0	9	6	3	1	3	0	0	50 to 100 TB	0	0	2	0
169703	169703	208060696	0	4	10 to 24	0	20	15	5	1	5	0	0	10 to 25 TB	0	0	3	0
169704	169704	208060787	0	1	1 to 4	0	5	4	1	0	2	0	0	10 to 25 TB	0	0	2	0
169710	169710	208060944	0	5	5 to 9	0	9	6	3	1	3	0	0	25 to 50 TB	0	0	2	0
169719	169719	208061378	0	5	10 to 24	0	0	0	0	0	0	0	0		0	0	3	0
169726	169726	208061927	0	4	5 to 9	0	10	7	3	1	3	0	0	1 to 10 TB	0	0	2	0
169736	169736	208062266		18	25 to 49	0	365	280	85	62	77	0	0	25 to 50 TB	0	0	5	0
169754	169754	208062816	10 to 24	11	50 to 99	0	65	57	8	13	14	0	0	50 to 100 TB	0	0	5	0
169755	169755	208062838	0	9	10 to 24	0	22	15	7	3	3	0	0	25 to 50 TB	0	0	3	0
169760	169760	208063047	0	1	5 to 9	0	9	7	2	0	2	0	0	25 to 50 TB	0	0	2	0
170477	170477	208063116	1 to 4	7	10 to 24	0	18	13	5	2	4	0	0	1 to 10 TB	0	0	3	0
170480	170480	208063188	100 to 249	245	1000 or More	0	3446	2943	503	404	1013	0	0	1 PB to 3 PB	0	0	14	0
170481	170481	208063196	1 to 4	13	25 to 49	0	75	60	15	14	6	0	0	1 PB to 3 PB	0	0	6	0
170483	170483	208063267	1 to 4	31	100 to 249	0	157	119	38	4	29	0	0	100 to 500 TB	0	0	8	0
170485	170485	208063274	1 to 4	5	10 to 24	0	34	23	11	6	6	0	0	25 to 50 TB	0	0	3	0
170487	170487	208063304	1 to 4	5	5 to 9	0	32	23	9	8	5	0	0	100 to 500 TB	0	0	3	0
170489	170489	208063310	0	4	10 to 24	0	15	11	4	1	4	0	0	10 to 25 TB	0	0	3	0
170502	170502	208063852	1 to 4	5	10 to 24	0	17	14	3	4	4	0	0	50 to 100 TB	0	0	3	0
170508	170508	208063913	0	1	1 to 4	0	33	24	9	3	8	0	0	100 to 500 TB	0	0	2	0
170815	170815	208064331	0	0	25 to 49	0	32	23	9	2	7	0	0	100 to 500 TB	0	0	0	0
170819	170819	208064397	1 to 4	11	25 to 49	0	60	49	11	10	9	0	0	100 to 500 TB	0	0	6	0
170849	170849	208064835	1 to 4	2	5 to 9	0	16	14	2	4	4	0	0	50 to 100 TB	0	0	3	0
171252	171252	208065056	5 to 9	4	5 to 9	0	293	208	85	25	42	0	0	100 to 500 TB	0	0	3	0
171254	171254	208065066	0	3	5 to 9	0	7	4	3	0	2	0	0	100 to 500 TB	0	0	3	0
171267	171267	208065268	0	16	25 to 49	0	68	45	23	9	10	0	0	500 TB to 1 PB	0	0	5	0
171286	171286	208065569	0	3	5 to 9	0	7	4	3	0	2	0	0	100 to 500 TB	0	0	3	0
171360	171360	208065772	1 to 4	2	5 to 9	0	10	8	2	2	3	0	0	25 to 50 TB	0	0	3	0
171362	171362	208065794	0	4	10 to 24	0	20	14	6	2	5	0	0	100 to 500 TB	0	0	3	0
171365	171365	208065816	0	10	10 to 24	0	32	23	9	3	7	0	0	100 to 500 TB	0	0	4	0
171369	171369	208065884	1 to 4	7	25 to 49	0	45	33	12	3	7	0	0	25 to 50 TB	0	0	3	0
171384	171384	208066009	1 to 4	2	5 to 9	0	11	9	2	2	3	0	0	50 to 100 TB	0	0	3	0
171386	171386	208066037	1 to 4	9	10 to 24	0	21	14	7	3	5	0	0	100 to 500 TB	0	0	3	0
171393	171393	208066195	0	9	25 to 49	0	45	33	12	5	9	0	0	100 to 500 TB	0	0	3	0
171398	171398	208066239	1 to 4	6	10 to 24	0	16	12	4	2	4	0	0	1 to 10 TB	0	0	2	0
171534	171534	208066623	0	5	10 to 24	0	32	23	9	2	7	0	0	100 to 500 TB	0	0	3	0
171543	171543	208066774	0	27	50 to 99	0	135	114	21	29	35	0	0	100 to 500 TB	0	0	5	0
171547	171547	208066873	0	15	10 to 24	0	15	10	5	1	5	0	0	50 to 100 TB	0	0	3	0
171549	171549	208066956	1 to 4	1	1 to 4	0	35	30	5	7	7	0	0	100 to 500 TB	0	0	2	0
171557	171557	208067088		1	1 to 4	0	38	34	4	4	6	0	0	100 to 500 TB	0	0	2	0
171560	171560	208067235	1 to 4	12	25 to 49	0	29	19	10	3	6	0	0	100 to 500 TB	0	0	4	0
171562	171562	208067402	0	8	10 to 24	0	19	13	6	2	4	0	0	50 to 100 TB	0	0	3	0
171563	171563	208067458	0	4	5 to 9	0	10	7	3	1	3	0	0	25 to 50 TB	0	0	2	0
171570	171570	208067657	0	1	1 to 4	0	5	4	1	0	2	0	0	10 to 25 TB	0	0	2	0
171689	171689	208067893	1 to 4	7	25 to 49	0	28	23	5	3	7	0	0	10 to 25 TB	0	0	5	0
171695	171695	208068050	0	3	10 to 24	0	32	24	8	2	7	0	0	10 to 25 TB	0	0	3	0
171699	171699	208068197	5 to 9	16	50 to 99	0	212	161	51	12	31	0	0	100 to 500 TB	0	0	5	0
171717	171717	208068717	0	5	10 to 24	0	12	9	3	1	4	0	0	1 to 10 TB	0	0	4	0
171845	171845	208069217	0	1	5 to 9	0	8	6	2	1	3	0	0	10 to 25 TB	0	0	2	0
171846	171846	208069263	1 to 4	3	5 to 9	0	12	10	2	1	3	0	0	50 to 100 TB	0	0	2	0
171858	171858	208069737	0	2	5 to 9	0	11	9	2	2	4	0	0	1 to 10 TB	0	0	2	0
171861	171861	208069892	1 to 4	15	50 to 99	0	28	21	7	2	7	0	0	25 to 50 TB	0	0	4	0
171866	171866	208070043	0	2	5 to 9	0	4	3	1	0	2	0	0	1 to 10 TB	0	0	3	0
171870	171870	208070163	0	1	1 to 4	0	27	18	9	2	8	0	0	100 to 500 TB	0	0	2	0
171871	171871	208070174	0	1	1 to 4	0	13	10	3	0	7	0	0	100 to 500 TB	0	0	2	0
171874	171874	208070327	0	4	5 to 9	0	15	11	4	2	3	0	0	100 to 500 TB	0	0	3	0
171875	171875	208070377	0	4	1 to 4	0	7	5	2	0	3	0	0	100 to 500 TB	0	0	2	0
171878	171878	208070436	1 to 4	26	50 to 99	0	62	48	14	5	13	0	0	10 to 25 TB	0	0	4	0
171882	171882	208070535	0	4	5 to 9	0	4	3	1	0	2	0	0	1 to 10 TB	0	0	3	0
171894	171894	208070711	0	2	5 to 9	0	48	40	8	6	11	0	0	25 to 50 TB	0	0	3	0
172010	172010	208070745	0	1	1 to 4	0	1	0	1	0	1	0	0	10 to 25 TB	0	0	2	0
172011	172011	208070761	0	1	1 to 4	0	1	0	1	0	1	0	0	10 to 25 TB	0	0	2	0
172017	172017	208070923		1	1 to 4	0	30	25	5	5	5	0	0	50 to 100 TB	0	0	2	0
172018	172018	208070928	0	4	5 to 9	0	13	9	4	1	4	0	0	1 to 10 TB	0	0	3	0
172021	172021	208070971		6	10 to 24	0	46	40	6	6	11	0	0	50 to 100 TB	0	0	3	0
172023	172023	208070998	0	6	25 to 49	0	25	21	4	3	7	0	0	10 to 25 TB	0	0	3	0
172027	172027	208071113	0	1	1 to 4	0	1	0	1	0	1	0	0	10 to 25 TB	0	0	2	0
172029	172029	208071130	0	1	1 to 4	0	7	6	1	0	2	0	0	10 to 25 TB	0	0	2	0
172037	172037	208071284	0	2	1 to 4	0	6	5	1	0	2	0	0	1 to 10 TB	0	0	2	0
172046	172046	208071432	0	1	1 to 4	0	1	0	1	0	1	0	0	10 to 25 TB	0	0	2	0
172053	172053	208071718	0	4	5 to 9	0	0	0	0	0	0	0	0		0	0	3	0
172059	172059	208071927	0	5	5 to 9	0	9	6	3	2	3	0	0	100 to 500 TB	0	0	2	0
172232	172232	208072307	1 to 4	14	25 to 49	0	32	23	9	3	7	0	0	500 TB to 1 PB	0	0	4	0
172235	172235	208072378	0	14	25 to 49	0	26	19	7	2	6	0	0	100 to 500 TB	0	0	4	0
172240	172240	208072476		4	5 to 9	0	123	105	18	31	23	0	0	100 to 500 TB	0	0	3	0
172243	172243	208072588	0	1	1 to 4	0	8	6	2	0	2	0	0	25 to 50 TB	0	0	2	0
172246	172246	208072665	0	1	1 to 4	0	1	0	1	0	1	0	0	1 to 10 TB	0	0	2	0
172247	172247	208072683	0	1	1 to 4	0	1	0	1	0	1	0	0	1 to 10 TB	0	0	2	0
172251	172251	208072721	1 to 4	12	10 to 24	0	33	28	5	6	5	0	0	50 to 100 TB	0	0	4	0
172263	172263	208073033	1 to 4	13	25 to 49	0	32	23	9	3	7	0	0	500 TB to 1 PB	0	0	4	0
172265	172265	208073072		2	1 to 4	0	709	545	164	54	147	0	0	50 to 100 TB	0	0	2	0
172266	172266	208073099	1 to 4	3	5 to 9	0	22	20	2	3	4	0	0	100 to 500 TB	0	0	2	0
172278	172278	208073232	1 to 4	3	10 to 24	0	25	21	4	5	5	0	0	100 to 500 TB	0	0	4	0
172555	172555	208073258	1 to 4	3	10 to 24	0	24	20	4	5	5	0	0	100 to 500 TB	0	0	4	0
172582	172582	208074704	0	2	1 to 4	0	8	6	2	0	2	0	0	1 to 10 TB	0	0	2	0
172588	172588	208074910	1 to 4	9	25 to 49	0	31	26	5	2	7	0	0	10 to 25 TB	0	0	5	0
172589	172589	208074917	0	3	1 to 4	0	9	6	3	0	3	0	0	25 to 50 TB	0	0	2	0
172602	172602	208075264	0	2	1 to 4	0	7	5	2	0	2	0	0	1 to 10 TB	0	0	3	0
172880	172880	208075328	0	5	5 to 9	0	12	8	4	2	3	0	0	10 to 25 TB	0	0	3	0
172898	172898	208075831	0	5	10 to 24	0	16	11	5	1	5	0	0	100 to 500 TB	0	0	3	0
172913	172913	208076241	1 to 4	5	10 to 24	0	23	17	6	3	5	0	0	10 to 25 TB	0	0	4	0
172914	172914	208076264	0	3	10 to 24	0	16	12	4	1	4	0	0	10 to 25 TB	0	0	2	0
172915	172915	208076270	0	2	1 to 4	0	6	3	3	0	2	0	0	100 to 500 TB	0	0	2	0
172917	172917	208076381		2	1 to 4	0	8	7	1	2	3	0	0	1 to 10 TB	0	0	2	0
172920	172920	208076642	0	3	5 to 9	0	8	5	3	1	3	0	0	100 to 500 TB	0	0	3	0
174461	174461	208001088	50 to 99	314	1000 or More	0	2523	1843	680	166	412	0	0	1 PB to 3 PB	0	0	10	0
174470	174470	208002075	1 to 4	6	5 to 9	0	20	14	6	2	4	0	0	10 to 25 TB	0	0	3	0
174471	174471	208002150	1 to 4	6	10 to 24	0	25	20	5	2	6	0	0	1 to 10 TB	0	0	3	0
174474	174474	208002352	1 to 4	3	5 to 9	0	44	32	12	6	9	0	0	50 to 100 TB	0	0	2	0
174487	174487	208004315		13	25 to 49	0	63	53	10	13	10	0	0	100 to 500 TB	0	0	6	0
174488	174488	208004347	1 to 4	10	50 to 99	0	76	58	18	7	13	0	0	100 to 500 TB	0	0	8	0
174491	174491	208004581	1 to 4	11	10 to 24	0	78	60	18	9	17	0	0	1 to 10 TB	0	0	3	0
174662	174662	208004613	0	9	25 to 49	0	53	45	8	10	11	0	0	50 to 100 TB	0	0	4	0
174680	174680	208005145	1 to 4	15	50 to 99	0	34	27	7	3	8	0	0	10 to 25 TB	0	0	4	0
174684	174684	208005353	0	11	25 to 49	0	37	27	10	4	8	0	0	500 TB to 1 PB	0	0	4	0
174685	174685	208005402	50 to 99	14	50 to 99	0	555	475	80	176	130	0	0	1 PB to 3 PB	0	0	5	0
174716	174716	208005944	10 to 24	101	100 to 249	0	331	274	57	30	59	0	0	500 TB to 1 PB	0	0	10	0
174897	174897	208007231	1 to 4	72	250 to 499	0	146	121	25	9	26	0	0	100 to 500 TB	0	0	8	0
174898	174898	208007502	25 to 49	171	250 to 499	0	257	189	68	43	31	0	0	100 to 500 TB	0	3	16	0
174907	174907	208008019	1 to 4	219	1000 or More	0	48	39	9	4	9	0	0	100 to 500 TB	0	0	35	0
174915	174915	208009233	250 to 499	17	50 to 99	0	2400	1974	426	762	1051	0	0	1 PB to 3 PB	0	0	8	0
174918	174918	208009380	25 to 49	23	100 to 249	0	426	360	66	57	33	0	0	500 TB to 1 PB	0	0	7	0
174919	174919	208009396	10 to 24	22	50 to 99	0	32	28	4	2	6	0	0	50 to 100 TB	0	4	8	0
175176	175176	208010904	10 to 24	22	100 to 249	0	32	28	4	3	8	0	0	50 to 100 TB	0	0	7	0
175177	175177	208010909	1 to 4	24	100 to 249	0	118	90	28	3	24	0	0	100 to 500 TB	0	0	5	0
175178	175178	208010912	0	31	100 to 249	0	65	48	17	2	12	0	0	25 to 50 TB	0	0	6	0
175181	175181	208011147	0	2	1 to 4	0	9	7	2	1	3	0	0	1 to 10 TB	0	0	2	0
175183	175183	208011213	1 to 4	2	5 to 9	0	28	18	10	5	6	0	0	500 TB to 1 PB	0	0	3	0
175184	175184	208011216	1 to 4	16	50 to 99	0	79	60	19	2	16	0	0	100 to 500 TB	0	0	6	0
175186	175186	208011266		72	100 to 249	0	32	26	6	3	8	0	0	25 to 50 TB	0	0	7	0
175188	175188	208011351		13	25 to 49	0	68	57	11	15	11	0	0	100 to 500 TB	0	0	6	0
175189	175189	208011364	1 to 4	12	25 to 49	0	17	11	6	2	4	0	0	100 to 500 TB	0	0	3	0
175190	175190	208011414	1 to 4	5	10 to 24	0	42	31	11	4	9	0	0	25 to 50 TB	0	0	3	0
175197	175197	208011744	1 to 4	16	25 to 49	0	25	18	7	6	5	0	0	100 to 500 TB	0	0	5	0
175198	175198	208011750	0	16	50 to 99	0	71	52	19	3	13	0	0	50 to 100 TB	0	0	4	0
175199	175199	208011751	10 to 24	34	100 to 249	0	223	158	65	19	29	0	0	100 to 500 TB	0	0	12	0
175201	175201	208011785	1 to 4	2	10 to 24	0	37	31	6	9	7	0	0	100 to 500 TB	0	0	4	0
175202	175202	208011793	1 to 4	16	50 to 99	0	112	85	27	6	22	0	0	100 to 500 TB	0	0	4	0
175203	175203	208011932	0	122	100 to 249	0	8	4	4	0	4	0	0	500 TB to 1 PB	0	0	10	0
175204	175204	208011980	0	16	50 to 99	0	1	0	1	0	1	0	0	1 to 10 TB	0	0	6	0
175447	175447	208012816	0	5	5 to 9	0	12	8	4	2	3	0	0	100 to 500 TB	0	0	0	0
175449	175449	208012884	1 to 4	2	5 to 9	0	13	10	3	2	4	0	0	1 to 10 TB	0	0	2	0
175452	175452	208012987	0	7	10 to 24	0	13	9	4	2	3	0	0	50 to 100 TB	0	0	3	0
175455	175455	208013135	0	1	1 to 4	0	4	2	2	0	2	0	0	100 to 500 TB	0	0	0	0
175456	175456	208013207	0	1	1 to 4	0	5	4	1	0	3	0	0	25 to 50 TB	0	0	0	0
175463	175463	208017157		81	100 to 249	0	201	124	77	20	29	0	0	500 TB to 1 PB	0	0	8	0
175468	175468	208017688	25 to 49	142	250 to 499	0	440	272	168	83	64	0	0	1 PB to 3 PB	0	0	13	0
175471	175471	208017916	50 to 99	158	250 to 499	0	983	811	172	126	192	0	0	500 TB to 1 PB	0	0	9	0
175472	175472	208018053	1 to 4	4	5 to 9	0	18	12	6	3	3	0	0	100 to 500 TB	0	0	8	0
175480	175480	208018741	1 to 4	3	10 to 24	0	89	75	14	23	13	0	0	100 to 500 TB	0	0	0	0
175544	175544	208019014	10 to 24	36	100 to 249	0	384	292	92	20	58	0	0	100 to 500 TB	0	0	5	0
175546	175546	208019150		16	25 to 49	0	39	33	6	7	7	0	0	100 to 500 TB	0	0	5	0
175547	175547	208019208	5 to 9	22	100 to 249	0	227	173	54	9	33	0	0	100 to 500 TB	0	0	0	0
175548	175548	208019231	5 to 9	17	50 to 99	0	172	131	41	8	25	0	0	100 to 500 TB	0	0	4	0
175550	175550	208019559	1 to 4	32	50 to 99	0	118	78	40	32	21	0	0	3+ PB	0	0	6	0
175565	175565	208021681	0	4	5 to 9	0	8	7	1	1	3	0	0	1 to 10 TB	0	0	3	0
175584	175584	208022394	0	4	10 to 24	0	16	13	3	2	5	0	0	1 to 10 TB	0	0	3	0
175587	175587	208022485	0	1	1 to 4	0	1	0	1	0	1	0	0	1 to 10 TB	0	0	2	0
175933	175933	208077053	1 to 4	4	5 to 9	0	14	10	4	2	4	0	0	1 to 10 TB	0	0	2	0
175937	175937	208077158	0	1	1 to 4	0	4	3	1	0	2	0	0	10 to 25 TB	0	0	2	0
175961	175961	208077792	1 to 4	6	25 to 49	0	49	36	13	3	9	0	0	25 to 50 TB	0	0	2	0
175963	175963	208077805	1 to 4	5	25 to 49	0	37	27	10	2	7	0	0	25 to 50 TB	0	0	2	0
175980	175980	208078037	0	4	10 to 24	0	31	23	8	2	7	0	0	10 to 25 TB	0	0	2	0
175982	175982	208078122	0	4	10 to 24	0	31	23	8	2	7	0	0	10 to 25 TB	0	0	2	0
175987	175987	208078191	1 to 4	16	50 to 99	0	135	103	32	8	24	0	0	100 to 500 TB	0	0	3	0
176001	176001	208078444	0	7	25 to 49	0	56	41	15	3	9	0	0	25 to 50 TB	0	0	3	0
176004	176004	208078605	0	8	25 to 49	0	63	46	17	3	11	0	0	25 to 50 TB	0	0	3	0
176011	176011	208078932	1 to 4	5	25 to 49	0	39	29	10	3	7	0	0	25 to 50 TB	0	0	2	0
176012	176012	208078983	0	5	10 to 24	0	13	9	4	2	3	0	0	50 to 100 TB	0	0	3	0
176017	176017	208079182	1 to 4	6	10 to 24	0	14	9	5	2	3	0	0	100 to 500 TB	0	0	2	0
176025	176025	208079380		69	250 to 499	0	34	25	9	3	6	0	0	25 to 50 TB	0	0	6	0
176027	176027	208079508	0	5	10 to 24	0	18	13	5	2	5	0	0	100 to 500 TB	0	0	4	0
176028	176028	208079518	1 to 4	9	10 to 24	0	16	13	3	2	5	0	0	1 to 10 TB	0	0	3	0
176034	176034	208079707	0	1	1 to 4	0	5	4	1	0	2	0	0	10 to 25 TB	0	0	2	0
176048	176048	208079945	50 to 99	13	25 to 49	0	915	755	160	110	172	0	0	500 TB to 1 PB	0	0	5	0
176050	176050	208079986	1 to 4	16	25 to 49	0	45	38	7	6	11	0	0	25 to 50 TB	0	0	4	0
176058	176058	208080079	1 to 4	1	5 to 9	0	10	8	2	2	3	0	0	25 to 50 TB	0	0	4	0
176070	176070	208080349	1 to 4	5	10 to 24	0	19	16	3	3	5	0	0	10 to 25 TB	0	0	3	0
176072	176072	208080407	1 to 4	9	10 to 24	0	21	14	7	3	5	0	0	100 to 500 TB	0	0	4	0
176073	176073	208080427	1 to 4	5	10 to 24	0	39	29	10	3	7	0	0	25 to 50 TB	0	0	3	0
176083	176083	208080766		4	5 to 9	0	13	10	3	2	4	0	0	1 to 10 TB	0	0	3	0
176084	176084	208080767	0	2	5 to 9	0	15	13	2	3	5	0	0	1 to 10 TB	0	0	2	0
176085	176085	208080815	1 to 4	14	25 to 49	0	32	23	9	3	7	0	0	500 TB to 1 PB	0	0	4	0
176088	176088	208080902	0	1	1 to 4	0	4	3	1	0	2	0	0	10 to 25 TB	0	0	2	0
176094	176094	208081021	1 to 4	4	5 to 9	0	16	14	2	4	4	0	0	50 to 100 TB	0	0	3	0
176102	176102	208081379	1 to 4	3	5 to 9	0	13	9	4	3	3	0	0	100 to 500 TB	0	0	3	0
176103	176103	208081483	0	6	10 to 24	0	17	11	6	1	4	0	0	50 to 100 TB	0	0	2	0
176121	176121	208082178	1 to 4	4	5 to 9	0	12	9	3	1	4	0	0	1 to 10 TB	0	0	2	0
176130	176130	208082644	10 to 24	13	50 to 99	0	425	351	74	47	74	0	0	500 TB to 1 PB	0	0	6	0
176133	176133	208082727	1 to 4	4	5 to 9	0	12	10	2	1	3	0	0	50 to 100 TB	0	0	2	0
176136	176136	208082774	0	12	25 to 49	0	39	31	8	3	9	0	0	10 to 25 TB	0	0	4	0
176150	176150	208083748	1 to 4	3	5 to 9	0	9	8	1	2	3	0	0	25 to 50 TB	0	0	2	0
176151	176151	208083800	1 to 4	16	25 to 49	0	98	61	37	8	14	0	0	100 to 500 TB	0	0	3	0
176156	176156	208083930	1 to 4	5	5 to 9	0	13	9	4	2	3	0	0	100 to 500 TB	0	0	3	0
176159	176159	208084020	0	6	10 to 24	0	7	5	2	0	2	0	0	1 to 10 TB	0	0	4	0
176160	176160	208084035	0	2	1 to 4	0	6	5	1	0	2	0	0	1 to 10 TB	0	0	2	0
176165	176165	208084334	0	6	10 to 24	0	16	12	4	1	5	0	0	10 to 25 TB	0	0	2	0
176166	176166	208084362	0	1	1 to 4	0	9	6	3	0	2	0	0	1 to 10 TB	0	0	2	0
176175	176175	208084934	1 to 4	8	25 to 49	0	38	28	10	3	7	0	0	25 to 50 TB	0	0	4	0
176181	176181	208085069	1 to 4	5	10 to 24	0	22	14	8	3	5	0	0	100 to 500 TB	0	0	3	0
176192	176192	208085493	1 to 4	4	10 to 24	0	21	15	6	2	5	0	0	10 to 25 TB	0	0	2	0
176199	176199	208085729	0	2	5 to 9	0	7	4	3	0	3	0	0	50 to 100 TB	0	0	0	0
176209	176209	208085949	0	5	10 to 24	0	14	9	5	2	3	0	0	100 to 500 TB	0	0	3	0
176210	176210	208085961	1 to 4	2	5 to 9	0	13	11	2	3	3	0	0	10 to 25 TB	0	0	3	0
176211	176211	208085985	0	0		0	1	0	1	0	1	0	0	10 to 25 TB	0	0	0	0
176214	176214	208086046	1 to 4	4	10 to 24	0	12	10	2	1	3	0	0	10 to 25 TB	0	0	3	0
176227	176227	208086597	1 to 4	5	10 to 24	0	19	13	6	3	4	0	0	500 TB to 1 PB	0	0	3	0
176233	176233	208086698	1 to 4	3	10 to 24	0	22	19	3	5	4	0	0	50 to 100 TB	0	0	4	0
176238	176238	208086829		3	10 to 24	0	99	75	24	6	19	0	0	100 to 500 TB	0	0	3	0
176244	176244	208087068	1 to 4	3	5 to 9	0	8	7	1	2	3	0	0	25 to 50 TB	0	0	2	0
176246	176246	208087178	0	1	1 to 4	0	5	4	1	0	2	0	0	10 to 25 TB	0	0	2	0
176256	176256	208087357		9	10 to 24	0	20	13	7	3	4	0	0	100 to 500 TB	0	0	4	0
176259	176259	208087396	0	5	10 to 24	0	9	6	3	2	3	0	0	100 to 500 TB	0	0	2	0
176262	176262	208087525	0	1	1 to 4	0	1	0	1	0	1	0	0	1 to 10 TB	0	0	2	0
176283	176283	208087981	1 to 4	4	10 to 24	0	12	10	2	2	2	0	0	50 to 100 TB	0	0	3	0
176302	176302	208088467	0	2	1 to 4	0	6	3	3	0	2	0	0	100 to 500 TB	0	0	2	0
176306	176306	208088623	0	2	1 to 4	0	7	4	3	0	2	0	0	100 to 500 TB	0	0	2	0
176328	176328	208089354	1 to 4	8	10 to 24	0	36	28	8	4	9	0	0	10 to 25 TB	0	0	3	0
176333	176333	208089522	1 to 4	11	25 to 49	0	18	14	4	2	5	0	0	10 to 25 TB	0	0	4	0
176341	176341	208089960	0	1	1 to 4	0	8	6	2	0	2	0	0	25 to 50 TB	0	0	3	0
176343	176343	208090094	5 to 9	27	50 to 99	0	86	74	12	10	14	0	0	100 to 500 TB	0	0	7	0
176344	176344	208090117	0	5	5 to 9	0	9	8	1	2	3	0	0	1 to 10 TB	0	0	3	0
176345	176345	208090221	0	2	1 to 4	0	7	5	2	0	2	0	0	1 to 10 TB	0	0	3	0
176348	176348	208090498	1 to 4	10	25 to 49	0	55	44	11	5	12	0	0	10 to 25 TB	0	0	3	0
176359	176359	208090974	1 to 4	1	1 to 4	0	8	7	1	2	3	0	0	1 to 10 TB	0	0	2	0
176360	176360	208090977	1 to 4	4	10 to 24	0	66	49	17	5	9	0	0	50 to 100 TB	0	0	3	0
176365	176365	208091583	0	4	5 to 9	0	19	14	5	2	5	0	0	100 to 500 TB	0	0	3	0
176368	176368	208091645	1 to 4	3	5 to 9	0	12	8	4	2	3	0	0	100 to 500 TB	0	0	2	0
176369	176369	208091661	0	3	5 to 9	0	8	6	2	0	2	0	0	1 to 10 TB	0	0	2	0
176382	176382	208092313	1 to 4	0		0	23	20	3	4	3	0	0	100 to 500 TB	0	0	3	0
176384	176384	208092367	0	3	5 to 9	0	8	4	4	0	2	0	0	100 to 500 TB	0	0	2	0
176386	176386	208092468	0	4	5 to 9	0	9	6	3	1	3	0	0	25 to 50 TB	0	0	2	0
176391	176391	208092915	0	9	25 to 49	0	39	29	10	2	9	0	0	25 to 50 TB	0	0	4	0
176402	176402	208093374	0	2	5 to 9	0	10	7	3	1	2	0	0	1 to 10 TB	0	0	3	0
176406	176406	208093668	1 to 4	0	1 to 4	0	64	46	18	5	11	0	0	1 PB to 3 PB	0	0	0	0
176414	176414	208094097	1 to 4	5	10 to 24	0	30	22	8	2	7	0	0	25 to 50 TB	0	0	3	0
176416	176416	208094288	1 to 4	8	10 to 24	0	17	11	6	2	4	0	0	100 to 500 TB	0	0	3	0
176423	176423	208094488	1 to 4	5	5 to 9	0	21	14	7	2	4	0	0	100 to 500 TB	0	0	3	0
176424	176424	208094529	1 to 4	8	10 to 24	0	27	20	7	3	6	0	0	10 to 25 TB	0	0	4	0
176436	176436	208094936	1 to 4	30	50 to 99	0	48	32	16	4	11	0	0	100 to 500 TB	0	0	3	0
176437	176437	208094953	1 to 4	5	10 to 24	0	18	15	3	2	5	0	0	10 to 25 TB	0	0	3	0
176444	176444	208095405	0	2	5 to 9	0	9	7	2	0	3	0	0	25 to 50 TB	0	0	3	0
176446	176446	208095488	1 to 4	40	50 to 99	0	113	81	32	10	20	0	0	1 PB to 3 PB	0	0	7	0
176447	176447	208095494	0	3	5 to 9	0	8	4	4	0	2	0	0	100 to 500 TB	0	0	2	0
176456	176456	208095911	10 to 24	53	100 to 249	0	185	142	43	18	35	0	0	25 to 50 TB	0	0	10	0
176460	176460	208096070	1 to 4	19	50 to 99	0	76	62	14	5	13	0	0	100 to 500 TB	0	0	7	0
176461	176461	208096121	0	4	10 to 24	0	14	10	4	1	3	0	0	100 to 500 TB	0	0	3	0
176462	176462	208096122	5 to 9	26	100 to 249	0	246	187	59	11	36	0	0	100 to 500 TB	0	0	4	0
176464	176464	208096152	1 to 4	13	10 to 24	0	21	14	7	2	6	0	0	100 to 500 TB	0	0	3	0
176467	176467	208096298		59	250 to 499	0	315	239	76	8	58	0	0	500 TB to 1 PB	0	0	9	0
176468	176468	208096331	0	3	5 to 9	0	8	4	4	0	2	0	0	100 to 500 TB	0	0	2	0
176470	176470	208096445	1 to 4	4	5 to 9	0	11	9	2	2	3	0	0	50 to 100 TB	0	0	3	0
176474	176474	208096650	1 to 4	16	50 to 99	0	61	50	11	5	12	0	0	50 to 100 TB	0	0	5	0
