level_0	index	SITEID	IT_STAFF	WIRELESS_USERS	INTERNET_USERS	DEVELOPERS	PCS	DESKTOPS	LAPTOPS	SERVERS	PRINTERS	COLOR_PRINTERS	MULTIFUNC_PRINTERS	STORAGE	EXTENSIONS	CALLCENTER_CALLERS	NETWORK_LINES	ROUTERS
179845	179845	208113272	1 to 4	0			32	23	9	3	7	0	0	25 to 50 TB	0	0	0	0
179848	179848	208113300		0			30	22	8	5	7	0	0	10 to 25 TB	0	0	0	0
179856	179856	208113394	1 to 4	0			19	16	3	3	7	0	0	10 to 25 TB	0	0	0	0
179864	179864	208113489	1 to 4	0			39	33	6	8	7	0	0	25 to 50 TB	0	0	0	0
179868	179868	208113579	10 to 24	0			331	274	57	30	59	0	0	500 TB to 1 PB	0	0	0	0
179874	179874	208113660	1 to 4	0			44	29	15	2	7	0	0	100 to 500 TB	0	0	0	0
179877	179877	208113706	0	0			5	4	1	0	2	0	0	50 to 100 TB	0	0	0	0
179881	179881	208113770	0	0			4	3	1	0	2	0	0	10 to 25 TB	0	0	0	0
179882	179882	208113772	0	0			9	6	3	1	3	0	0	50 to 100 TB	0	0	0	0
179883	179883	208113779	10 to 24	0			33	29	4	3	8	0	0	50 to 100 TB	0	0	0	0
179886	179886	208113814	100 to 249	0			1026	714	312	207	137	0	0	100 to 500 TB	0	0	0	0
179888	179888	208113821	1 to 4	0			26	22	4	3	7	0	0	10 to 25 TB	0	0	0	0
179891	179891	208113875	10 to 24	0			431	328	103	17	63	0	0	500 TB to 1 PB	0	0	0	0
179895	179895	208113971	0	0			6	5	1	0	2	0	0	1 to 10 TB	0	0	0	0
179896	179896	208113996	1 to 4	0			111	84	27	10	19	0	0	100 to 500 TB	0	0	0	0
179900	179900	208114040	0	0			1	0	1	0	1	0	0	10 to 25 TB	0	0	0	0
179905	179905	208114163	0	0			8	6	2	0	2	0	0	25 to 50 TB	0	0	0	0
179908	179908	208114235	0	0			9	8	1	0	2	0	0	25 to 50 TB	0	0	0	0
179926	179926	208114556	0	0			7	6	1	0	2	0	0	25 to 50 TB	0	0	0	0
179932	179932	208114584	5 to 9	0			97	84	13	12	20	0	0	50 to 100 TB	0	0	0	0
179937	179937	208114643	0	0			4	3	1	0	2	0	0	1 to 10 TB	0	0	0	0
179939	179939	208114698	1 to 4	0			23	19	4	7	5	0	0	100 to 500 TB	0	0	0	0
179942	179942	208114806	0	0			10	8	2	0	4	0	0	1 to 10 TB	0	0	0	0
179946	179946	208114901	1 to 4	0			10	8	2	1	3	0	0	50 to 100 TB	0	0	0	0
180116	180116	208114932	0	0			7	5	2	0	2	0	0	100 to 500 TB	0	0	0	0
180120	180120	208115025	0	0			6	5	1	0	2	0	0	1 to 10 TB	0	0	0	0
180123	180123	208115041	1 to 4	0			32	25	7	3	8	0	0	10 to 25 TB	0	0	0	0
180126	180126	208115073	1 to 4	0			76	58	18	7	13	0	0	100 to 500 TB	0	0	0	0
180127	180127	208115074	1 to 4	0			65	48	17	4	11	0	0	50 to 100 TB	0	0	0	0
180145	180145	208115303	0	0			6	5	1	0	2	0	0	10 to 25 TB	0	0	0	0
180148	180148	208115341	1 to 4	0			47	42	5	11	4	0	0	1 PB to 3 PB	0	0	0	0
180150	180150	208115382	1 to 4	0			73	62	11	14	11	0	0	100 to 500 TB	0	0	0	0
180151	180151	208115393	0	0			6	3	3	0	2	0	0	100 to 500 TB	0	0	0	0
180152	180152	208115403	0	0			8	6	2	0	2	0	0	1 to 10 TB	0	0	0	0
180154	180154	208115438	1 to 4	0			22	16	6	3	6	0	0	10 to 25 TB	0	0	0	0
180162	180162	208115573	1 to 4	0			23	19	4	3	7	0	0	10 to 25 TB	0	0	0	0
180168	180168	208115606	1 to 4	0			23	19	4	3	7	0	0	10 to 25 TB	0	0	0	0
180232	180232	208115729	1 to 4	0			12	9	3	1	4	0	0	25 to 50 TB	0	0	0	0
180233	180233	208115738	5 to 9	0			114	99	15	14	22	0	0	50 to 100 TB	0	0	0	0
180238	180238	208115816	0	0			11	7	4	1	4	0	0	50 to 100 TB	0	0	0	0
180245	180245	208115871	0	0			6	5	1	0	2	0	0	10 to 25 TB	0	0	0	0
180251	180251	208115987	0	0			8	5	3	1	3	0	0	50 to 100 TB	0	0	0	0
180258	180258	208116155	1 to 4	0			22	16	6	3	6	0	0	10 to 25 TB	0	0	0	0
180259	180259	208116169	0	0			1	0	1	0	1	0	0	1 to 10 TB	0	0	0	0
180260	180260	208116207	1 to 4	0			56	47	9	7	14	0	0	25 to 50 TB	0	0	0	0
180275	180275	208116441	0	0			10	8	2	1	3	0	0	1 to 10 TB	0	0	0	0
180280	180280	208116494	0	0			6	4	2	0	2	0	0	1 to 10 TB	0	0	0	0
180874	180874	208034222	1 to 4	4	10 to 24	0	31	23	8	2	6	0	0	25 to 50 TB	0	0	3	0
180881	180881	208034508	0	1	1 to 4	0	1	0	1	0	1	0	0	1 to 10 TB	0	0	2	0
180886	180886	208034644	0	5	10 to 24	0	33	24	9	6	9	0	0	10 to 25 TB	0	0	3	0
180890	180890	208034715	0	6	10 to 24	0	5	4	1	0	2	0	0	1 to 10 TB	0	0	3	0
180891	180891	208034722	1 to 4	2	1 to 4	0	78	60	18	15	22	0	0	1 to 10 TB	0	0	2	0
180897	180897	208034829	1 to 4	2	5 to 9	0	15	11	4	2	4	0	0	50 to 100 TB	0	0	3	0
180904	180904	208035073	1 to 4	2	10 to 24	0	22	19	3	5	4	0	0	50 to 100 TB	0	0	4	0
180910	180910	208035265	1 to 4	2	5 to 9	0	15	11	4	2	4	0	0	50 to 100 TB	0	0	3	0
181094	181094	208035526	1 to 4	14	25 to 49	0	43	32	11	5	9	0	0	10 to 25 TB	0	0	4	0
181104	181104	208035848	1 to 4	16	25 to 49	0	42	28	14	6	7	0	0	100 to 500 TB	0	0	3	0
181106	181106	208035938	0	2	5 to 9	0	6	4	2	0	2	0	0	100 to 500 TB	0	0	3	0
181107	181107	208035992	0	4	5 to 9	0	6	5	1	0	2	0	0	1 to 10 TB	0	0	3	0
181109	181109	208036045	0	3	5 to 9	0	8	4	4	0	2	0	0	100 to 500 TB	0	0	2	0
181110	181110	208036102	0	2	1 to 4	0	8	5	3	1	3	0	0	100 to 500 TB	0	0	3	0
181116	181116	208036523	0	4	10 to 24	0	17	14	3	2	5	0	0	1 to 10 TB	0	0	5	0
181125	181125	208036859	1 to 4	5	25 to 49	0	41	31	10	4	8	0	0	100 to 500 TB	0	0	4	0
181131	181131	208037021	1 to 4	3	5 to 9	0	13	10	3	2	4	0	0	1 to 10 TB	0	0	2	0
181133	181133	208037059	1 to 4	4	10 to 24	0	17	14	3	2	5	0	0	10 to 25 TB	0	0	3	0
181138	181138	208037249	25 to 49	61	100 to 249	0	188	138	50	69	28	0	0	100 to 500 TB	0	0	9	0
181388	181388	208037883	1 to 4	6	10 to 24	0	15	10	5	3	3	0	0	100 to 500 TB	0	0	4	0
181389	181389	208037896	1 to 4	3	10 to 24	0	29	25	4	7	5	0	0	100 to 500 TB	0	0	4	0
181396	181396	208038124	0	2	1 to 4	0	7	5	2	0	2	0	0	1 to 10 TB	0	0	3	0
181397	181397	208038135	0	13	10 to 24	0	32	22	10	5	5	0	0	50 to 100 TB	0	0	3	0
181398	181398	208038155	1 to 4	4	5 to 9	0	12	10	2	2	3	0	0	25 to 50 TB	0	0	3	0
181399	181399	208038160	1 to 4	3	5 to 9	0	16	14	2	3	4	0	0	50 to 100 TB	0	0	3	0
181400	181400	208038218	1 to 4	12	25 to 49	0	39	33	6	5	10	0	0	25 to 50 TB	0	0	6	0
181410	181410	208038764	1 to 4	4	5 to 9	0	12	9	3	1	4	0	0	1 to 10 TB	0	0	2	0
181413	181413	208039061	0	2	1 to 4	0	7	5	2	0	3	0	0	10 to 25 TB	0	0	2	0
181414	181414	208039066	1 to 4	3	5 to 9	0	10	7	3	1	2	0	0	1 to 10 TB	0	0	2	0
181415	181415	208039112	1 to 4	3	10 to 24	0	41	31	10	4	8	0	0	100 to 500 TB	0	0	3	0
181416	181416	208039115	10 to 24	33	50 to 99	0	200	165	35	19	36	0	0	100 to 500 TB	0	0	7	0
181417	181417	208039131	1 to 4	4	10 to 24	0	65	49	16	6	12	0	0	100 to 500 TB	0	0	4	0
181421	181421	208039224	1 to 4	3	10 to 24	0	25	20	5	4	6	0	0	100 to 500 TB	0	0	3	0
181759	181759	208039329	1 to 4	4	5 to 9	0	14	10	4	2	4	0	0	1 to 10 TB	0	0	2	0
181764	181764	208039456	0	5	5 to 9	0	12	8	4	2	3	0	0	100 to 500 TB	0	0	3	0
181765	181765	208039498	1 to 4	11	25 to 49	0	54	40	14	3	9	0	0	50 to 100 TB	0	0	3	0
181781	181781	208041247	0	4	5 to 9	0	6	5	1	0	2	0	0	1 to 10 TB	0	0	3	0
181787	181787	208041433	0	2	5 to 9	0	8	6	2	0	2	0	0	25 to 50 TB	0	0	2	0
181797	181797	208041802	1 to 4	4	10 to 24	0	19	15	4	3	4	0	0	100 to 500 TB	0	0	3	0
181801	181801	208042030	0	3	5 to 9	0	6	5	1	1	2	0	0	1 to 10 TB	0	0	2	0
182137	182137	208116512	1 to 4	0			28	24	4	4	8	0	0	10 to 25 TB	0	0	0	0
182148	182148	208116749	0	0			15	13	2	2	4	0	0	1 to 10 TB	0	0	0	0
182155	182155	208116801		0			33	29	4	4	4	0	0	100 to 500 TB	0	0	0	0
182157	182157	208116834	0	0			8	6	2	0	2	0	0	25 to 50 TB	0	0	0	0
182158	182158	208116836	1 to 4	0			26	19	7	3	6	0	0	10 to 25 TB	0	0	0	0
182162	182162	208116849	0	0			9	7	2	0	2	0	0	1 to 10 TB	0	0	0	0
182168	182168	208116968	0	0			5	4	1	0	2	0	0	10 to 25 TB	0	0	0	0
182249	182249	208042170	0	4	1 to 4	0	7	4	3	0	2	0	0	10 to 25 TB	0	0	2	0
182250	182250	208042185	0	2	5 to 9	0	8	7	1	1	3	0	0	1 to 10 TB	0	0	2	0
182256	182256	208042328	1 to 4	2	5 to 9	0	13	10	3	1	4	0	0	1 to 10 TB	0	0	4	0
182267	182267	208042549	0	17	25 to 49	0	22	14	8	2	7	0	0	100 to 500 TB	0	0	3	0
182268	182268	208042561	1 to 4	2	1 to 4	0	12	9	3	1	4	0	0	1 to 10 TB	0	0	3	0
182284	182284	208042958	0	8	25 to 49	0	62	46	16	3	9	0	0	25 to 50 TB	0	0	3	0
182287	182287	208042992	0	8	25 to 49	0	62	46	16	3	9	0	0	25 to 50 TB	0	0	3	0
182294	182294	208043265	1 to 4	12	25 to 49	0	29	19	10	3	6	0	0	100 to 500 TB	0	0	4	0
182297	182297	208043427	0	1	5 to 9	0	9	7	2	0	2	0	0	25 to 50 TB	0	0	3	0
182298	182298	208043477	0	2	1 to 4	0	6	5	1	0	2	0	0	1 to 10 TB	0	0	2	0
182300	182300	208043524	0	8	25 to 49	0	62	46	16	3	9	0	0	25 to 50 TB	0	0	3	0
182474	182474	208043987	1 to 4	2	5 to 9	0	42	31	11	3	9	0	0	25 to 50 TB	0	0	2	0
182475	182475	208044048	0	2	1 to 4	0	10	7	3	0	5	0	0	1 to 10 TB	0	0	2	0
182487	182487	208044659	1 to 4	15	50 to 99	0	130	96	34	8	19	0	0	100 to 500 TB	0	0	3	0
182489	182489	208044797	1 to 4	7	10 to 24	0	17	11	6	2	4	0	0	100 to 500 TB	0	0	3	0
182490	182490	208044828	10 to 24	54	50 to 99	0	479	396	83	122	129	0	0	500 TB to 1 PB	0	0	10	0
182491	182491	208044829	0	1	1 to 4	0	6	5	1	0	2	0	0	10 to 25 TB	0	0	2	0
182501	182501	208045368	1 to 4	8	10 to 24	0	17	11	6	2	4	0	0	100 to 500 TB	0	0	3	0
182509	182509	208045661	1 to 4	3	5 to 9	0	13	10	3	2	3	0	0	50 to 100 TB	0	0	3	0
182524	182524	208117235	5 to 9	0			125	77	48	13	17	0	0	100 to 500 TB	0	0	0	0
182530	182530	208117357	0	0			17	11	6	2	5	0	0	100 to 500 TB	0	0	0	0
182533	182533	208117375	0	0			10	8	2	1	4	0	0	1 to 10 TB	0	0	0	0
182536	182536	208117409	1 to 4	0			127	110	17	17	26	0	0	50 to 100 TB	0	0	0	0
182544	182544	208117548	1 to 4	0			19	16	3	3	5	0	0	10 to 25 TB	0	0	0	0
182547	182547	208117566	0	0			4	3	1	0	2	0	0	10 to 25 TB	0	0	0	0
182553	182553	208117614	0	0			3	2	1	0	2	0	0	1 to 10 TB	0	0	0	0
182563	182563	208117824	0	0			6	5	1	0	2	0	0	25 to 50 TB	0	0	0	0
182572	182572	208118042	0	0			10	8	2	1	4	0	0	1 to 10 TB	0	0	0	0
182575	182575	208118078	1 to 4	0			11	8	3	1	4	0	0	1 to 10 TB	0	0	0	0
182747	182747	208046255	0	0	5 to 9	0	8	5	3	1	3	0	0	50 to 100 TB	0	0	0	0
182757	182757	208046537	25 to 49	162	250 to 499	0	510	316	194	100	74	0	0	1 PB to 3 PB	0	0	10	0
182760	182760	208046678	1 to 4	6	10 to 24	0	25	21	4	5	5	0	0	100 to 500 TB	0	0	3	0
182761	182761	208046713	0	3	5 to 9	0	8	5	3	1	3	0	0	50 to 100 TB	0	0	2	0
182768	182768	208047229	0	1	1 to 4	0	8	6	2	0	2	0	0	25 to 50 TB	0	0	2	0
182769	182769	208047272	1 to 4	4	5 to 9	0	11	8	3	1	4	0	0	1 to 10 TB	0	0	3	0
182771	182771	208047365	0	6	10 to 24	0	6	5	1	1	3	0	0	1 to 10 TB	0	0	3	0
182774	182774	208047470	0	2	1 to 4	0	6	3	3	0	2	0	0	100 to 500 TB	0	0	2	0
182776	182776	208047533	0	5	10 to 24	0	53	39	14	3	11	0	0	25 to 50 TB	0	0	3	0
182777	182777	208047543	1 to 4	12	10 to 24	0	43	32	11	7	9	0	0	10 to 25 TB	0	0	3	0
182783	182783	208047730	0	2	5 to 9	0	8	6	2	1	2	0	0	1 to 10 TB	0	0	2	0
182785	182785	208047763	0	1	1 to 4	0	11	9	2	0	3	0	0	25 to 50 TB	0	0	2	0
182790	182790	208047918	1 to 4	20	25 to 49	0	43	28	15	5	7	0	0	100 to 500 TB	0	0	4	0
182824	182824	208118576	0	0			6	5	1	0	2	0	0	25 to 50 TB	0	0	0	0
182839	182839	208118707	1 to 4	0			19	16	3	2	5	0	0	10 to 25 TB	0	0	0	0
182841	182841	208118723	1 to 4	0			31	20	11	3	6	0	0	100 to 500 TB	0	0	0	0
182842	182842	208118740	0	0			7	5	2	0	2	0	0	1 to 10 TB	0	0	0	0
182849	182849	208118855	0	0			15	8	7	0	5	0	0	10 to 25 TB	0	0	0	0
183072	183072	208048299	0	4	10 to 24	0	14	12	2	2	4	0	0	1 to 10 TB	0	0	3	0
183075	183075	208048327	1 to 4	2	5 to 9	0	9	8	1	1	3	0	0	1 to 10 TB	0	0	2	0
183078	183078	208048650	0	2	5 to 9	0	8	6	2	1	2	0	0	1 to 10 TB	0	0	2	0
183082	183082	208048889	1 to 4	3	10 to 24	0	37	27	10	4	8	0	0	100 to 500 TB	0	0	3	0
183085	183085	208048955	0	3	10 to 24	0	20	15	5	1	5	0	0	10 to 25 TB	0	0	2	0
183088	183088	208049027	1 to 4	5	10 to 24	0	13	10	3	2	4	0	0	1 to 10 TB	0	0	3	0
183091	183091	208049246	0	8	10 to 24	0	9	7	2	1	4	0	0	100 to 500 TB	0	0	3	0
183098	183098	208049513		4	5 to 9	0	51	38	13	6	9	0	0	10 to 25 TB	0	0	3	0
183117	183117	208051119	1 to 4	1	1 to 4	0	19	14	5	2	4	0	0	1 to 10 TB	0	0	2	0
183124	183124	208118887	0	0			9	6	3	1	3	0	0	50 to 100 TB	0	0	0	0
183141	183141	208119090	0	0			5	4	1	0	2	0	0	50 to 100 TB	0	0	0	0
183149	183149	208119182	0	0			26	19	7	2	6	0	0	100 to 500 TB	0	0	0	0
183152	183152	208119193	0	0			5	4	1	0	2	0	0	10 to 25 TB	0	0	0	0
183153	183153	208119195	5 to 9	0			134	111	23	13	24	0	0	100 to 500 TB	0	0	0	0
183154	183154	208119204	0	0			1	0	1	0	1	0	0	10 to 25 TB	0	0	0	0
183169	183169	208119517	1 to 4	0			15	11	4	2	4	0	0	50 to 100 TB	0	0	0	0
183171	183171	208119523	1 to 4	0			12	9	3	1	4	0	0	1 to 10 TB	0	0	0	0
183172	183172	208119525	1 to 4	0			14	9	5	2	3	0	0	100 to 500 TB	0	0	0	0
183286	183286	208051475	0	9	10 to 24	0	11	7	4	1	4	0	0	50 to 100 TB	0	0	2	0
183288	183288	208051526	1 to 4	3	5 to 9	0	13	10	3	2	4	0	0	1 to 10 TB	0	0	4	0
183289	183289	208051540		3	1 to 4	0	35	30	5	5	9	0	0	25 to 50 TB	0	0	3	0
183291	183291	208051721	0	3	5 to 9	0	8	5	3	1	3	0	0	100 to 500 TB	0	0	3	0
183293	183293	208051738	1 to 4	12	25 to 49	0	46	33	13	5	8	0	0	1 PB to 3 PB	0	0	4	0
183294	183294	208051762	0	3	5 to 9	0	8	5	3	1	3	0	0	100 to 500 TB	0	0	3	0
183295	183295	208051788	0	5	5 to 9	0	11	7	4	2	3	0	0	100 to 500 TB	0	0	2	0
183296	183296	208052074	0	2	1 to 4	0	5	3	2	0	2	0	0	100 to 500 TB	0	0	2	0
183297	183297	208052110	0	2	5 to 9	0	9	6	3	2	2	0	0	50 to 100 TB	0	0	3	0
183298	183298	208052130	1 to 4	5	5 to 9	0	8	6	2	1	2	0	0	25 to 50 TB	0	0	3	0
183303	183303	208052326	0	6	10 to 24	0	14	10	4	1	5	0	0	100 to 500 TB	0	0	3	0
183306	183306	208052437	0	1	1 to 4	0	1	0	1	0	1	0	0	1 to 10 TB	0	0	4	0
183312	183312	208052613	0	13	10 to 24	0	13	9	4	1	4	0	0	100 to 500 TB	0	0	3	0
183317	183317	208052824	1 to 4	11	10 to 24	0	25	21	4	4	7	0	0	25 to 50 TB	0	0	5	0
183323	183323	208053129	1 to 4	10	10 to 24	0	28	18	10	5	6	0	0	100 to 500 TB	0	0	3	0
183332	183332	208053806	0	3	1 to 4	0	10	8	2	0	4	0	0	1 to 10 TB	0	0	2	0
183552	183552	208119574	0	0			10	8	2	0	3	0	0	1 to 10 TB	0	0	0	0
183557	183557	208119668	0	0			0	0	0	0	0	0	0		0	0	0	0
183558	183558	208119678	1 to 4	0			98	76	22	9	19	0	0	10 to 25 TB	0	0	0	0
183561	183561	208119709	0	0			7	4	3	0	2	0	0	100 to 500 TB	0	0	0	0
183562	183562	208119731	0	0			6	5	1	0	2	0	0	25 to 50 TB	0	0	0	0
183569	183569	208119850	1 to 4	0			12	9	3	2	4	0	0	25 to 50 TB	0	0	0	0
183585	183585	208120140	1 to 4	0			17	11	6	2	4	0	0	100 to 500 TB	0	0	0	0
183586	183586	208120162	0	0			10	7	3	1	3	0	0	50 to 100 TB	0	0	0	0
183596	183596	208120396	0	0			8	6	2	1	2	0	0	1 to 10 TB	0	0	0	0
183602	183602	208120444	0	0			1	0	1	0	1	0	0	1 to 10 TB	0	0	0	0
185104	185104	208054191	0	3	5 to 9	0	10	7	3	2	3	0	0	100 to 500 TB	0	0	2	0
185109	185109	208054523	1 to 4	6	25 to 49	0	51	38	13	3	9	0	0	25 to 50 TB	0	0	3	0
185112	185112	208054653	0	2	1 to 4	0	7	4	3	0	2	0	0	100 to 500 TB	0	0	2	0
185114	185114	208054744	0	3	5 to 9	0	24	18	6	1	6	0	0	10 to 25 TB	0	0	3	0
185115	185115	208054790	1 to 4	3	5 to 9	0	23	20	3	2	5	0	0	100 to 500 TB	0	0	2	0
185118	185118	208054983	0	2	1 to 4	0	8	6	2	1	2	0	0	1 to 10 TB	0	0	2	0
185119	185119	208054984	0	4	5 to 9	0	11	7	4	1	3	0	0	50 to 100 TB	0	0	3	0
185134	185134	208055286	25 to 49	131	250 to 499	0	471	420	51	61	82	0	0	100 to 500 TB	0	0	15	0
185143	185143	208055680	1 to 4	16	50 to 99	0	94	71	23	9	17	0	0	100 to 500 TB	0	0	5	0
185155	185155	208056151	0	7	10 to 24	0	26	22	4	2	7	0	0	10 to 25 TB	0	0	7	0
185764	185764	208056321	0	3	5 to 9	0	8	5	3	1	3	0	0	100 to 500 TB	0	0	2	0
185784	185784	208057013	0	2	1 to 4	0	10	5	5	0	4	0	0	1 to 10 TB	0	0	2	0
185786	185786	208057284	1 to 4	7	10 to 24	0	16	11	5	2	3	0	0	100 to 500 TB	0	0	4	0
185787	185787	208057294	0	7	10 to 24	0	8	4	4	0	2	0	0	100 to 500 TB	0	0	4	0
185790	185790	208057418	0	2	1 to 4	0	9	6	3	0	4	0	0	25 to 50 TB	0	0	3	0
185792	185792	208057502	0	3	5 to 9	0	9	6	3	2	3	0	0	100 to 500 TB	0	0	2	0
185804	185804	208058087	0	2	5 to 9	0	8	6	2	1	2	0	0	100 to 500 TB	0	0	2	0
185813	185813	208058720	1 to 4	5	5 to 9	0	14	10	4	2	4	0	0	1 to 10 TB	0	0	2	0
185925	185925	208058909	1 to 4	12	10 to 24	0	30	23	7	4	6	0	0	500 TB to 1 PB	0	0	3	0
185927	185927	208058947	1 to 4	9	10 to 24	0	77	55	22	6	14	0	0	1 PB to 3 PB	0	0	4	0
185936	185936	208059365	0	2	1 to 4	0	7	4	3	0	2	0	0	100 to 500 TB	0	0	2	0
185938	185938	208059433	0	2	1 to 4	0	7	4	3	0	2	0	0	100 to 500 TB	0	0	2	0
185941	185941	208059654	0	3	1 to 4	0	8	4	4	0	2	0	0	100 to 500 TB	0	0	3	0
185943	185943	208059719	0	3	5 to 9	0	10	6	4	0	2	0	0	100 to 500 TB	0	0	2	0
185967	185967	208061125	0	2	1 to 4	0	6	5	1	0	2	0	0	1 to 10 TB	0	0	2	0
185969	185969	208061182	1 to 4	11	25 to 49	0	28	21	7	2	5	0	0	25 to 50 TB	0	0	4	0
185970	185970	208061189	1 to 4	13	25 to 49	0	38	28	10	4	7	0	0	10 to 25 TB	0	0	5	0
185971	185971	208061193	0	12	25 to 49	0	30	21	9	2	6	0	0	100 to 500 TB	0	0	4	0
186022	186022	207157582		22	25 to 49	0	45	30	15	5	7	0	0	100 to 500 TB	0	0	4	0
187527	187527	208061339	1 to 4	6	10 to 24	0	26	19	7	3	6	0	0	500 TB to 1 PB	0	0	4	0
187533	187533	208061538	0	3	10 to 24	0	13	10	3	1	3	0	0	50 to 100 TB	0	0	3	0
187536	187536	208061553	10 to 24	18	50 to 99	0	207	177	30	56	39	0	0	100 to 500 TB	0	0	5	0
187537	187537	208061585	5 to 9	13	25 to 49	0	28	25	3	2	6	0	0	25 to 50 TB	0	0	4	0
187541	187541	208061819	0	1	1 to 4	0	0	0	0	0	0	0	0		0	0	2	0
187545	187545	208061859		1	1 to 4	0	19	16	3	3	4	0	0	50 to 100 TB	0	0	2	0
187547	187547	208061945	5 to 9	51	100 to 249	0	215	154	61	28	37	0	0	1 PB to 3 PB	0	0	6	0
187555	187555	208062220	1 to 4	43	100 to 249	0	186	154	32	11	34	0	0	100 to 500 TB	0	0	6	0
187559	187559	208062386	0	1	1 to 4	0	30	22	8	1	6	0	0	1 to 10 TB	0	0	2	0
187561	187561	208062425	0	1	1 to 4	0	1	0	1	0	1	0	0	1 to 10 TB	0	0	2	0
187569	187569	208062994	10 to 24	81	100 to 249	0	248	153	95	47	36	0	0	1 PB to 3 PB	0	0	7	0
187570	187570	208063008	0	1	1 to 4	0	1	0	1	0	1	0	0	50 to 100 TB	0	0	2	0
187572	187572	208063066	0	2	5 to 9	0	9	7	2	0	2	0	0	25 to 50 TB	0	0	3	0
187902	187902	208063211	1 to 4	35	100 to 249	0	173	132	41	4	31	0	0	100 to 500 TB	0	0	6	0
187903	187903	208063252	1 to 4	15	50 to 99	0	51	42	9	3	10	0	0	100 to 500 TB	0	0	5	0
187904	187904	208063291	0	3	5 to 9	0	8	5	3	1	3	0	0	100 to 500 TB	0	0	2	0
187915	187915	208063610	0	2	5 to 9	0	0	0	0	0	0	0	0		0	0	3	0
187916	187916	208063613		2	1 to 4	0	85	65	20	6	16	0	0	50 to 100 TB	0	0	2	0
187919	187919	208063804	0	1	1 to 4	0	6	5	1	0	2	0	0	25 to 50 TB	0	0	2	0
187948	187948	208064307	5 to 9	29	50 to 99	0	91	70	21	8	17	0	0	25 to 50 TB	0	0	8	0
188080	188080	208120845	1 to 4	0			13	11	2	2	4	0	0	10 to 25 TB	0	0	0	0
188081	188081	208120846	0	0			5	4	1	0	2	0	0	10 to 25 TB	0	0	0	0
188082	188082	208120888	1 to 4	0			47	36	11	4	9	0	0	25 to 50 TB	0	0	0	0
188084	188084	208120925	0	0			7	6	1	0	2	0	0	25 to 50 TB	0	0	0	0
188092	188092	208121146	0	0			7	5	2	0	2	0	0	100 to 500 TB	0	0	0	0
188094	188094	208121178	0	0			1	0	1	0	1	0	0	10 to 25 TB	0	0	0	0
188098	188098	208121223	0	0			6	4	2	0	2	0	0	1 to 10 TB	0	0	0	0
188104	188104	208121306	1 to 4	0			21	14	7	3	5	0	0	100 to 500 TB	0	0	0	0
188106	188106	208121341	1 to 4	0			12	10	2	2	4	0	0	1 to 10 TB	0	0	0	0
188112	188112	208121424	0	0			6	5	1	0	2	0	0	1 to 10 TB	0	0	0	0
188113	188113	208121441	0	0			10	8	2	0	4	0	0	1 to 10 TB	0	0	0	0
188120	188120	208064388	1 to 4	4	5 to 9	0	15	10	5	2	3	0	0	100 to 500 TB	0	0	2	0
188284	188284	208065242	1 to 4	1	1 to 4	0	8	6	2	1	3	0	0	50 to 100 TB	0	0	2	0
188326	188326	208065735	1 to 4	10	10 to 24	0	25	20	5	4	3	0	0	100 to 500 TB	0	0	3	0
188330	188330	208065795	0	7	10 to 24	0	13	9	4	1	5	0	0	100 to 500 TB	0	0	3	0
188336	188336	208065825	1 to 4	0		0	68	46	22	9	8	0	0	25 to 50 TB	0	0	3	0
188502	188502	208065844	1 to 4	9	10 to 24	0	80	53	27	8	12	0	0	500 TB to 1 PB	0	0	4	0
188519	188519	208066075	0	4	5 to 9	0	13	9	4	1	5	0	0	100 to 500 TB	0	0	3	0
188557	188557	208066627	0	1	1 to 4	0	14	8	6	0	3	0	0	1 to 10 TB	0	0	2	0
188779	188779	208066669	0	5	5 to 9	0	8	4	4	0	2	0	0	100 to 500 TB	0	0	2	0
188780	188780	208066699	1 to 4	1	10 to 24	0	14	12	2	2	3	0	0	50 to 100 TB	0	0	2	0
188783	188783	208066767	0	5	10 to 24	0	8	6	2	1	2	0	0	1 to 10 TB	0	0	4	0
188786	188786	208066904	1 to 4	4	10 to 24	0	17	13	4	2	6	0	0	1 to 10 TB	0	0	3	0
188792	188792	208067063	0	6	10 to 24	0	12	10	2	0	3	0	0	1 to 10 TB	0	0	3	0
188794	188794	208067109	0	4	5 to 9	0	11	7	4	2	3	0	0	100 to 500 TB	0	0	2	0
188795	188795	208067169	0	24	25 to 49	0	26	17	9	2	8	0	0	100 to 500 TB	0	0	3	0
188797	188797	208067197	1 to 4	0		0	14	12	2	2	4	0	0	10 to 25 TB	0	0	4	0
188802	188802	208067360	5 to 9	24	100 to 249	0	254	193	61	14	41	0	0	100 to 500 TB	0	0	4	0
188804	188804	208067450	1 to 4	3	5 to 9	0	9	7	2	1	2	0	0	1 to 10 TB	0	0	3	0
188809	188809	208067647	0	1	1 to 4	0	7	6	1	0	2	0	0	10 to 25 TB	0	0	2	0
188815	188815	208067846	1 to 4	15	25 to 49	0	61	45	16	8	11	0	0	10 to 25 TB	0	0	4	0
188816	188816	208067858	0	10	25 to 49	0	43	32	11	3	9	0	0	25 to 50 TB	0	0	4	0
188820	188820	208068148	0	18	25 to 49	0	12	10	2	1	4	0	0	1 to 10 TB	0	0	5	0
