level_0	index	SITEID	CLOUD_COMPUTING_PLS	PCS_PLS	DAS_PLS	NAS_PLS	SAN_PLS	COMPLIANCE_PLS	WINDOWS7_ADOPTION_PLS	ASSET_MGMT_SW_PLS	CRM_SW_ILS	DOC_MGMT_SW_ILS	DOC_MGMT_SW_PLS	TABLET_PLS	INFRASTRUCTURE_AS_A_SERVICE_PLS	SURVEILLANCE_PRES	SURVEILLANCE_MANUF	SURVEILLANCE_INIT	DATA_LOSS_PREVENTION_PLS	DIGITAL_SIGNAGE_PLS	MESSAGING_SECURITY_PLS	PLATFORM_AS_A_SERVICE_PLS	SMARTPHONE_PLS	DESKTOP_PRINTERS	NETWORK_PRINTERS	SMARTPHONE_USERS	TABLETS	WORKSTATIONS	ENT_DESKTOP_PRINTERS	ENT_NETWORK_PRINTERS	ENT_SMARTPHONE_USERS	ENT_TABLETS	ENT_WORKSTATIONS	PERIPHERAL_BUDGET	ENT_PERIPHERAL_BUDGET	FILE_PRINT_SERVER_ILS	WEB_SERVER_ILS	APPLICATION_SERVER_ILS	EMAIL_SERVER_ILS	DATABASE_SERVER_ILS	TABLET_ILS	CLOUD_COMPUTING_ILS	DBMS_INIT	MULTIFUNCTION_PRINTER_INIT	IDACCESS_SW_INIT	ROUTER_INIT	VPN_INIT	ERP_CRM_SW_PRES	ERP_ACCOUNTING_SW_PRES	ERP_HUMAN_RES_SW_PRES	ERP_SUPPLY_CHAIN_SW_PRES	ERP_UNSPEC_SW_PRES	ACCOUNTING_SW_INIT	HUMAN_RES_SW_INIT	SUPPLY_CHAIN_SW_INIT	XP_MIGRATION_INIT	REVEN_REVISED
287338	287338	208104248																						0	0	0	0	0	<	<	0	<	<	0	<																						0.1
287343	287343	208104261																						0	0	0	0	0	<	<	<	<	<	0	<																						0.1
287345	287345	208104265																						3	5	0	0	2	<	2	0	<	1	1000	<																						0.3
287355	287355	208104289																						0	0	0	0	0	<	<	0	<	<	0	<																						0.1
287356	287356	208104291																						0	0	0	0	0	<	<	0	<	<	0	<																						0.2
287358	287358	208104294																						0	0	0	0	0	<	<	0	<	<	0	<																						0.2
287362	287362	208104303																						0	0	0	0	0						0																							0.1
287364	287364	208104307																						0	0	0	0	0						0																							0.2
287367	287367	208104311																						0	0	0	0	0						0																							0.3
287371	287371	208104315																						1	0	0	0	0	<	<	0	<	<	1000	<																						0.1
287375	287375	208104321																						0	0	0	0	0	<	<	0	<	<	0	<																						0.1
287379	287379	208104325																						0	0	0	0	0	<	<	0	<	<	1000	<																						0.1
287380	287380	208104332																						0	0	0	0	0						0																							0.1
287384	287384	208104336																						0	0	0	0	0						0																							0.3
287389	287389	208104341																						2	3	0	0	3	<	<	0	<	<	3000	<																						0.3
287394	287394	208104351	2	1	2	3	3	2	3	2	4	2		3					2	1	2	2	2	0	0	1	0	0	<	<	0	<	<	0	<							3															0.2
287395	287395	208104352	2	1	2	2	2	2	3	1	2	2		3					1	1	1	4	2	1	1	1	0	0	<	<	0	<	<	1000	<							2															0.3
287405	287405	208104367																						0	0	0	0	0	<	<	0	<	<	0	<																						0.1
287417	287417	208104386																						1	1	0	0	0	<	<	0	<	<	25000	<																						0.8
287420	287420	208104389	2	5	4	3	4	4	5	4	5	4		4					4	5	4	3	5	29	70	105	11	17	2	5	<	<	1	43000	<							2															0.1
287422	287422	208104391																						0	0	0	0	0						0																							0.2
287425	287425	208104394	5	5	5	5	5	5	5	5	5	5		4					5	5	5	4	5	0	0	15	0	0	<	2	<	<	1	0	<							2															0.9
287437	287437	208104413	5	1	5	5	5	2	5	1	5	2		2					1	1	1	5	2	0	0	1	0	0	<	<	0	<	<	0	<							3															0.2
287443	287443	208104424																						0	0	0	0	0						0																							0.6
287444	287444	208104426	5	5	5	5	5	5	5	5	4	3		5					5	5	5	4	5	26	26	23	7	12	<	<	0	<	<	17000	<							3															0.9
287445	287445	208104428	2	1	2	2	2	3	2	2	1	2		2					2	2	2	2	1	1	2	1	0	0	<	<	0	<	<	1000	<							2															1
287448	287448	208104434	2	1	2	2	2	2	4	2	3	2		2					2	2	2	3	3	2	1	1	0	1	<	<	0	<	<	1000	<							2															0.2
287455	287455	208104446	2	1	2	2	2	2	2	1	2	2		4					1	1	1	2	2	0	0	1	0	0	<	<	0	<	<	1000	<							2															0.6
287458	287458	208104454	2	1	2	2	1	1	2	1	2	2		4					1	1	1	2	5	2	2	1	0	0	<	<	0	<	<	1000	<							2															0.5
287469	287469	208104477	4	1	4	2	4	2	4	2	4	2		3					3	1	3	2	2	4	9	1	0	7	<	<	0	<	<	9000	<							3															0.3
287473	287473	208104493																						0	0	0	0	0						0																							0.6
287475	287475	208104497	2	1	2	2	1	1	2	1	2	2		4					1	1	1	2	4	1	1	1	0	0	<	<	0	<	<	1000	<							2															0.1
287478	287478	208104502																						0	0	0	0	0						0																							0.9
287481	287481	208104510	3	1	3	3	4	2	4	4				2					3	2	2	5	2	1	2	3	0	1	<	<	0	<	<	1000	<							4															0.9
287487	287487	208104525	2	1	2	2	2	1	2	1	2	2		2					1	1	1	2	2	10	21	1	0	7	<	<	<	<	1	6000	<							2															0.1
287488	287488	208104527	2	1	2	2	2	3	2	1	3	3		3					1	1	1	2	1	1	0	1	0	0	<	<	0	<	<	1000	<							2															0.9
287490	287490	208104530	2	2	3	3	2	2	3	2	2	2		3					2	2	3	2	2	0	0	1	0	0	<	<	0	<	<	0	<							2															0.4
287499	287499	208104546	2	1	2	2	2	2	3	2	3	2		3					2	1	2	2	2	0	0	1	0	0	<	<	0	<	<	0	<							3															0.8
287500	287500	208104547	2	1	2	3	3	2	4	2	4	2		3					2	1	2	2	2	0	0	1	0	0	<	<	0	<	<	0	<							3															0.6
287502	287502	208104549	2	1	2	3	3	2	4	2	4	2		3					2	1	2	2	2	0	0	2	0	0	<	<	0	<	<	0	<							3															0.5
287510	287510	208104562	2	1	2	3	3	2	3	2	4	2		3					2	1	2	2	2	0	0	2	0	0	<	<	0	<	<	0	<							4															0.6
287511	287511	208104564																						0	0	0	0	0						0																							0.3
287518	287518	208104576																						0	0	0	0	0						0																							0.4
287521	287521	208104579	2	1	2	3	2	2	3	2	5	2		3					2	1	2	2	3	1	2	1	0	0	<	<	0	<	<	1000	<							3															0.9
287529	287529	208104594	2	2	3	4	5	4	4	4	2	2		4					4	2	4	2	5	0	0	1	0	0	<	<	0	<	<	0	<							1															0.2
287530	287530	208104595	2	1	2	3	3	2	3	2	4	2		3					2	1	2	2	2	0	0	2	0	0	<	<	0	<	<	0	<							3															0.4
287535	287535	208104602																						0	0	0	0	0						0																							0.9
287537	287537	208104607	2	1	2	2	2	2	2	2	5	2		4					1	2	2	1	3	0	0	2	0	0	<	<	0	<	<	0	<							2															0.9
287538	287538	208104610	4	2	4	2	5	3	4	2	5	2		2					4	2	4	5	2	0	0	3	0	0	<	<	0	<	<	1000	<							5															0.1
287550	287550	208104631	3	2	3	3	4	2	4	2	4	2		2					2	2	3	2	4	3	2	3	0	0	<	<	0	<	<	1000	<							3															0.5
287555	287555	208104642	2	2	3	3	2	2	2	4	1	2		4					3	2	4	1	2	0	0	1	0	0	<	<	0	<	<	0	<							1															0.4
287556	287556	208104643	4	5	3	3	5	3	5	3	5	2		3					4	4	4	4	5	0	0	9	0	0	<	<	0	<	<	0	<							4															0.9
287569	287569	208104669																						0	0	0	0	0						0																							0.8
287574	287574	208104678	2	1	2	3	3	2	4	2	4	2		3					2	2	2	2	3	0	0	1	0	0	<	<	0	<	<	0	<							3															0
287584	287584	208104701																						0	0	0	0	0						0																							0.9
287585	287585	208104703	3	1	2	2	3	1	3	1	5	1		2					1	1	1	4	1	1	0	1	0	0	<	<	0	<	<	1000	<							4															0.6
287587	287587	208104710	2	1	2	2	2	2	2	2	2	2		2					1	1	2	2	2	0	0	1	0	0	<	<	0	<	<	0	<							2															0.9
287591	287591	208104715	2	1	2	2	2	2	3	2	4	2		3					1	1	2	3	2	0	0	1	0	0	<	<	0	<	<	0	<							2															0.8
287594	287594	208104718	2	1	2	2	2	2	3	2	4	2		3					2	1	2	3	2	0	0	1	0	0	<	<	0	<	<	0	<							2															0.1
287598	287598	208104725																						0	0	0	0	0						0																							0.1
287600	287600	208104729	2	1	2	2	2	2	3	2	3	2		3					1	1	1	2	2	2	1	1	0	0	<	<	0	<	<	1000	<							2															0.5
287601	287601	208104731																						0	0	0	0	0						0																							0.8
287603	287603	208104733	2	1	2	2	1	1	2	1	2	2		2					1	1	1	2	1	1	0	1	0	0	<	<	0	<	<	1000	<							1															0.6
287604	287604	208104735	2	1	2	2	2	2	2	1	2	2		4					1	1	1	1	3	3	3	1	0	0	<	<	0	<	<	1000	<							2															0.4
287619	287619	208104767																						0	0	0	0	0						0																							0
287622	287622	208104779																						0	0	0	0	0						0																							0.1
287624	287624	208104782	3	2	3	3	4	2	4	2	4	2		4					3	2	3	4	4	2	1	1	0	1	<	<	0	<	<	1000	<							2															1
287640	287640	208104814																						0	0	0	0	0						0																							0.9
288610	288610	208106429																						2	2	0	0	0	1	1	<	<	5	1000	<																						0.4
287650	287650	208104836																						0	0	0	0	0						0																							0.6
287651	287651	208104841	2	1	2	2	3	4	4	2	1	2		3					2	2	2	2	2	0	0	1	0	0	<	<	<	<	<	0	<							2															0.2
287653	287653	208104844	2	2	3	3	4	2	3	2	5	2		5					2	2	2	2	5	5	6	2	1	2	<	<	0	<	<	2000	<							2															0.5
287656	287656	208104849	2	2	2	2	3	2	3	2	5	2		4					2	2	2	2	5	0	0	8	0	0	<	<	0	<	<	0	<							3															0.3
287661	287661	208104860	2	1	2	2	2	2	2	1	2	2		4					1	1	1	1	2	0	0	3	0	0	<	<	0	<	<	0	<							2															1
287662	287662	208104861	4	5	4	4	5	4	5	4	4	4		5					4	4	5	4	4	3	2	7	0	1	<	<	0	<	<	1000	<							3															0.1
287668	287668	208104876	2	1	2	2	2	2	2	2	3	2		4					1	1	2	1	2	0	0	0	0	0	<	<	0	<	<	0	<							2															0.3
288611	288611	208106430																						0	0	0	0	0	<	<	0	<	<	0	<																						0.2
287674	287674	208104886	2	1	2	2	2	2	3	1	2	2		3					1	1	1	2	2	0	0	1	0	0	<	<	0	<	<	0	<							2															0.7
287679	287679	208104893																						0	0	0	0	0						0																							0
287682	287682	208104897																						0	0	0	0	0						0																							0.8
287693	287693	208104919	2	1	2	2	2	2	3	1	2	2		3					1	1	1	2	2	0	0	1	0	0	<	<	0	<	<	0	<							2															0.1
287698	287698	208104926	2	1	2	2	2	1	2	1	2	2		3					1	1	1	2	1	1	0	1	0	0	<	<	0	<	<	8000	<							2															0.4
287706	287706	208104940	2	2	2	2	2	2	2	2	5	2		4					2	2	2	2	5	0	0	4	0	0	<	<	0	<	<	0	<							2															0.2
287709	287709	208104944	2	1	2	2	2	2	3	1	2	2		3					1	1	1	2	2	1	1	1	0	0	<	<	0	<	<	17000	<							2															0.7
287729	287729	208104971	2	1	2	2	2	2	2	1	2	2		4					1	1	1	1	3	2	2	1	0	0	<	<	0	<	<	1000	<							1															0.8
287739	287739	208104981	2	1	2	2	2	2	3	1	2	2		3					1	1	1	2	2	1	1	2	0	0	<	<	0	<	<	17000	<							2															0.7
287742	287742	208104985																						0	0	0	0	0						0																							0.1
287754	287754	208104999																						1	0	0	0	0	<	<	0	<	<	8000	<																						0.1
287756	287756	208105005																						0	0	0	0	0						0																							0.7
287768	287768	208105022	2	1	2	2	2	1	2	1	2	2		3					1	1	1	2	1	0	0	1	0	0	<	<	0	<	<	0	<							2															0.1
287776	287776	208105033																						0	0	0	0	0						0																							0.5
287780	287780	208105041	2	1	2	2	2	2	3	1	2	2		3					1	1	1	2	2	0	0	1	0	0	<	<	0	<	<	0	<							2															0.5
287783	287783	208105048	2	1	2	2	2	1	2	1	2	2		3					1	1	1	2	1	1	0	1	0	0	<	<	0	<	<	8000	<							2															0.8
287784	287784	208105049																						0	0	0	0	0						0																							0.4
287788	287788	208105056	2	1	2	2	2	1	2	1	2	2		3					1	1	1	2	1	1	0	1	0	0	<	<	0	<	<	8000	<							2															0.9
287789	287789	208105057	2	1	2	2	1	1	2	1	4	2		4					1	1	1	2	4	1	1	2	0	0	<	<	0	<	<	1000	<							2															0.3
287792	287792	208105062	2	1	2	2	2	1	2	1	1	2		3					1	1	1	2	2	1	0	1	0	0	<	<	0	<	<	8000	<							2															0.4
287806	287806	208105086																						0	0	0	0	0						0																							0.7
287810	287810	208105090	2	1	2	2	2	1	2	1	2	2		3					1	1	1	2	1	1	0	1	0	0	<	<	0	<	<	8000	<							2															0.9
287818	287818	208105105																						0	0	0	0	0						0																							0.2
287821	287821	208105111	4	1	2	2	2	1	5	1	2	2		3					1	1	1	2	2	1	0	1	0	0	2	2	0	<	1	1000	<							2															0.3
287822	287822	208105112	2	1	2	2	2	1	2	1	2	2		3					1	1	1	2	1	1	0	1	0	0	<	<	0	<	<	8000	<							2															0.3
287828	287828	208105119																						0	0	0	0	0						0																							1
287829	287829	208105121	2	1	2	2	2	2	3	1	2	2		3					1	1	1	2	2	1	1	2	0	0	<	<	0	<	<	17000	<							2															0.3
287832	287832	208105124																						0	0	0	0	0						0																							0.5
287838	287838	208105130	2	1	2	3	3	2	4	2	4	2		3					2	1	2	2	2	0	0	1	0	0	<	<	0	<	<	0	<							2															0.1
287839	287839	208105131	2	1	2	2	2	2	3	1	4	2		3					1	1	1	2	2	0	0	1	0	0	<	<	0	<	<	0	<							3															0.7
287843	287843	208105140																						0	0	0	0	0						0																							0.1
287851	287851	208105150	2	1	2	2	2	2	3	1	2	2		3					1	1	1	2	2	0	0	1	0	0	<	<	0	<	<	0	<							2															1
287852	287852	208105151	2	1	2	2	2	2	3	1	2	2		3					1	1	1	2	2	1	1	2	0	0	<	<	0	<	<	17000	<							2															0.9
287854	287854	208105153	2	1	2	2	1	1	3	1	1	2		3					1	1	1	2	2	1	0	1	0	0	<	<	0	<	<	1000	<							1															0.3
287862	287862	208105163	2	1	2	2	1	2	3	2	2	2		3					1	1	2	2	2	2	1	1	0	0	<	<	0	<	<	1000	<							4															0.1
287867	287867	208105172	4	1	4	4	2	2	2	2	2	1		2					1	2	2	2	2	0	0	1	0	0	<	<	0	<	<	0	<							2															0.1
287869	287869	208105175																						0	0	0	0	0						0																							0.2
287872	287872	208105178	2	1	2	2	2	2	3	1	2	2		3					1	1	1	2	2	1	1	2	0	0	<	<	0	<	<	17000	<							2															0.3
287873	287873	208105179																						0	0	0	0	0						0																							0.1
287881	287881	208105188																						0	0	0	0	0						0																							0.3
287883	287883	208105191	2	1	2	2	2	1	4	2	2	2		2					1	1	1	4	2	1	0	1	0	0	<	<	0	<	<	1000	<							3															0.6
287885	287885	208105194																						0	0	0	0	0						0																							0.7
288314	288314	208105902	2	1	2	2	2	1	2	1				3					1	1	1	1	3	1	1	2	0	0	<	<	0	<	<	1000	<							1															0.3
287887	287887	208105196	2	1	2	2	2	1	2	1	2	2		3					1	1	1	2	1	1	0	1	0	0	<	<	0	<	<	8000	<							2															0.4
287893	287893	208105204																						0	0	0	0	0						0																							0.1
287898	287898	208105210	2	1	2	2	1	1	2	1	1	2		3					1	1	1	1	2	1	0	1	0	0	<	<	0	<	<	1000	<							1															0.8
287908	287908	208105226	2	1	2	2	2	1	2	1	3	2		3					1	1	1	2	1	1	0	1	0	0	<	<	0	<	<	8000	<							2															1
287909	287909	208105227	2	1	2	2	1	2	3	2	2	2		3					1	1	1	2	2	2	1	1	0	0	<	<	0	<	<	1000	<							4															0.4
287912	287912	208105231																						0	0	0	0	0						0																							0.3
287919	287919	208105239	2	1	2	2	2	1	2	1	2	2		3					1	1	1	2	1	1	0	1	0	0	<	<	0	<	<	8000	<							2															0.7
287921	287921	208105243																						0	0	0	0	0						0																							0
287926	287926	208105250																						0	0	0	0	0						0																							0.2
287937	287937	208105266	2	1	2	2	2	2	2	2	3	2		2					2	2	2	2	3	0	0	1	0	0	<	<	0	<	<	0	<							3															0.4
287938	287938	208105267	2	1	2	2	2	2	3	2	1	2		3					2	1	2	2	3	0	0	1	0	0	<	<	0	<	<	0	<							2															0
287940	287940	208105272																						0	0	0	0	0						0																							0.9
287942	287942	208105275	2	1	2	2	2	2	3	1	2	2		3					1	1	1	2	2	0	0	1	0	0	<	<	0	<	<	0	<							2															0.1
287945	287945	208105280																						0	0	0	0	0						0																							0.6
287947	287947	208105283	2	1	2	2	2	1	2	1	2	2		3					1	1	1	2	1	1	0	1	0	0	<	<	0	<	<	8000	<							2															0.9
287948	287948	208105284	2	5	4	3	4	3	5	4	2	2		2					4	5	4	2	5	4	12	22	1	7	<	<	0	<	5	13000	<							2															0.2
287950	287950	208105287																						0	0	0	0	0						0																							0
287960	287960	208105302	2	1	2	2	2	2	3	1	2	2		3					1	1	1	2	2	0	0	1	0	0	<	<	0	<	<	0	<							2															0.1
287970	287970	208105319	2	1	2	2	2	1	2	1	2	2		3					1	1	1	2	1	1	0	1	0	0	<	<	0	<	<	8000	<							2															0.1
287972	287972	208105326	2	1	2	2	2	1	2	1	2	2		3					1	1	1	2	1	1	0	1	0	0	<	<	0	<	<	8000	<							2															0.6
287984	287984	208105345																						0	0	0	0	0						0																							0.9
287986	287986	208105347	2	1	2	2	2	1	2	1	3	2		3					1	1	1	2	1	0	0	1	0	0	<	<	0	<	<	0	<							2															0.6
287989	287989	208105352	2	1	2	2	2	1	2	1	2	2		3					1	1	1	2	1	1	0	1	0	0	<	<	0	<	<	8000	<							2															0.3
288001	288001	208105370	2	1	2	3	3	2	3	2	4	2		3					2	1	2	2	2	0	0	2	0	0	<	<	0	<	<	0	<							4															0.2
288008	288008	208105378	2	1	2	2	2	2	3	2	2	2		3					1	1	2	2	2	1	2	2	0	0	<	<	0	<	<	25000	<							2															1
288014	288014	208105392	2	1	2	2	3	2	3	2	4	2		3					2	1	2	4	2	0	0	1	0	0	<	<	0	<	<	0	<							2															0.3
288020	288020	208105399	2	1	2	2	1	1	3	1	1	2		3					1	1	1	2	2	1	0	1	0	0	<	<	0	<	<	1000	<							2															0.9
288035	288035	208105420	2	1	2	2	2	2	3	2	1	2		2					2	2	2	1	1	2	2	1	0	0	<	2	0	<	5	1000	<							2															0.8
288040	288040	208105429	2	1	2	2	2	2	3	2	2	2		3					2	2	2	3	2	0	0	1	0	0	<	<	0	<	<	0	<							2															0.7
288042	288042	208105432	4	1	2	3	4	2	4	2	4	3		2					2	2	2	3	2	0	0	1	0	0	<	<	0	<	<	0	<							2															0.3
288043	288043	208105433	4	2	4	3	5	2	5	2	4	2		4					3	1	3	2	2	0	0	2	0	0	<	<	0	<	<	0	<							4															0.6
288049	288049	208105440	3	1	2	2	2	2	3	1	3	2		3					1	1	2	3	2	2	0	2	0	0	<	<	0	<	<	1000	<							3															0.8
288052	288052	208105445	2	1	2	2	2	2	3	1	2	2		3					1	1	1	2	2	1	1	2	0	0	<	<	0	<	<	17000	<							2															0.4
288054	288054	208105450	2	1	2	2	2	2	3	1	2	2		3					1	1	1	2	2	1	1	2	0	0	<	<	0	<	<	17000	<							2															0.5
288056	288056	208105453	2	1	2	2	2	1	2	1	2	2		3					1	1	1	2	1	1	0	1	0	0	<	<	0	<	<	8000	<							2															0.7
288058	288058	208105455	2	1	2	2	2	1	2	1	2	2		3					1	1	1	2	2	1	1	1	0	0	<	<	0	<	<	1000	<							1															0.2
288061	288061	208105460	2	1	2	2	2	1	2	1	3	2		3					1	1	1	2	1	1	0	1	0	0	<	<	0	<	<	8000	<							2															0.8
288066	288066	208105466	2	1	2	2	2	2	3	2	4	2		3					2	1	2	1	2	0	0	1	0	0	<	<	0	<	<	0	<							2															0.1
288073	288073	208105475																						0	0	0	0	0						0																							0.5
288080	288080	208105485																						0	0	0	0	0						0																							0.1
288081	288081	208105487	2	1	2	2	2	2	3	2	2	2		3					1	1	2	2	2	1	2	2	0	0	<	<	0	<	<	25000	<							2															0.5
288101	288101	208105520																						0	0	0	0	0						0																							0.5
288105	288105	208105528	2	1	2	2	2	2	3	1	2	2		3					1	1	1	2	2	1	1	2	0	0	<	<	0	<	<	17000	<							2															0.7
288110	288110	208105536	4	1	3	2	3	2	4	3	2	2		3					1	1	2	5	2	1	0	1	0	0	<	<	0	<	<	1000	<							3															0.6
288111	288111	208105537	2	1	2	2	2	2	2	2	2	2		3					1	2	2	1	2	0	0	2	0	0	<	<	0	<	<	0	<							2															0.1
288119	288119	208105549	4	1	2	3	3	2	4	2	5	2		2					2	1	2	3	2	0	0	1	0	0	<	<	0	<	<	0	<							3															0.9
288124	288124	208105558	2	1	2	2	2	2	3	2	2	2		3					1	1	2	2	4	12	53	30	5	16	<	<	0	<	<	39000	<							2															0.2
288125	288125	208105559	2	1	2	2	1	2	3	2	2	2		3					1	1	2	2	2	0	0	1	0	0	<	<	0	<	<	0	<							4															0.1
288129	288129	208105565																						0	0	0	0	0						0																							0.4
288537	288537	208106307																						0	0	0	0	0						0																							0.2
288138	288138	208105579	2	1	2	2	2	2	4	3	4	2		2					2	2	2	3	2	1	1	2	0	0	<	<	<	<	<	1000	<							2															0
288139	288139	208105587																						0	0	0	0	0						0																							0.2
288140	288140	208105588	2	1	2	2	2	1	2	1	3	2		3					1	1	1	2	1	1	0	1	0	0	<	<	0	<	<	8000	<							2															0.7
288142	288142	208105592																						0	0	0	0	0						0																							0.1
288143	288143	208105593	2	1	2	2	1	1	2	1	1	2		3					1	1	1	2	2	1	0	1	0	0	<	<	0	<	<	1000	<							2															0.6
288146	288146	208105597	4	1	4	4	3	2	2	2	2	1		2					1	2	2	3	3	0	0	1	0	0	<	<	0	<	<	0	<							2															0.8
288151	288151	208105607	4	1	4	2	4	2	4	4	5	2		3					2	1	2	5	2	0	0	2	0	0	<	<	0	<	<	0	<							3															0.9
288157	288157	208105616	2	1	2	2	2	2	3	1	2	2		3					1	1	1	2	2	1	1	2	0	0	<	<	0	<	<	17000	<							2															0.7
288160	288160	208105624																						0	0	0	0	0						0																							0.2
288161	288161	208105625																						0	0	0	0	0						0																							0.1
288163	288163	208105629																						0	0	0	0	0						0																							0.9
288175	288175	208105656																						0	0	0	0	0						0																							0.6
288177	288177	208105659	2	1	2	2	2	2	3	1	2	2		3					1	1	1	2	2	1	1	2	0	0	<	<	0	<	<	17000	<							2															0.3
288181	288181	208105663	2	1	2	2	2	2	3	2	1	2		2					1	1	1	2	2	0	0	1	0	0	<	<	0	<	<	0	<							2															0.3
288197	288197	208105688	4	5	4	4	5	5	5	4	5	4		5					5	4	5	5	4	3	3	11	0	1	<	<	0	<	<	1000	<							3															0.1
288201	288201	208105696	2	1	2	2	2	2	3	1	2	2		3					1	1	1	2	2	1	1	2	0	0	<	<	0	<	<	17000	<							2															0.4
288209	288209	208105709	2	1	2	2	1	1	2	1	2	2		3					1	1	1	2	2	1	0	1	0	0	<	<	0	<	<	1000	<							2															0
288222	288222	208105732																						0	0	0	0	0						0																							0.2
288223	288223	208105733	2	2	3	3	2	2	4	2	4	3		3					2	2	3	2	3	0	0	2	0	0	<	<	0	<	<	0	<							5															0
288231	288231	208105755																						0	0	0	0	0						0																							0.9
288240	288240	208105777																						0	0	0	0	0						0																							0.1
288243	288243	208105780	2	2	3	3	4	2	4	2	4	2		3					2	2	3	4	4	2	1	1	0	1	<	<	0	<	<	1000	<							2															1
288245	288245	208105783	2	1	2	2	2	2	3	1	1	2		3					1	1	1	4	2	1	1	1	0	0	<	<	0	<	<	1000	<							2															0.2
288248	288248	208105790	2	1	2	2	1	1	2	1	2	2		2					1	1	1	2	1	0	0	1	0	0	<	<	0	<	<	0	<							1															0.1
288263	288263	208105811																						0	0	0	0	0						0																							0.3
288264	288264	208105812																						0	0	0	0	0	<	<	0	<	<	1000	<																						0.5
288269	288269	208105820																						0	0	0	0	0						0																							0.9
288278	288278	208105839	4	2	4	3	5	2	5	2	4	2		4					3	1	3	2	2	1	0	2	0	0	<	<	0	<	<	1000	<							4															0.1
288287	288287	208105852	2	2	3	3	2	2	3	2				3					2	2	3	2	3	0	0	2	0	0	<	<	0	<	<	0	<							3															1
288288	288288	208105853																						0	0	0	0	0						0																							0.7
288295	288295	208105871	2	1	2	2	2	2	3	2				3					1	1	2	2	2	0	0	1	0	0	<	<	0	<	5	0	<							2															0.1
288307	288307	208105891	2	1	2	2	1	1	2	1				4					1	1	1	2	2	1	0	1	0	0	<	<	0	<	<	1000	<							2															0.9
288308	288308	208105892																						0	0	0	0	0						0																							0.1
288322	288322	208105913	2	3	3	3	4	2	4	2				4					3	2	3	3	3	0	0	1	0	0	<	<	0	<	<	0	<							1															0.1
288334	288334	208105939	4	1	2	3	3	2	4	2				3					2	1	2	3	2	0	0	1	0	0	<	<	0	<	<	0	<							4															0.5
288347	288347	208105961																						0	0	0	0	0						0																							0.5
288348	288348	208105962	2	1	2	2	2	2	3	1	2	2		3					1	1	1	2	2	1	4	3	0	1	<	<	0	<	<	12000	<							2															0.4
288357	288357	208105986																						0	0	0	0	0						0																							0.1
288359	288359	208105989	2	1	2	2	2	2	3	1				3					1	1	1	2	2	0	0	1	0	0	<	<	0	<	<	0	<							2															0.1
288360	288360	208105990																						0	0	0	0	0						0																							0
288362	288362	208105992	2	1	2	2	2	1	2	1				2					1	1	1	2	1	1	0	1	0	0	<	<	0	<	<	1000	<							3															0.5
288370	288370	208106004	2	1	2	2	2	1	2	1	1	2		3					1	1	1	2	2	1	0	1	0	0	<	<	0	<	<	8000	<							2															0.9
288378	288378	208106020	5	1	3	2	3	2	4	2				3					1	1	2	4	2	1	0	1	0	0	<	5	<	<	2	1000	<							2															0.3
288379	288379	208106025																						0	0	0	0	0						0																							0
288387	288387	208106037	2	1	2	2	2	2	2	1				2					1	1	1	4	1	0	0	1	0	0	<	<	0	<	<	0	<							4															0.1
288389	288389	208106040																						0	0	0	0	0						0																							0.1
288392	288392	208106044	2	1	2	2	1	1	2	1	1	1		3					1	1	1	2	2	0	0	0	0	0	<	<	0	<	<	0	<							2															0.7
288396	288396	208106052																						0	0	0	0	0						0																							0.2
288399	288399	208106057																						0	0	0	0	0						0																							0
288400	288400	208106058	3	2	2	3	4	2	4	2				3					3	2	3	2	4	0	0	1	0	0	<	<	0	<	<	0	<							2															0.9
288403	288403	208106062	2	1	2	3	2	2	3	2				3					2	1	2	2	3	0	0	1	0	0	<	<	0	<	<	0	<							3															0.2
288406	288406	208106065	4	2	4	2	5	2	5	5				3					3	2	3	5	2	3	3	3	0	1	2	5	<	<	2	1000	<							2															0.7
288408	288408	208106067																						0	0	0	0	0						0																							0.5
288419	288419	208106083																						0	0	0	0	0						0																							0.9
288422	288422	208106088	2	1	2	2	2	2	2	1				2					1	1	1	4	1	1	1	2	0	0	<	<	<	<	<	1000	<							4															0.4
288572	288572	208106356																						0	0	0	0	0	<	<	0	<	<	0	<																						0.7
288425	288425	208106091																						0	0	0	0	0						0																							0.7
288431	288431	208106104	4	2	2	3	4	2	4	3				3					2	2	2	2	2	2	3	2	1	1	<	<	0	<	<	1000	<							4															0.6
288444	288444	208106130																						0	0	0	0	0						0																							0.6
288454	288454	208106143	2	1	2	2	2	2	3	1	2	2		3					1	1	1	2	2	1	0	1	0	0	<	<	0	<	<	8000	<							2															0.3
288455	288455	208106144																						0	0	0	0	0						0																							0.2
288468	288468	208106167	5	2	5	5	5	4	5	2				4					3	2	3	5	2	0	0	3	0	0	<	<	0	<	<	0	<							5															0.5
288475	288475	208106176																						0	0	0	0	0						0																							0.1
288481	288481	208106184																						0	0	0	0	0	<	<	0	<	<	0	<																						0.8
288483	288483	208106188																						0	0	0	0	0	<	<	0	<	<	0	<																						0
288485	288485	208106192																						0	0	0	0	0	<	<	0	<	<	0	<																						0.1
288491	288491	208106201																						0	0	0	0	0						0																							0.3
288493	288493	208106204																						0	0	0	0	0						0																							0.1
