level_0	index	SITEID	CLOUD_COMPUTING_PLS	PCS_PLS	DAS_PLS	NAS_PLS	SAN_PLS	COMPLIANCE_PLS	WINDOWS7_ADOPTION_PLS	ASSET_MGMT_SW_PLS	CRM_SW_ILS	DOC_MGMT_SW_ILS	DOC_MGMT_SW_PLS	TABLET_PLS	INFRASTRUCTURE_AS_A_SERVICE_PLS	SURVEILLANCE_PRES	SURVEILLANCE_MANUF	SURVEILLANCE_INIT	DATA_LOSS_PREVENTION_PLS	DIGITAL_SIGNAGE_PLS	MESSAGING_SECURITY_PLS	PLATFORM_AS_A_SERVICE_PLS	SMARTPHONE_PLS	DESKTOP_PRINTERS	NETWORK_PRINTERS	SMARTPHONE_USERS	TABLETS	WORKSTATIONS	ENT_DESKTOP_PRINTERS	ENT_NETWORK_PRINTERS	ENT_SMARTPHONE_USERS	ENT_TABLETS	ENT_WORKSTATIONS	PERIPHERAL_BUDGET	ENT_PERIPHERAL_BUDGET	FILE_PRINT_SERVER_ILS	WEB_SERVER_ILS	APPLICATION_SERVER_ILS	EMAIL_SERVER_ILS	DATABASE_SERVER_ILS	TABLET_ILS	CLOUD_COMPUTING_ILS	DBMS_INIT	MULTIFUNCTION_PRINTER_INIT	IDACCESS_SW_INIT	ROUTER_INIT	VPN_INIT	ERP_CRM_SW_PRES	ERP_ACCOUNTING_SW_PRES	ERP_HUMAN_RES_SW_PRES	ERP_SUPPLY_CHAIN_SW_PRES	ERP_UNSPEC_SW_PRES	ACCOUNTING_SW_INIT	HUMAN_RES_SW_INIT	SUPPLY_CHAIN_SW_INIT	XP_MIGRATION_INIT	REVEN_REVISED
271768	271768	208063447	2	2	2	2	2	2		2	2			2	2				2		2	2		1	2	1	0	0	<	<	0	<	<	1000	<																						0.6
271769	271769	208063449	2	2	2	2	2	2		2	2			2	2				2		2	2		0	0	15	0	0	<	<	0	<	<	6000	<																						0.8
271773	271773	208063460	2	2	2	2	2	2		2	2			2	3				2		2	2		0	0	2	0	0	<	<	0	<	<	1000	<																						0.6
271775	271775	208063467	2	2	2	2	2	2		2	2			2	2				2		2	2		1	1	3	0	1	<	<	0	<	<	1000	<																						0.4
271777	271777	208063480																						0	0	0	0	0						0																							0.4
271780	271780	208063493	2	2	3	2	2	2		2	2			2	2				2		2	2		1	1	1	0	0	<	<	0	<	<	1000	<																						0.6
271786	271786	208063509	2	2	2	2	2	2		2	2			2	3				2		2	2		0	0	12	0	0	<	<	0	<	<	3000	<																						0.5
271790	271790	208063529																						0	0	0	0	0						0																							0
271799	271799	208063550	2	2	2	2	2	2		2	2			2	2				2		2	2		1	2	1	0	0	<	<	0	<	<	1000	<																						0.3
271800	271800	208063552	2	2	2	2	2	2		2	2			2	2				2		2	2		0	0	1	0	0	<	<	0	<	<	1000	<																						0.4
271801	271801	208063557	2	2	2	2	2	2		2	2			2	2				2		2	2		1	2	1	0	0	<	<	0	<	<	1000	<																						0.2
271806	271806	208063582	2	3	3	2	3	2		2	2			3	2				2		2	2		3	5	11	0	4	<	<	0	<	<	5000	<																						0.7
271811	271811	208063589																						0	0	0	0	0						0																							0
271814	271814	208063596	2	2	2	2	2	2		2	2			2	2				2		2	2		1	2	1	0	0	<	<	0	<	<	1000	<																						0
271817	271817	208063600																						0	0	0	0	0						0																							0.6
271818	271818	208063603	3	2	3	2	2	2		2	2			3	3				2		2	2		0	0	2	0	0	<	<	0	<	<	17000	<																						0.1
271822	271822	208063610	2	2	2	2	2	3		2	2			2	2				2		2	2		0	0	1	0	0	5	1	<	2	5	1000	<																						0.7
271823	271823	208063613	3	2	3	2	3	2		2	2			3	4				2		2	2		0	0	2	0	0	<	<	0	<	<	1000	<																						0.1
271829	271829	208063631																						0	0	0	0	0						0																							0.1
271830	271830	208063632	3	2	3	2	2	2		2	2			3	3				2		2	2		0	0	2	0	0	<	<	0	<	<	17000	<																						0.3
271833	271833	208063637																						0	0	0	0	0						0																							0.5
271841	271841	208063663	2	2	2	2	2	2		2	2			2	2				2		2	2		1	2	1	0	1	<	<	0	<	<	1000	<																						0.4
271849	271849	208063697	2	2	3	2	2	2		2	2			3	2				2		2	2		1	1	3	0	0	<	<	0	<	<	1000	<																						0.4
271850	271850	208063698	2	2	2	2	2	2		2	2			2	2				2		2	2		2	1	1	0	0	<	<	0	<	<	1000	<																						0.2
271851	271851	208063700	3	5	3	3	4	2		3	2			4	4				3		3	3		0	0	4	0	0	<	<	<	<	5	2000	<																						0.3
271853	271853	208063703	2	2	2	2	3	2		2	2			2	2				2		2	2		0	0	2	0	0	<	<	0	<	<	1000	<																						0.9
271854	271854	208063704																						0	0	0	0	0						0																							0.4
271855	271855	208063705																						0	0	0	0	0						0																							0.7
271856	271856	208063707	3	4	3	2	3	2		3	2			2	2				2		3	3		1	3	4	0	1	<	2	0	<	1	2000	<																						0
271858	271858	208063717	2	2	2	2	2	2		2	2			2	2				2		2	2		1	2	1	0	0	1	2	<	<	5	1000	<																						0
271863	271863	208063729	2	2	2	2	2	2		2	2			2	2				2		2	2		3	3	2	0	1	<	<	0	<	<	6000	<																						0.1
271864	271864	208063731	3	3	3	3	3	2		3	2			4	3				3		3	3		1	1	2	0	0	<	<	0	<	<	3000	<																						0.7
271871	271871	208063749	2	2	2	2	2	2		2	2			2	3				2		2	2		1	3	6	0	4	<	<	0	<	<	11000	<																						0.5
271872	271872	208063753	3	5	3	3	4	2		3	2			4	4				2		3	3		2	5	9	0	2	<	<	0	<	<	3000	<																						0.6
271878	271878	208063770																						0	0	0	0	0						0																							0.7
271889	271889	208063798	2	2	2	2	2	2		2	2			2	2				2		2	2		4	4	7	0	1	<	<	0	<	<	2000	<																						0
271892	271892	208063804	3	3	3	3	3	2		3	2			4	3				3		3	3		1	1	2	0	0	<	<	0	<	<	2000	<																						0.7
271898	271898	208063819	2	2	3	2	2	2		2	2			3	3				2		2	2		2	4	4	0	2	<	<	0	<	<	3000	<																						0.9
271903	271903	208063832																						0	0	0	0	0						0																							0.8
271904	271904	208063833	2	2	2	2	2	2		2	2			3	2				2		2	2		1	3	4	0	2	<	<	0	<	<	2000	<																						0.7
271905	271905	208063835	2	3	3	2	3	2		2	2			3	2				2		2	2		3	6	4	1	2	<	<	0	<	<	1000	<																						0.6
271911	271911	208063852	3	4	3	3	4	2		3	2			4	3				3		3	3		1	3	4	0	1	<	<	0	<	<	4000	<																						0.8
271918	271918	208063859	2	2	2	2	2	2		2	2			2	2				2		2	2		2	4	1	0	1	<	<	0	<	<	1000	<																						0.6
271923	271923	208063871	3	4	3	2	3	2		3	2			2	2				3		3	3		2	5	7	0	3	5	1	<	<	5	5000	<																						0
271928	271928	208063884	2	2	2	2	2	2		2	2			2	2				2		2	2		2	2	2	0	0	<	<	0	<	<	1000	<																						0.5
271931	271931	208063894																						0	0	0	0	0						0																							0.4
271933	271933	208063901	2	3	3	2	2	2		2	2			2	2				2		2	2		3	6	9	0	5	2	5	<	5	2	6000	<																						0
271938	271938	208063913	2	2	2	2	2	2		2	2			2	2				2		2	2		0	0	2	0	0	<	<	0	<	<	1000	<																						1
271939	271939	208063915	4	5	4	4	4	3		3	2			4	4				4		4	4		2	1	3	0	0	<	<	0	<	<	1000	<																						0.5
271944	271944	208063923	2	2	2	2	2	2		2	2			2	2				2		2	2		5	5	17	1	2	<	<	0	<	<	3000	<																						0.3
271948	271948	208063928	3	2	3	2	2	2		2	2			3	3				2		2	2		0	0	2	0	0	<	<	0	<	<	17000	<																						0.3
271950	271950	208063931	2	2	2	2	2	2		2	2			2	2				2		2	2		2	2	2	0	0	<	<	0	<	<	1000	<																						0
271952	271952	208063937	3	3	3	2	2	2		3	2			2	2				3		3	3		1	3	2	0	1	<	<	<	<	5	1000	<																						0
271956	271956	208063957	2	2	2	2	2	2		2	2			3	2				2		2	2		3	2	1	0	1	<	<	0	<	<	3000	<																						0.3
271968	271968	208063994	2	5	2	2	5	2		2	2			4	3				2		2	2		3	6	4	1	3	<	<	0	<	<	7000	<																						0.8
271969	271969	208063995	2	2	3	2	2	2		2	2			3	3				2		2	2		0	1	2	0	0	5	1	<	5	2	10000	<																						0.8
271972	271972	208064014	2	2	3	2	2	2		2	2			3	2				2		2	2		1	2	3	0	1	<	<	0	<	<	1000	<																						0.8
271983	271983	208064058	2	2	2	2	2	2		2	2			2	2				2		2	2		3	4	6	0	1	<	<	0	<	<	1000	<																						0
272000	272000	208064121	3	4	3	2	3	2		2	2			3	3				2		2	2		0	0	2	0	0	<	<	0	<	<	12000	<																						0.1
272004	272004	208064127	2	2	2	1	2	2		2	2			2	2				2		2	2		6	11	2	1	4	<	<	<	<	<	2000	<																						0.6
272017	272017	208064167	3	4	3	2	4	2		2	2			3	3				2		2	2		1	2	2	0	0	<	<	0	<	<	15000	<																						1
272024	272024	208064183	2	2	2	2	2	2		2	2			2	2				2		2	2		0	0	2	0	0	<	<	0	<	<	1000	<																						0.7
272040	272040	208064230	2	4	2	2	3	2		2	2			3	2				2		2	2		4	6	3	1	2	1	2	<	2	1	2000	<																						0.5
272041	272041	208064231	2	3	2	2	3	2		2	2			3	2				2		2	2		2	4	10	0	4	<	<	0	<	<	2000	<																						0.8
272044	272044	208064250	2	3	2	2	2	2		2	2			2	2				2		2	2		1	1	6	0	0	<	<	0	<	<	1000	<																						0
272053	272053	208064277	2	2	3	2	2	2		2	2			2	2				2		2	2		2	3	6	0	2	<	<	0	<	<	2000	<																						0
272058	272058	208064289	2	2	2	2	2	2		2	2			2	2				2		2	2		0	0	3	0	0	<	<	0	<	<	2000	<																						0.1
272060	272060	208064295	2	4	2	2	2	2		2	2			2	2				2		2	2		11	15	23	4	6	2	2	<	5	1	9000	<																						0
272061	272061	208064297	2	3	2	2	3	2		2	2			3	3				2		2	2		0	0	2	0	0	<	<	0	<	<	1000	<																						0.1
272065	272065	208064307	2	4	2	2	2	2		2	2			2	2				2		2	2		7	10	11	3	4	2	2	<	5	1	6000	<																						0
272066	272066	208064310	2	2	2	2	2	2		2	2			2	2				2		2	2		1	1	3	0	0	<	<	0	<	<	1000	<																						0.4
272071	272071	208064331																						0	0	0	0	0						0																							0
272074	272074	208064339	2	1	2	1	2	2		2	2			2	2				1		1	2		7	12	1	1	4	<	<	0	<	<	19000	<																						0
272078	272078	208064348	4	5	2	2	5	2		2	3			5	4				2		2	3		1	3	21	0	4	<	<	0	<	<	11000	<																						0.7
272085	272085	208064374	2	2	2	2	3	2		2	2			2	2				2		2	2		5	5	1	0	1	<	<	0	<	<	13000	<																						0.2
272089	272089	208064380	2	2	2	2	2	2		2	2			2	2				2		2	2		1	2	1	0	0	<	<	0	<	<	1000	<																						0.6
272092	272092	208064387	2	4	2	2	3	2		2	2			3	2				2		2	2		0	0	21	0	0	<	<	0	<	<	3000	<																						0.1
272093	272093	208064388	2	2	3	2	2	2		2	2			3	2				2		2	2		1	2	3	0	1	<	<	0	<	<	1000	<																						0.5
272094	272094	208064391																						0	0	0	0	0						0																							0.7
272096	272096	208064397	3	4	3	2	3	2		3	2			2	2				2		3	3		3	6	12	0	5	1	5	0	2	1	7000	<																						0
272102	272102	208064412	3	2	3	2	2	2		2	2			3	3				2		2	2		1	1	2	0	0	<	<	0	<	<	25000	<																						0.8
272110	272110	208064434																						0	0	0	0	0						0																							0.3
272122	272122	208064459	2	3	3	2	3	2		2	2			3	2				2		2	2		2	4	9	0	2	<	<	0	<	<	2000	<																						0.5
272123	272123	208064460	3	4	2	2	3	2		2	3			3	4				2		2	2		1	0	8	0	0	<	<	0	<	<	1000	<																						0.8
272127	272127	208064465	2	2	2	2	2	2		2	2			2	2				2		2	2		7	19	11	1	11	<	<	0	<	<	8000	<																						0
272129	272129	208064477	2	2	2	2	2	2		2	2			2	2				2		2	2		3	3	5	0	1	<	<	0	<	<	1000	<																						0.3
272145	272145	208064528	3	4	3	2	3	2		2	2			3	3				2		2	2		1	1	2	0	0	<	<	0	<	<	25000	<																						0.8
272156	272156	208064560	2	2	2	2	2	2		2	2			2	2				2		2	2		2	3	1	0	1	<	<	0	<	<	1000	<																						0.5
272158	272158	208064564	3	4	3	2	3	2		2	2			3	4				2		2	2		1	2	9	0	1	<	<	0	<	<	2000	<																						0.7
272160	272160	208064570																						0	0	0	0	0						0																							0.8
272161	272161	208064571	2	2	2	2	3	2		2	2			2	3				2		2	2		10	30	1	4	29	5	1	0	<	1	80000	<																						0.2
272164	272164	208064580	2	2	2	2	2	2		2	2			2	2				2		2	2		9	26	18	2	14	<	<	0	<	<	9000	<																						0
272171	272171	208064599	3	4	3	2	3	2		3	2			2	2				2		3	3		1	4	4	0	1	<	<	0	<	<	2000	<																						0
272175	272175	208064606	3	4	3	2	3	2		3	2			2	2				2		3	3		2	5	11	0	2	<	<	0	<	<	4000	<																						0
272177	272177	208064614	3	3	3	2	2	2		3	2			2	2				2		3	3		1	3	3	0	1	<	<	0	<	<	1000	<																						0
272178	272178	208064615	3	3	3	2	2	2		3	2			2	2				2		3	3		1	3	3	0	1	<	<	0	<	<	1000	<																						0
272184	272184	208064642	3	4	3	2	3	2		3	2			2	2				2		3	3		1	4	7	0	1	<	<	0	<	<	3000	<																						0
272188	272188	208064649	3	3	3	2	2	2		3	2			2	2				2		3	3		1	1	3	0	0	<	<	0	<	<	1000	<																						0
272189	272189	208064653	3	4	3	2	3	2		3	2			2	2				2		3	3		2	6	11	0	2	<	<	0	<	<	4000	<																						0
272190	272190	208064655	3	4	3	2	3	2		3	2			2	2				2		3	3		1	4	4	0	1	<	<	0	<	<	2000	<																						0
272207	272207	208064678	3	3	3	2	2	2		3	2			2	2				2		3	3		1	1	2	0	0	<	<	0	<	<	1000	<																						0
272213	272213	208064689	3	3	3	2	2	2		3	2			2	2				2		3	3		1	2	2	0	0	<	<	0	<	<	1000	<																						0
272223	272223	208064710	3	3	3	2	2	2		3	2			2	2				2		3	3		1	3	3	0	1	<	<	0	<	<	1000	<																						0
272248	272248	208064775																						0	0	0	0	0						0																							0
272256	272256	208064793	3	3	3	2	2	2		3	2			2	2				2		3	3		1	3	3	0	1	<	<	0	<	<	1000	<																						0
272257	272257	208064795	3	3	3	3	3	2		3	2			4	4				3		3	3		0	0	2	0	0	<	<	0	<	<	2000	<																						0.4
272259	272259	208064797	3	3	3	2	2	2		3	2			2	2				2		3	3		1	1	3	0	0	<	<	0	<	<	1000	<																						0
272274	272274	208064835	3	3	3	2	2	2		3	2			2	2				2		3	3		1	3	3	0	1	<	<	0	<	<	1000	<																						0
272277	272277	208064846	3	3	3	2	2	2		3	2			2	2				2		3	3		1	1	3	0	0	<	<	0	<	<	1000	<																						0
272299	272299	208064894	3	3	3	2	2	2		3	2			2	2				2		3	3		1	3	3	0	1	<	<	0	<	<	1000	<																						0
272308	272308	208064915	3	3	3	2	2	2		3	2			2	2				2		3	3		1	1	3	0	0	<	<	0	<	<	1000	<																						0
272318	272318	208064956																						0	0	0	0	0						0																							0.2
272328	272328	208064990	2	3	3	2	2	2		2	2			2	2				2		2	2		2	4	6	0	2	<	<	0	<	<	3000	<																						0
272331	272331	208064996	2	2	2	2	2	2		2	2			2	2				2		2	2		1	1	2	0	0	<	<	0	<	<	1000	<																						0.6
272339	272339	208065017	3	3	3	3	2	2		3	2			4	3				3		3	3		1	2	2	0	1	<	<	0	<	<	1000	<																						0.8
272340	272340	208065018	2	2	3	2	2	2		2	2			3	3				2		2	2		1	1	4	0	0	<	<	0	<	<	1000	<																						0.5
272342	272342	208065020	2	3	2	2	2	2		2	2			2	2				1		1	2		8	14	33	0	16	5	1	<	1	2	24000	<																						0
272350	272350	208065052																						0	0	0	0	0						0																							0
272352	272352	208065056																						0	0	0	0	0						0																							1
272355	272355	208065064	2	3	3	2	2	2		2	2			2	2				2		2	2		3	7	15	0	5	1	2	<	2	1	7000	<																						0
272356	272356	208065066	2	2	3	2	2	2		2	2			3	2				2		2	2		1	1	3	0	0	<	<	0	<	<	1000	<																						0.3
272361	272361	208065077																						0	0	0	0	0						0																							0.1
272368	272368	208065105	2	2	2	2	2	2		2	2			2	2				2		2	2		2	3	1	0	1	<	<	0	<	<	1000	<																						0
272370	272370	208065109	4	5	4	2	3	3		3	2			3	5				4		4	4		2	1	4	0	0	<	<	0	<	<	1000	<																						0.5
272371	272371	208065114																						0	0	0	0	0						0																							0
272381	272381	208065132																						0	0	0	0	0						0																							0.9
272387	272387	208065147	2	4	3	2	3	2		2	2			2	2				2		2	2		4	8	18	0	6	5	5	<	<	2	9000	<																						0
272393	272393	208065163	3	3	3	3	2	2		3	2			4	3				3		3	3		1	2	2	0	1	<	<	0	<	<	1000	<																						0.6
272398	272398	208065176	2	2	3	2	2	2		2	2			2	2				2		2	2		1	2	3	0	1	<	<	0	<	1	1000	<																						0
272402	272402	208065181	2	3	3	2	2	2		2	2			2	2				2		2	2		5	13	21	2	9	<	<	0	<	<	16000	<																						0
272406	272406	208065201																						0	0	0	0	0						0																							0.1
272408	272408	208065204	2	4	2	2	3	2		2	2			2	2				2		2	2		5	4	6	0	1	<	<	0	<	<	3000	<																						0.1
272412	272412	208065214	3	3	3	3	2	2		3	2			4	3				3		3	3		1	2	2	0	1	<	<	0	<	<	2000	<																						0.6
272417	272417	208065233	2	4	2	2	3	2		2	2			3	3				1		1	2		2	3	7	0	1	<	<	0	<	<	1000	<																						0
272419	272419	208065241	3	3	3	2	4	2		2	2			3	4				1		2	2		10	25	4	3	18	2	5	<	<	2	29000	<																						0.8
272420	272420	208065242																						0	0	0	0	0						0																							0.8
272427	272427	208065260	2	2	3	2	2	2		2	2			3	2				2		2	2		3	3	1	0	1	<	<	0	<	<	1000	<																						0.7
272430	272430	208065268	2	3	3	2	3	2		2	2			3	2				2		2	2		0	0	11	0	0	<	5	<	<	2	8000	<																						0.9
272438	272438	208065293																						0	0	0	0	0						0																							0.5
272447	272447	208065313	2	2	2	2	2	2		2	2			2	2				2		2	2		1	0	2	0	0	<	<	0	<	5	1000	<																						0.1
272448	272448	208065315	2	2	2	2	2	2		2	2			2	2				2		2	2		0	0	2	0	0	<	<	0	<	<	1000	<																						0.9
272459	272459	208065352	2	2	3	2	2	2		2	2			2	2				2		2	2		2	1	3	0	0	1	1	0	5	2	1000	<																						0.9
272461	272461	208065354																						0	0	0	0	0						0																							0.8
272469	272469	208065388	3	2	3	2	2	2		2	2			3	3				2		2	2		1	1	2	0	0	<	<	0	<	<	25000	<																						0.4
272500	272500	208065489	2	2	2	2	2	2		2	2			2	2				2		2	2		3	4	14	1	1	<	<	0	<	<	1000	<																						1
272521	272521	208065534	2	2	2	2	2	2		2	2			2	2				2		2	2		2	2	2	0	0	<	<	0	<	<	1000	<																						0.5
272523	272523	208065538	2	3	3	2	2	2		2	2			2	2				2		2	2		5	10	26	0	8	2	5	0	2	5	12000	<																						0
272535	272535	208065560	3	4	3	2	3	2		3	2			2	2				1		2	3		1	2	0	0	0	2	1	<	5	2	1000	<																						0
272536	272536	208065569	2	2	3	2	2	2		2	2			3	2				2		2	2		1	1	3	0	0	<	<	0	<	<	1000	<																						0.3
272539	272539	208065573	2	2	2	2	2	2		2	2			2	2				2		2	2		0	0	3	0	0	<	<	0	<	<	1000	<																						0.6
272545	272545	208065589	2	3	3	2	3	2		2	2			3	2				2		2	2		2	3	6	0	2	<	<	0	<	<	1000	<																						0.5
272547	272547	208065596	2	4	2	2	3	2		2	2			3	3				2		2	2		3	3	1	0	0	2	5	<	<	1	1000	<																						0.3
272575	272575	208065679	2	2	3	2	2	2		2	2			3	2				2		2	2		1	1	3	0	0	<	<	0	<	<	1000	<																						0.5
272576	272576	208065695	2	3	2	2	2	2		2	2			2	2				2		2	2		7	21	17	3	20	2	5	0	<	2	130000	<																						0
272577	272577	208065697	2	2	3	2	2	2		2	2			2	2				2		2	2		1	2	3	0	1	<	<	0	<	<	1000	<																						0.3
272578	272578	208065698	2	2	2	2	2	2		2	2			3	2				2		2	2		1	2	3	0	1	<	<	0	<	<	1000	<																						0.6
272584	272584	208065724	2	2	3	2	2	2		2	2			3	2				2		2	2		1	2	3	0	1	<	<	0	<	<	1000	<																						0.6
272587	272587	208065733	2	4	2	2	3	2		2	2			3	3				2		2	2		4	5	4	0	2	<	<	0	<	<	6000	<																						0.7
272588	272588	208065735	3	2	3	2	2	2		2	2			3	4				2		2	2		1	2	2	0	1	<	<	0	<	<	1000	<																						0
272593	272593	208065746	2	2	2	2	2	2		2	2			2	2				2		2	2		6	8	10	1	3	<	<	0	<	<	2000	<																						0.7
272598	272598	208065757	2	2	3	2	2	2		2	2			3	2				2		2	2		1	1	3	0	0	<	<	0	<	<	1000	<																						0.4
272601	272601	208065761	2	2	2	2	2	2		2	2			2	2				2		2	2		4	3	4	0	1	<	<	0	<	<	2000	<																						1
272604	272604	208065770	2	2	2	2	2	2		2	2			2	2				2		2	2		4	3	3	0	1	<	<	0	<	<	2000	<																						0.5
272606	272606	208065772	3	4	3	2	3	2		3	2			2	2				3		3	3		1	2	2	0	0	1	1	<	2	2	1000	<																						0
272612	272612	208065778	2	3	3	2	3	2		2	2			3	2				2		2	2		5	5	3	0	1	<	<	0	<	<	4000	<																						0.1
272618	272618	208065793	2	2	2	2	2	2		2	2			2	2				2		2	2		1	3	1	0	1	<	<	0	<	<	1000	<																						0.8
272619	272619	208065794	2	2	2	2	3	3		2	2			2	3				2		2	2		0	0	2	0	0	<	<	<	<	1	1000	<																						0.1
272620	272620	208065795	2	2	2	2	2	2		2	2			2	2				2		2	2		2	3	3	0	1	<	<	0	<	<	1000	<																						0.6
272621	272621	208065796	2	2	2	2	2	2		2	2			2	2				2		2	2		2	1	1	0	0	<	<	0	<	<	1000	<																						0.9
272623	272623	208065804	2	2	2	2	2	2		2	2			2	2				2		2	2		2	3	1	0	1	<	<	0	<	<	1000	<																						0.3
272628	272628	208065810	2	2	3	2	2	2		2	2			2	2				2		2	2		1	1	2	0	0	<	<	0	<	<	1000	<																						0.3
272630	272630	208065812																						0	0	0	0	0						0																							0.5
272631	272631	208065816	2	4	2	2	3	2		2	2			3	2				2		2	2		0	0	6	0	0	<	<	0	<	<	2000	<																						0
272633	272633	208065825	2	2	2	2	2	2		2	2			2	2				2		2	2		6	16	41	3	27	2	5	<	5	2	89000	<																						0.3
272638	272638	208065835	2	2	2	2	2	2		2	2			2	2				2		2	2		1	2	1	0	0	<	<	0	<	<	1000	<																						0.3
272642	272642	208065844	2	3	3	2	3	2		2	2			3	3				2		2	2		2	3	3	0	2	<	<	0	<	<	3000	<																						0.8
272646	272646	208065855	2	2	2	2	2	2		2	2			3	2				2		2	2		1	3	3	0	2	<	<	0	<	<	2000	<																						0.6
272648	272648	208065863	3	4	3	3	4	2		3	2			2	3				3		3	3		2	5	10	0	2	<	<	0	<	<	4000	<																						0.3
272649	272649	208065864																						0	0	0	0	0						0																							0.1
272651	272651	208065866	2	2	2	2	2	2		2	2			2	2				2		2	2		3	9	13	1	5	<	<	0	<	<	8000	<																						0.2
272652	272652	208065867	3	2	3	2	2	2		2	2			3	3				2		2	2		0	0	3	0	0	<	<	0	<	<	1000	<																						0.2
272659	272659	208065884	4	5	4	4	5	3		3	2			5	5				3		4	4		4	5	5	2	1	<	<	0	<	<	1000	<																						0.2
272670	272670	208065914	2	2	2	2	2	2		2	2			2	2				2		2	2		3	6	1	0	2	<	<	0	<	<	5000	<																						0.2
272674	272674	208065924	2	2	3	2	2	2		2	2			3	2				2		2	2		2	2	3	0	0	<	<	0	<	<	1000	<																						0.5
272677	272677	208065932	2	2	2	2	2	2		2	2			2	2				2		2	2		2	2	2	0	0	<	<	0	<	<	1000	<																						0.6
272680	272680	208065941	2	3	2	2	2	2		2	2			2	2				2		2	2		1	0	2	0	0	<	<	0	<	<	1000	<																						0.4
272691	272691	208065975	2	2	2	2	2	2		2	2			2	2				2		2	2		2	3	1	0	1	<	<	0	<	<	1000	<																						0.6
272692	272692	208065976	3	2	3	2	2	2		2	2			3	3				2		2	2		0	0	2	0	0	<	<	0	<	<	17000	<																						0.5
272701	272701	208065996	3	4	3	2	4	2		3	2			4	4				3		3	3		0	0	7	0	0	1	1	<	2	2	5000	<																						0.2
272702	272702	208065997	2	2	2	2	2	2		2	2			2	2				2		2	2		2	2	5	0	0	<	<	0	<	<	1000	<																						0
272707	272707	208066009	3	4	3	2	3	2		3	2			2	2				3		3	3		1	2	2	0	1	5	1	0	2	2	1000	<																						0
272709	272709	208066015	2	3	2	2	2	2		2	2			2	2				2		2	2		3	6	9	0	3	<	<	0	<	<	2000	<																						0.1
272714	272714	208066023	2	2	2	2	2	2		2	2			2	2				2		2	2		0	0	1	0	0	<	<	0	<	<	1000	<																						0
272717	272717	208066029	2	3	2	2	3	2		2	2			3	3				2		2	2		0	0	5	0	0	<	<	0	<	<	8000	<																						0.2
272720	272720	208066032	2	2	3	2	2	2		2	2			3	2				2		2	2		1	1	2	0	0	<	<	0	<	<	1000	<																						0.3
272721	272721	208066033	2	2	2	2	2	2		2	2			2	3				2		2	2		11	9	2	0	2	<	<	0	<	<	4000	<																						0.9
272722	272722	208066034	2	2	2	2	2	2		2	2			3	2				2		2	2		1	4	6	0	4	<	<	0	<	<	3000	<																						0.2
272723	272723	208066035	4	5	4	4	4	3		3	2			4	4				4		4	4		4	5	4	2	1	<	<	0	<	<	2000	<																						0.9
272725	272725	208066037	2	3	3	2	3	2		2	2			3	2				2		2	2		2	3	6	0	2	<	<	0	<	<	1000	<																						0.6
272728	272728	208066043	2	4	2	2	4	2		2	2			4	3				2		2	2		5	7	19	1	2	<	<	0	<	<	5000	<																						0
272729	272729	208066045	2	2	2	2	2	2		2	2			3	3				2		2	2		2	1	1	0	0	<	<	0	<	<	1000	<																						0.6
272733	272733	208066058	2	2	2	2	2	2		2	2			2	2				2		2	2		2	3	1	0	1	<	<	0	<	<	1000	<																						0.4
272738	272738	208066064	3	2	3	2	2	2		2	2			3	3				2		2	2		1	0	2	0	0	<	<	0	<	<	8000	<																						0.2
272741	272741	208066071	2	2	3	2	2	2		2	2			3	2				2		2	2		1	1	3	0	1	<	<	0	<	<	1000	<																						0.4
272742	272742	208066074	2	2	2	2	2	2		2	2			2	2				2		2	2		3	4	1	0	1	<	<	0	<	<	2000	<																						0.9
272743	272743	208066075	2	2	2	2	2	2		2	2			2	2				2		2	2		0	0	1	0	0	<	<	0	<	<	1000	<																						0.8
272745	272745	208066079																						0	0	0	0	0						0																							0.2
