level_0	index	SITEID	REF_TYPE	REF_ID
298361	298361	208097645	DUN	243357733
298370	298370	208104701	DUN	240452081
298379	298379	208130798	DUN	245328021
298400	298400	208589864	DUN	203707559
298442	298442	208117679	DUN	246792993
298446	298446	208102420	DUN	256103425
298460	298460	208456249	DUN	246610732
298488	298488	208468100	DUN	203568654
298494	298494	208059451	DUN	242109986
298504	298504	208028150	DUN	202149480
298519	298519	208071390	DUN	249018672
298521	298521	208107203	DUN	243410433
298527	298527	208088442	DUN	257534362
298586	298586	209058194	DUN	203817270
298601	298601	208469929	DUN	203563598
298610	298610	208099898	DUN	246685861
298637	298637	208072672	DUN	249592833
298648	298648	208126435	DUN	242548287
298651	298651	208448845	DUN	202981783
298662	298662	208079008	DUN	252476692
298666	298666	208099096	DUN	244756698
298684	298684	208111725	DUN	203177373
298711	298711	208042134	DUN	206942414
298714	298714	208449721	DUN	204475078
298747	298747	208082732	DUN	253944235
298760	298760	208045637	DUN	207978524
298820	298820	208100790	DUN	248903890
298836	298836	208081367	DUN	253693451
298842	298842	208654401	DUN	203700653
298904	298904	208039123	DUN	205871069
298916	298916	208117953	DUN	246678721
298932	298932	208100205	DUN	247412083
298959	298959	209058809	DUN	
298982	298982	208064460	DUN	243662496
299059	299059	208086800	DUN	256463027
299079	299079	208113242	DUN	205352672
299080	299080	208459716	DUN	253553648
299119	299119	208113353	DUN	204199210
299147	299147	208075726	DUN	251457446
299148	299148	208001263	DUN	240197160
299150	299150	208459599	DUN	253088157
299202	299202	208096924	DUN	241017354
299236	299236	209338883	DUN	
299242	299242	208115963	DUN	208600684
299290	299290	208116832	DUN	246294792
299364	299364	208125514	DUN	249695693
299373	299373	208819603	DUN	244279241
299407	299407	208038378	DUN	205779932
299411	299411	208128081	DUN	243818775
299423	299423	208099838	DUN	246485189
299431	299431	208113996	DUN	205708949
299468	299468	208089203	DUN	257803437
299470	299470	208447750	DUN	201711673
299485	299485	208105150	DUN	243620262
299495	299495	208097691	DUN	243455313
299500	299500	208096870	DUN	240827204
299552	299552	208117482	DUN	246274737
299555	299555	209180682	DUN	241796366
299583	299583	208112183	DUN	203304402
299610	299610	208125454	DUN	242036940
299656	299656	208100203	DUN	247407497
299657	299657	208103531	DUN	247118441
299721	299721	208124141	DUN	241033260
299728	299728	208111126	DUN	202956285
299733	299733	208089283	DUN	257813824
299780	299780	208117932	DUN	251588864
299785	299785	208112690	DUN	204234710
299788	299788	208045391	DUN	207950721
299831	299831	208068139	DUN	246675482
299836	299836	208455467	DUN	245242099
299843	299843	208589932	DUN	200253741
299844	299844	208820688	DUN	203702407
299846	299846	208094938	DUN	202314597
299870	299870	209046819	DUN	203314724
299891	299891	208010989	DUN	202962044
299928	299928	208276154	DUN	248016136
300002	300002	208050051	DUN	209967512
300040	300040	208087351	DUN	202910550
300070	300070	208110986	DUN	202909552
300091	300091	209334545	DUN	202532362
300096	300096	208465181	DUN	244820895
300134	300134	208028561	DUN	202230871
300199	300199	208082738	DUN	253945000
300205	300205	209015335	DUN	247886117
300220	300220	208449225	DUN	203259481
300233	300233	208589509	DUN	205759962
300272	300272	208089218	DUN	257804690
300274	300274	208129873	DUN	244838780
300369	300369	208200774	DUN	208972807
300399	300399	208058582	DUN	241959811
300425	300425	208457323	DUN	248517265
300471	300471	208375085	DUN	203331322
300478	300478	208133347	DUN	254972995
300554	300554	209147276	DUN	202526406
300567	300567	208070387	DUN	248572752
300577	300577	208047479	DUN	208854497
300628	300628	208113002	DUN	205041130
300640	300640	208589283	DUN	200217454
300657	300657	208124498	DUN	241151799
300662	300662	208039174	DUN	205888444
300663	300663	208041974	DUN	246833474
300727	300727	208121173	DUN	248485869
300732	300732	208919549	DUN	
300745	300745	208042393	DUN	207033130
300750	300750	209185717	DUN	200811728
300756	300756	208062293	DUN	243281107
300804	300804	208110882	DUN	202898565
300807	300807	208060736	DUN	242406788
300828	300828	208452597	DUN	240613070
300836	300836	208068050	DUN	246491948
300937	300937	208026225	DUN	201647653
300942	300942	208071417	DUN	249026766
300944	300944	208063631	DUN	243523086
300951	300951	208098119	DUN	243917858
301022	301022	208133883	DUN	256383048
301102	301102	208115803	DUN	207979055
301150	301150	208105041	DUN	243505810
301206	301206	208039985	DUN	206169075
301208	301208	208121854	DUN	248528114
301295	301295	208106966	DUN	258459957
301323	301323	208130946	DUN	245417852
301346	301346	208468199	DUN	247639938
301353	301353	208654212	DUN	208567925
301371	301371	208027336	DUN	201923872
301380	301380	208066667	DUN	245024500
301405	301405	208052399	DUN	240526140
301488	301488	208894956	DUN	243502635
301517	301517	208121510	DUN	248556487
301536	301536	208071176	DUN	248907123
301573	301573	209228959	DUN	247671436
301574	301574	208213555	DUN	241486083
301579	301579	208065176	DUN	243756538
301638	301638	208042532	DUN	207070595
301656	301656	208470351	DUN	203634407
301704	301704	208042962	DUN	207123949
301720	301720	208108636	DUN	201251837
301746	301746	208131024	DUN	245242255
301767	301767	208090547	DUN	258379510
301768	301768	208136754	DUN	259848211
301779	301779	208046725	DUN	208528831
301863	301863	208462309	DUN	259629111
301879	301879	208086046	DUN	255283756
301922	301922	208130161	DUN	244747663
301971	301971	208120467	DUN	248006777
301984	301984	208096668	DUN	240210583
302077	302077	208034100	DUN	203660688
302089	302089	208060976	DUN	242502511
302131	302131	208122882	DUN	240124474
302239	302239	208455708	DUN	245680389
302286	302286	208017112	DUN	200246564
302293	302293	208654117	DUN	240611249
302294	302294	208090431	DUN	243577629
302300	302300	208123357	DUN	249322306
302328	302328	208079801	DUN	252985973
302349	302349	208010678	DUN	243370173
302384	302384	208134059	DUN	256617817
302385	302385	208058569	DUN	241956130
302423	302423	208307332	DUN	202765033
302426	302426	209058217	DUN	248276151
302430	302430	208247819	DUN	202658902
302447	302447	209325825	DUN	252729611
302462	302462	208022539	DUN	200148968
302463	302463	208109533	DUN	202531216
302468	302468	208100706	DUN	248659633
302486	302486	208450496	DUN	206236382
302527	302527	208122997	DUN	240203505
302529	302529	208460769	DUN	256338088
302572	302572	208449256	DUN	203273607
302586	302586	208136304	DUN	259753002
302603	302603	208061984	DUN	243225948
302626	302626	208134637	DUN	256925723
302637	302637	209184981	DUN	207138236
302736	302736	208589391	DUN	203662890
302767	302767	208087390	DUN	256867995
302832	302832	208109937	DUN	202363792
302871	302871	208457051	DUN	248086204
302893	302893	208090052	DUN	258211283
302898	302898	208119962	DUN	247991818
302968	302968	208000892	DUN	208601161
302971	302971	208053142	DUN	240615596
303027	303027	208469352	DUN	244431164
303050	303050	208026318	DUN	201657785
303059	303059	208453823	DUN	242556678
303061	303061	208063267	DUN	243456204
303076	303076	208110485	DUN	202770236
303080	303080	208080427	DUN	253353452
303092	303092	208087068	DUN	256721671
303107	303107	208654193	DUN	249425542
303127	303127	208060491	DUN	242314560
303153	303153	208350124	DUN	244476813
303163	303163	208447095	DUN	200240120
303167	303167	208046317	DUN	208226410
303231	303231	208106025	DUN	247640829
303237	303237	208063066	DUN	243431876
303255	303255	209057009	DUN	207959953
303283	303283	208859172	DUN	242001563
303333	303333	208132779	DUN	254098544
303376	303376	208452727	DUN	240716956
303378	303378	208112693	DUN	204237424
303415	303415	208025479	DUN	201262446
303418	303418	208122316	DUN	248749934
303443	303443	208452837	DUN	240836234
303470	303470	208080042	DUN	253098719
303480	303480	208466528	DUN	254851587
303488	303488	208038693	DUN	205820298
303529	303529	208072367	DUN	249440868
303560	303560	208124474	DUN	249527552
303568	303568	208054813	DUN	240865225
303586	303586	208037301	DUN	205596955
303592	303592	208450673	DUN	206511334
303680	303680	208062811	DUN	243390486
303681	303681	208098264	DUN	244007241
303706	303706	208567242	DUN	244863655
303723	303723	208039052	DUN	205858009
303740	303740	208041025	DUN	206326881
303741	303741	208113614	DUN	205339331
303768	303768	208056315	DUN	248651481
303785	303785	208447259	DUN	200313844
303795	303795	209058163	DUN	251066762
303820	303820	208079186	DUN	252575105
303829	303829	208068195	DUN	246691463
303846	303846	208046795	DUN	208562967
303881	303881	208026716	DUN	201720989
303905	303905	208412295	DUN	243396996
303930	303930	208982131	DUN	208840319
303932	303932	208053129	DUN	240614722
303935	303935	208113670	DUN	205700516
304044	304044	208117468	DUN	246762215
304063	304063	208108807	DUN	201719486
304090	304090	208047922	DUN	209125686
304143	304143	208099920	DUN	246764216
304148	304148	208127609	DUN	252405337
304158	304158	208039030	DUN	205854727
304161	304161	208071774	DUN	249213075
304195	304195	208204461	DUN	243132672
304270	304270	208025452	DUN	201261331
304281	304281	208451526	DUN	208558783
304296	304296	208821118	DUN	205653251
304334	304334	208465514	DUN	203561675
304374	304374	208110805	DUN	202883567
304382	304382	209200489	DUN	245668731
304450	304450	208556510	DUN	246404698
304495	304495	208077045	DUN	252020532
304500	304500	208042980	DUN	207124343
304521	304521	208092628	DUN	258945708
304539	304539	208930443	DUN	247932895
304565	304565	208089253	DUN	257810416
304589	304589	208026203	DUN	201646655
304599	304599	209148047	DUN	240349605
304602	304602	207003319	DUN	243368136
304636	304636	208056897	DUN	246839554
304675	304675	208115257	DUN	207169264
304699	304699	208001061	DUN	205666100
304711	304711	208122250	DUN	248717183
304733	304733	208124990	DUN	241685213
304741	304741	208470081	DUN	202550380
304742	304742	208449815	DUN	205037328
304777	304777	208121240	DUN	252136762
304825	304825	208847831	DUN	245434100
304848	304848	208126228	DUN	242407984
304910	304910	208136819	DUN	259958390
304932	304932	208113186	DUN	205098361
305026	305026	208172719	DUN	200257918
305058	305058	208135951	DUN	245421664
305066	305066	208135558	DUN	258348747
305086	305086	208089045	DUN	245792341
305113	305113	208112474	DUN	203231696
305128	305128	209412058	DUN	203626726
305134	305134	208123834	DUN	240848424
305197	305197	208008566	DUN	250533452
305300	305300	208085403	DUN	203228101
305338	305338	208038160	DUN	205761559
305344	305344	208451407	DUN	208069711
305419	305419	208127462	DUN	243459844
305452	305452	208083943	DUN	254626252
305468	305468	208036028	DUN	205346807
305475	305475	208042958	DUN	207123881
305478	305478	208106083	DUN	248056447
305491	305491	209059276	DUN	203634402
305495	305495	208567674	DUN	252947622
305526	305526	208446870	DUN	200077845
305528	305528	208465531	DUN	207146346
305535	305535	208134944	DUN	257522078
305566	305566	209222807	DUN	208522339
305569	305569	208125900	DUN	242403645
305593	305593	208117467	DUN	246761899
305595	305595	208133081	DUN	254753346
305610	305610	208134617	DUN	256900952
305617	305617	208076711	DUN	251983987
305618	305618	208452463	DUN	240515259
305623	305623	208071748	DUN	249206343
305639	305639	208083766	DUN	254550841
305685	305685	208469637	DUN	203554944
305706	305706	208028974	DUN	202343757
305717	305717	208119601	DUN	247623911
305721	305721	208469673	DUN	206588779
305726	305726	208097153	DUN	241759273
305744	305744	208136783	DUN	259859994
305792	305792	208122887	DUN	240124532
305914	305914	208985347	DUN	203190640
305935	305935	208076620	DUN	251975983
305939	305939	208096449	DUN	209609015
305971	305971	209058907	DUN	
306006	306006	208128380	DUN	243805897
306008	306008	208462463	DUN	259866937
306020	306020	208013018	DUN	255245680
306026	306026	208047423	DUN	208838698
306027	306027	208080120	DUN	253114870
306039	306039	208120257	DUN	252931514
306091	306091	208033356	DUN	203255950
306114	306114	208119095	DUN	247267367
306115	306115	208075302	DUN	251057121
306125	306125	208049130	DUN	209738058
306166	306166	208068221	DUN	246763700
306204	306204	208447836	DUN	201878530
306208	306208	208042449	DUN	207043360
306218	306218	208114235	DUN	206202223
306223	306223	208135390	DUN	258519271
306226	306226	208821302	DUN	203570247
306275	306275	208821290	DUN	203127147
306319	306319	208105378	DUN	243878209
306346	306346	208457990	DUN	249839858
306414	306414	208133034	DUN	254883705
306429	306429	208109965	DUN	202403044
306438	306438	208048805	DUN	209609510
306467	306467	209202493	DUN	202532099
306474	306474	208454833	DUN	244472606
306481	306481	208064678	DUN	243689077
306495	306495	208124296	DUN	241077163
306510	306510	208120348	DUN	251974333
306594	306594	208114827	DUN	206947066
306600	306600	208120444	DUN	247999878
306603	306603	208088360	DUN	257508416
306613	306613	208105565	DUN	244194432
306632	306632	208103310	DUN	209605120
306641	306641	208024656	DUN	201057952
306666	306666	208062561	DUN	243339863
306672	306672	208009471	DUN	248154957
306704	306704	208125371	DUN	249761560
306749	306749	208452040	DUN	209782747
306765	306765	208101718	DUN	252947858
306780	306780	208136531	DUN	259911154
306797	306797	208072372	DUN	249441262
306804	306804	208073033	DUN	249885674
306815	306815	209058312	DUN	240443767
306914	306914	208037162	DUN	205538551
306925	306925	208132872	DUN	254384865
306940	306940	208110730	DUN	202816224
306967	306967	208119053	DUN	247494391
307046	307046	208455514	DUN	245298054
307048	307048	208112164	DUN	203112032
307071	307071	208128210	DUN	243895856
307107	307107	208454972	DUN	244638982
307121	307121	208093948	DUN	259813467
307133	307133	208326232	DUN	248833159
307180	307180	208166822	DUN	200568645
307188	307188	208105629	DUN	244258740
307216	307216	208450429	DUN	206179009
307230	307230	208470784	DUN	203201368
307247	307247	208031843	DUN	258225085
307279	307279	208461412	DUN	257793794
307280	307280	208061503	DUN	243098048
307298	307298	209029945	DUN	202550497
307340	307340	208036083	DUN	205351195
307343	307343	208447381	DUN	201011157
307375	307375	208362395	DUN	201177446
307379	307379	208457442	DUN	248659666
307382	307382	208128504	DUN	243721334
307387	307387	208309744	DUN	241643027
307411	307411	208050958	DUN	255277741
307419	307419	208108665	DUN	201262032
307428	307428	208462597	DUN	208669051
307438	307438	208048306	DUN	209288133
307455	307455	208012032	DUN	245900170
307499	307499	208103973	DUN	202468471
307501	307501	209031921	DUN	208729207
307567	307567	208011021	DUN	256850793
307582	307582	208017666	DUN	205556330
307585	307585	208567511	DUN	241805659
307612	307612	208567162	DUN	248004777
307616	307616	208447708	DUN	201657215
307642	307642	208129793	DUN	244799057
307679	307679	208385119	DUN	246009146
307690	307690	208135536	DUN	258686609
307726	307726	208589034	DUN	203704031
307753	307753	208121036	DUN	248437795
307759	307759	208100859	DUN	249036948
307775	307775	208072876	DUN	249706417
307804	307804	208133461	DUN	255341166
307810	307810	208051822	DUN	240468590
307814	307814	208098334	DUN	244046264
307829	307829	208094909	DUN	202271235
307880	307880	208062882	DUN	243400178
308015	308015	208111141	DUN	202958328
308028	308028	208011436	DUN	249018615
308051	308051	208101239	DUN	250734076
308061	308061	208132183	DUN	253152966
308082	308082	208465087	DUN	243889446
308094	308094	208026730	DUN	201721938
308113	308113	208022840	DUN	200240070
308120	308120	208136065	DUN	258276294
308132	308132	208064689	DUN	243689234
308136	308136	208451433	DUN	208095570
308149	308149	209073404	DUN	243812067
308152	308152	208927268	DUN	202667879
308156	308156	208132587	DUN	253827703
308160	308160	208114233	DUN	206201720
308165	308165	208449210	DUN	203251587
308193	308193	208078444	DUN	252403399
308212	308212	208010617	DUN	252574637
308216	308216	208104341	DUN	203175356
308242	308242	208039090	DUN	205866424
308263	308263	208128102	DUN	243694499
308270	308270	208055586	DUN	241070841
308295	308295	208011750	DUN	241039101
308308	308308	209151567	DUN	202919338
308311	308311	208069390	DUN	247889421
308358	308358	208124031	DUN	240964358
308365	308365	208046582	DUN	208473343
308370	308370	208447537	DUN	201251530
308380	308380	208062325	DUN	243284457
308383	308383	208112144	DUN	203095930
308402	308402	208029758	DUN	202532227
308409	308409	209058270	DUN	
308441	308441	209058728	DUN	259723922
308447	308447	208221139	DUN	247821762
308453	308453	208063994	DUN	243570665
308484	308484	208821036	DUN	246515469
308490	308490	208130033	DUN	244915570
308512	308512	208462039	DUN	258859412
308532	308532	208080355	DUN	253316608
308545	308545	208079399	DUN	252596945
308551	308551	208125353	DUN	249741190
308558	308558	208123471	DUN	240716907
308561	308561	208453619	DUN	242247455
308571	308571	208120815	DUN	248142465
308644	308644	208455862	DUN	245926808
308648	308648	208115270	DUN	207448783
308656	308656	208115107	DUN	207188462
308666	308666	208168668	DUN	259793300
308668	308668	208109138	DUN	202318192
308680	308680	208063871	DUN	243551405
308743	308743	208589125	DUN	203706721
308754	308754	209058875	DUN	251698932
308758	308758	208833839	DUN	246301761
308800	308800	208047350	DUN	208822440
308834	308834	208042250	DUN	206990413
308845	308845	208082195	DUN	253809958
308921	308921	208654009	DUN	200058076
308963	308963	208123646	DUN	240791314
309004	309004	208056453	DUN	241374292
309022	309022	208079841	DUN	253004360
309045	309045	208121286	DUN	248517562
309090	309090	208108898	DUN	201778094
309094	309094	208088264	DUN	257477919
309134	309134	208454964	DUN	244636929
309151	309151	208104321	DUN	203141379
309168	309168	208819527	DUN	203702431
309181	309181	208111811	DUN	203193359
309195	309195	208132936	DUN	254794894
309207	309207	209412938	DUN	242816111
309247	309247	208132099	DUN	251370743
309265	309265	208985607	DUN	253237788
309318	309318	208116209	DUN	209113364
309334	309334	208112574	DUN	203303557
309365	309365	208452839	DUN	240837984
309378	309378	208109798	DUN	202546342
309390	309390	208947146	DUN	200041127
309432	309432	208449313	DUN	203305412
309459	309459	208115073	DUN	207138533
309496	309496	208046379	DUN	208273255
309504	309504	208069781	DUN	248138554
309582	309582	208059654	DUN	242129596
309608	309608	208976908	DUN	243784076
309649	309649	208114032	DUN	205503043
309662	309662	208123221	DUN	240439302
309670	309670	208123627	DUN	240774807
309671	309671	208453086	DUN	241372809
309714	309714	208072406	DUN	249447871
309746	309746	208460817	DUN	256463725
309750	309750	208567182	DUN	203264028
309776	309776	209058262	DUN	206573029
309777	309777	208096135	DUN	208149521
309784	309784	208099384	DUN	245271523
309820	309820	208124483	DUN	249531810
309836	309836	208126407	DUN	243106106
309845	309845	208462120	DUN	259038599
309852	309852	208021683	DUN	200033376
309856	309856	209254864	DUN	202978342
309863	309863	208047829	DUN	209094234
309933	309933	208094803	DUN	202113841
309944	309944	208556555	DUN	243630014
309948	309948	208981645	DUN	242086226
310018	310018	208058373	DUN	241905822
310040	310040	208112921	DUN	204882021
310069	310069	208108016	DUN	200137961
310090	310090	208125402	DUN	252354720
310142	310142	209143368	DUN	200159357
310296	310296	209038015	DUN	202891040
310301	310301	208064797	DUN	243694218
310318	310318	208026347	DUN	201658601
310322	310322	208052736	DUN	240562087
310340	310340	209229366	DUN	250929903
310361	310361	208448835	DUN	202978941
310383	310383	208031812	DUN	202854365
310447	310447	208464022	DUN	243469210
310449	310449	208654516	DUN	246646884
310460	310460	208066761	DUN	245104369
310472	310472	208451283	DUN	207947144
310513	310513	208109871	DUN	202269734
310598	310598	209172641	DUN	
310622	310622	208449757	DUN	204698604
310663	310663	208059365	DUN	242102015
310666	310666	208111336	DUN	203019203
310696	310696	208102652	DUN	257533554
310706	310706	208096755	DUN	240553644
310715	310715	208115561	DUN	208068747
310735	310735	208447607	DUN	201360378
310758	310758	209411871	DUN	203624929
310762	310762	208460930	DUN	256769865
310809	310809	208077032	DUN	252017181
310821	310821	208032340	DUN	202966128
310824	310824	208123095	DUN	240490719
310825	310825	208053435	DUN	240643671
310873	310873	208069894	DUN	248152399
310900	310900	208462088	DUN	258948173
310924	310924	208131714	DUN	245629287
310951	310951	208466219	DUN	200077944
310969	310969	208447674	DUN	201566117
310996	310996	208567514	DUN	240809249
311028	311028	208001437	DUN	207633413
311056	311056	208046604	DUN	208515549
311079	311079	208072494	DUN	249457334
311084	311084	209059261	DUN	
311099	311099	208469950	DUN	203637918
311122	311122	208128835	DUN	250499480
311151	311151	208331581	DUN	249602116
311164	311164	209411336	DUN	258966498
311172	311172	208589273	DUN	203701250
311181	311181	209058923	DUN	203793034
311215	311215	208051488	DUN	240214312
311227	311227	208043476	DUN	207164851
311262	311262	208036920	DUN	205460210
311358	311358	208134472	DUN	257064886
311364	311364	208096300	DUN	208845586
311399	311399	208075332	DUN	251075271
311417	311417	208301660	DUN	206157914
311442	311442	208004536	DUN	202969650
311446	311446	208025273	DUN	201246761
311479	311479	208096998	DUN	241214527
311493	311493	208021823	DUN	200060304
311525	311525	208457021	DUN	248027489
311542	311542	208447459	DUN	201095838
311570	311570	208136521	DUN	259546617
311588	311588	208104413	DUN	205117661
311590	311590	208556544	DUN	248053527
311655	311655	209058802	DUN	243557746
311672	311672	208114548	DUN	206421104
311677	311677	208053957	DUN	240716824
311695	311695	208083857	DUN	254598618
311696	311696	208000770	DUN	243301202
311707	311707	208460233	DUN	254773997
311741	311741	208362663	DUN	257502737
311782	311782	208052529	DUN	240545954
311821	311821	208129923	DUN	244879610
311822	311822	209130105	DUN	202528030
311829	311829	208028169	DUN	202154449
311831	311831	208115361	DUN	207623190
311858	311858	208115128	DUN	207523929
311880	311880	209221020	DUN	202661898
311887	311887	208821315	DUN	202532354
311947	311947	208035227	DUN	205190254
311956	311956	208414195	DUN	244242637
311985	311985	208082930	DUN	254123680
311991	311991	208113266	DUN	205171809
312042	312042	208023891	DUN	200509177
312066	312066	208071450	DUN	249031295
312067	312067	208101265	DUN	250819182
312075	312075	208078926	DUN	252459532
312096	312096	208590019	DUN	252239264
312137	312137	208103131	DUN	241017552
312146	312146	208121182	DUN	248489358
312153	312153	208027949	DUN	202125191
312167	312167	208012806	DUN	250957818
312172	312172	208109886	DUN	202291456
312228	312228	208120154	DUN	248052750
312230	312230	208124327	DUN	241104421
312236	312236	208119922	DUN	247784965
312243	312243	208568173	DUN	253080451
312250	312250	208111020	DUN	202911954
312265	312265	208104733	DUN	240748124
312268	312268	209059253	DUN	203818208
312276	312276	208110935	DUN	202903233
312281	312281	208470771	DUN	241412563
312297	312297	208119874	DUN	251923280
312358	312358	208023591	DUN	200313901
312402	312402	208064477	DUN	243666083
312404	312404	208103869	DUN	201250441
312416	312416	208072484	DUN	249456310
312425	312425	208111102	DUN	202942020
312432	312432	208112477	DUN	203471818
312436	312436	208081419	DUN	253706360
312499	312499	208129715	DUN	244724097
312527	312527	208013097	DUN	202124132
312553	312553	208052095	DUN	240502299
312558	312558	208109593	DUN	202536652
312571	312571	208106057	DUN	248022183
312590	312590	208080087	DUN	253114201
312591	312591	208340151	DUN	254107139
312638	312638	208065757	DUN	244017810
312648	312648	208457246	DUN	248411683
312654	312654	208470914	DUN	259059017
312674	312674	208033103	DUN	203224279
312697	312697	208064231	DUN	243616179
312699	312699	208025676	DUN	201271983
312718	312718	209214586	DUN	203762757
312808	312808	208092318	DUN	207640632
312848	312848	208072464	DUN	249453572
312865	312865	208066709	DUN	245089891
312899	312899	208556486	DUN	247894301
312969	312969	208113698	DUN	205555142
313028	313028	208133001	DUN	254565927
313049	313049	208088020	DUN	257377143
313056	313056	208052559	DUN	240548743
313064	313064	208065241	DUN	243774416
313098	313098	208011951	DUN	208563932
313125	313125	208067120	DUN	245428446
313132	313132	208114262	DUN	205885924
313148	313148	208107580	DUN	200110760
313174	313174	208128291	DUN	243783821
313178	313178	208947303	DUN	202922605
313180	313180	209162328	DUN	248602216
313190	313190	208046341	DUN	208259387
313215	313215	208071010	DUN	248839276
313226	313226	208133608	DUN	255212461
313245	313245	208047412	DUN	208836874
313287	313287	208061442	DUN	243086233
313313	313313	208451842	DUN	209436174
313318	313318	209334721	DUN	243646994
313400	313400	208096933	DUN	241033625
313409	313409	208010937	DUN	251945150
313468	313468	208129294	DUN	244202557
313477	313477	208045275	DUN	207926387
313581	313581	208126079	DUN	242267057
313621	313621	208026667	DUN	201718769
313626	313626	208026886	DUN	201787202
313627	313627	208034906	DUN	205132181
313634	313634	208108343	DUN	200588163
313637	313637	208456632	DUN	247414352
313659	313659	208123265	DUN	249043217
313678	313678	208017884	DUN	207124566
313732	313732	208087165	DUN	256740150
313744	313744	208079107	DUN	252567086
313746	313746	208125906	DUN	242405251
313747	313747	208115267	DUN	207171708
313784	313784	208124907	DUN	241388870
313794	313794	208130273	DUN	244781873
313807	313807	209058218	DUN	
313815	313815	208056141	DUN	241254122
313817	313817	208063014	DUN	243425191
313818	313818	208127657	DUN	243544020
313826	313826	208022347	DUN	200107501
313827	313827	208055330	DUN	241022073
313831	313831	208470530	DUN	203634894
313848	313848	209066935	DUN	
313902	313902	208094949	DUN	202336269
313909	313909	208308602	DUN	259145394
313929	313929	208898531	DUN	249881020
313944	313944	209058440	DUN	203814397
313986	313986	208461991	DUN	258773035
313988	313988	208108976	DUN	202117479
313997	313997	208120888	DUN	248164167
314017	314017	208121323	DUN	248519501
314052	314052	208056872	DUN	241509772
314059	314059	208133400	DUN	254676190
314156	314156	208051693	DUN	240451083
314165	314165	208131539	DUN	245855606
314180	314180	208119901	DUN	247961530
314182	314182	208012817	DUN	253554737
314246	314246	208216830	DUN	256334561
314271	314271	208135535	DUN	258686187
314291	314291	208133242	DUN	255244605
314316	314316	208567324	DUN	258004001
314319	314319	208111314	DUN	202906541
314348	314348	208127896	DUN	250172900
314393	314393	208110723	DUN	202815411
314421	314421	208454793	DUN	244366097
314448	314448	208098695	DUN	244275462
314457	314457	208128544	DUN	243734709
314535	314535	208278399	DUN	242961949
314556	314556	208589580	DUN	241801125
314592	314592	208079834	DUN	252990908
314628	314628	208076433	DUN	251917605
314666	314666	208117941	DUN	246674626
314679	314679	208470496	DUN	203634217
314684	314684	208076518	DUN	251970653
314688	314688	208042436	DUN	207038774
314702	314702	208084292	DUN	254672421
314704	314704	208063552	DUN	243516226
314714	314714	208070233	DUN	248370546
314778	314778	208081172	DUN	253647044
314781	314781	208098667	DUN	244263906
314811	314811	208005827	DUN	205619794
314819	314819	208449018	DUN	203162029
314824	314824	208130633	DUN	244948159
314847	314847	208041215	DUN	206346678
314865	314865	208125160	DUN	241558407
314878	314878	208069796	DUN	248139487
314890	314890	208126536	DUN	249895434
314938	314938	208180656	DUN	240836820
314939	314939	208013100	DUN	257801621
314973	314973	208061173	DUN	242538841
314995	314995	208093779	DUN	259761377
315044	315044	208128463	DUN	243845125
315097	315097	209103016	DUN	245516633
315109	315109	208113401	DUN	205192367
315115	315115	208087917	DUN	257313007
315172	315172	208119691	DUN	247886786
315180	315180	208450149	DUN	205693711
315191	315191	208048824	DUN	209614460
315194	315194	208127458	DUN	243456212
315212	315212	208447549	DUN	201256141
315225	315225	208032515	DUN	202979113
315232	315232	209058792	DUN	202303806
315234	315234	208120693	DUN	248090727
315243	315243	208107600	DUN	200123907
315255	315255	208087058	DUN	256719865
315269	315269	209411421	DUN	245360594
315280	315280	208051917	DUN	240488671
315382	315382	208388722	DUN	252436147
315398	315398	208077789	DUN	252329438
315406	315406	208456981	DUN	247968436
315422	315422	208114456	DUN	206643822
315433	315433	208021779	DUN	200057995
315468	315468	208120160	DUN	248055456
315473	315473	209090235	DUN	203142922
315481	315481	208139040	DUN	207915489
315534	315534	208053684	DUN	240670690
315542	315542	208061193	DUN	242545085
315546	315546	208109689	DUN	201882227
315553	315553	209068776	DUN	200193159
315602	315602	208460868	DUN	256584590
315613	315613	208087504	DUN	256898099
315625	315625	208042147	DUN	206948817
315666	315666	208127979	DUN	243687055
315704	315704	208449377	DUN	203324822
315708	315708	208111045	DUN	202922480
315762	315762	208032553	DUN	202982125
315763	315763	208103277	DUN	207637646
315862	315862	208061641	DUN	243136194
315868	315868	208469823	DUN	203636758
315930	315930	208892850	DUN	247875045
316006	316006	208068334	DUN	246800643
316047	316047	208112100	DUN	203091525
316072	316072	208134512	DUN	257128269
316089	316089	208982132	DUN	202984365
316090	316090	208068495	DUN	246990238
316096	316096	208123103	DUN	240495411
316108	316108	208003167	DUN	251470969
316119	316119	208034669	DUN	205005713
316163	316163	208114643	DUN	206158029
316199	316199	208317378	DUN	242278927
316201	316201	208109769	DUN	202225822
316245	316245	208035088	DUN	205176782
316289	316289	208069162	DUN	247623986
316310	316310	208127019	DUN	243221058
316314	316314	209165890	DUN	202668901
316332	316332	208129389	DUN	244241092
316363	316363	208113887	DUN	205655558
316371	316371	208108308	DUN	200318907
316390	316390	208108622	DUN	201243545
316394	316394	208459620	DUN	253110464
316413	316413	208011878	DUN	241071836
316423	316423	208125016	DUN	241458020
316473	316473	208115769	DUN	208067756
316509	316509	209058672	DUN	203724476
316529	316529	208448442	DUN	202668968
